Majority protein IDs,Protein ID,logFC,PValue,FDR,Fold_change,Gene names,C1,C2,C3,C4,C5,average_C_lfq,R1,R2,R3,R4,R5,average_R_lfq,MS/MS count C1,MS/MS count C2,MS/MS count C3,MS/MS count C4,MS/MS count C5,MS_C_average,MS/MS count R1,MS/MS count R2,MS/MS count R3,MS/MS count R4,MS/MS count R5,MS_R_average
A0A0G2JWK7;P31232,A0A0G2JWK7,-0.467768547,0.710714455,0.999991107,0.723082143,Tagln,1622700000,1.50E+09,1805400000,1572500000,1565700000,1613460000,1363700000,1193400000,1043600000,1068500000,1090500000,1151940000,84,79,78,62,70,74.6,71,53,56,51,49,56
A0A0G2JWL3;F1LM28;P97526,A0A0G2JWL3,-0.197601353,0.875276081,0.999991107,0.871999158,Nf1,17449000,16667000,0,14626000,20033000,13755000,0,17895000,18476000,23219000,0,11918000,3,3,0,4,5,3,2,2,3,3,0,2
A0A0G2JWM2;Q5RJQ4,A0A0G2JWM2,0.4836319,0.701410211,0.999991107,1.398259275,Sirt2,158420000,183280000,143660000,166560000,171450000,164674000,200460000,240430000,240190000,248170000,207890000,227428000,21,20,18,18,20,19.4,20,24,22,20,22,21.6
A0A0G2JX74;P42346,A0A0G2JX74,-0.236061016,0.851285664,0.999991107,0.849060336,Mtor,51994000,43708000,48324000,52910000,59996000,51386400,33350000,40323000,41607000,54145000,46145000,43114000,7,8,5,12,11,8.6,4,7,3,9,8,6.2
A0A0G2JXC3;P05765;D3ZSE0,A0A0G2JXC3,0.304498015,0.808980638,0.999991107,1.234988849,Rps21;LOC100363012,37176000,26928000,48044000,25422000,33361000,34186200,43218000,38639000,35740000,40597000,50247000,41688200,10,6,9,4,7,7.2,9,8,4,7,4,6.4
A0A0G2JXD0;Q6P9U5;P17077;M0RBD4;M0R6B4;F1M7A9,A0A0G2JXD0,-0.316958472,0.801339255,0.999991107,0.802760496,Rpl9;LOC100911472;LOC100910002;RGD1561928,572450000,565140000,485770000,400180000,467040000,498116000,484230000,367800000,330410000,459130000,335540000,395422000,43,37,35,29,22,33.2,29,19,19,16,26,21.8
A0A0G2JXM5;D4A2B0,A0A0G2JXM5,-0.276835615,0.826014819,0.999991107,0.825399452,Poldip3,18597000,25072000,22686000,23993000,28894000,23848400,21579000,26822000,0,22960000,25885000,19449200,8,7,7,4,7,6.6,4,5,0,3,2,2.8
A0A0G2JXN8,A0A0G2JXN8,-0.749609488,0.553604482,0.999991107,0.594764528,NA,15426000,19468000,19319000,18657000,19346000,18443200,0,16599000,0,17932000,19672000,10840600,2,4,3,3,3,3,0,2,2,2,2,1.6
A0A0G2JXT0;Q6AY86,A0A0G2JXT0,0.199388527,0.874158594,0.999991107,1.148211593,Vps26a,60316000,64123000,56596000,69370000,69581000,63997200,67146000,63338000,76598000,81264000,74420000,72553200,19,10,14,10,9,12.4,6,8,6,10,7,7.4
A0A0G2JXV4;Q6AYS6,A0A0G2JXV4,-1.641415753,0.203547889,0.999991107,0.320541764,Snx17,30348000,20623000,21555000,0,24490000,19403200,0,15237000,0,0,15371000,6121600,3,6,2,0,4,3,0,3,0,0,2,1
A0A0G2JXW2;A0A0G2K970;O70437,A0A0G2JXW2,-0.033334275,0.97886781,0.999991107,0.977159331,Smad4,24902000,25867000,23330000,0,0,14819800,31065000,25362000,0,15500000,0,14385400,3,4,4,2,0,2.6,3,5,0,2,0,2
A0A0G2JY08;D3ZFD0,A0A0G2JY08,0.534413147,0.671959982,0.999991107,1.44835288,Myo18a,57430000,54568000,44830000,68068000,72387000,59456600,78085000,70176000,95806000,103830000,77515000,85082400,8,7,5,13,13,9.2,12,8,10,16,10,11.2
A0A0G2JY69;G3V907;Q9QYU1,A0A0G2JY69,0.010576999,0.993293969,0.999991107,1.007358358,LOC100911356;Pex19,33685000,35080000,32072000,38664000,39090000,35718200,31831000,38044000,30897000,36393000,40406000,35514200,6,9,9,8,9,8.2,7,10,10,7,5,7.8
A0A0G2JYA2;Q9JHU5,A0A0G2JYA2,0.566706811,0.653510419,0.999991107,1.481138766,Arfip1,55997000,65621000,59068000,57803000,64354000,60568600,65181000,91789000,91323000,103890000,90881000,88612800,10,8,10,7,10,9,9,10,9,6,10,8.8
A0A0G2JYA4;P63331,A0A0G2JYA4,0.061977433,0.960721941,0.999991107,1.043895598,Ppp2ca,840570000,808090000,691830000,780010000,765220000,777144000,763820000,874060000,824310000,783780000,759480000,801090000,50,51,52,37,37,45.4,43,47,32,30,27,35.8
A0A0G2JYC7;Q925G1-2;Q925G1,A0A0G2JYC7,0.332185456,0.792029552,0.999991107,1.258918995,Hdgfrp2,46815000,57061000,40243000,71140000,44682000,51988200,57508000,48598000,76932000,59916000,79415000,64473800,7,5,7,10,5,6.8,6,8,6,5,4,5.8
A0A0G2JYN0;Q5U2M6,A0A0G2JYN0,0.090091136,0.94293305,0.999991107,1.064437422,Dcaf8,396220000,357640000,401520000,404260000,389710000,389870000,423880000,413410000,439930000,374530000,396280000,409606000,3,4,7,8,10,6.4,6,6,6,7,4,5.8
A0A0G2JYN3;A0A0G2JUW8;P97629;A0A0H2UHK5,A0A0G2JYN3,-0.764997838,0.545584598,0.999991107,0.58845425,Lnpep,41821000,41628000,48339000,43047000,46332000,44233400,21321000,35610000,24247000,27852000,19621000,25730200,7,7,8,6,8,7.2,2,4,3,5,2,3.2
A0A0G2JYT1,A0A0G2JYT1,1.099463094,0.387898427,0.999991107,2.142749342,NA,0,22267000,24616000,26674000,23832000,19477800,37499000,39969000,39648000,40187000,48175000,41095600,0,2,3,5,3,2.6,7,8,5,7,4,6.2
A0A0G2JYU2;Q5XIE3,A0A0G2JYU2,-1.364633262,0.286814843,0.999991107,0.388333141,Mrpl11,16154000,16929000,14899000,17838000,15941000,16352200,16911000,14465000,0,0,0,6275200,4,3,4,6,4,4.2,3,3,0,0,0,1.2
A0A0G2JZA2;P97576,A0A0G2JZA2,-1.570448331,0.222833195,0.999991107,0.336703744,Grpel1,30426000,29943000,24900000,31590000,42216000,31815000,22167000,30803000,0,0,0,10594000,6,4,6,3,3,4.4,2,2,3,0,0,1.4
A0A0G2JZF0;B5DEG8,A0A0G2JZF0,0.088424777,0.943986662,0.999991107,1.063208672,Sec24c,222820000,253640000,269770000,278130000,283090000,261490000,258910000,250680000,269590000,327650000,266250000,274616000,19,20,23,23,23,21.6,22,24,21,20,16,20.6
A0A0G2JZG7;Q6P799,A0A0G2JZG7,0.021689045,0.986249277,0.999991107,1.015147275,Sars,178140000,177460000,158460000,117490000,114510000,149212000,181310000,144950000,148350000,134440000,138860000,149582000,16,21,21,21,17,19.2,15,20,18,18,18,17.8
A0A0G2JZH0;D3ZJ77,A0A0G2JZH0,0.037396719,0.976293242,0.999991107,1.026260312,Cab39,57798000,73465000,59641000,72211000,66598000,65942600,65381000,71424000,67526000,66073000,63570000,66794800,14,15,10,7,9,11,10,11,9,8,11,9.8
A0A0G2JZH8;Q5BJX2;Q7TQ85,A0A0G2JZH8,-0.182959178,0.884444487,0.999991107,0.880894299,Pdhx,2.20E+07,28789000,32182000,37040000,27110000,29424200,21523000,26485000,33099000,26409000,20365000,25576200,9,8,4,5,6,6.4,4,4,3,4,2,3.4
A0A0G2JZI2;Q6TXE9,A0A0G2JZI2,-0.011730124,0.992562887,0.999991107,0.991902262,Eprs,1701700000,1795400000,1681200000,1892200000,1843400000,1782780000,1701200000,1621200000,1721400000,1994200000,1694900000,1746580000,90,93,97,116,118,102.8,74,83,87,113,83,88
A0A0G2JZM2;B5DFC3,A0A0G2JZM2,0.336704494,0.789272799,0.999991107,1.262868563,Sec23a,239360000,280730000,272350000,271890000,232800000,259426000,289150000,312440000,313170000,333140000,368380000,323256000,20,27,23,21,18,21.8,17,19,20,21,21,19.6
A0A0G2JZM8;Q99JD4,A0A0G2JZM8,-0.72766109,0.565152846,0.999991107,0.60388214,Clasp2,148270000,158640000,162960000,167750000,188810000,165286000,92166000,104510000,97456000,113230000,85799000,98632200,15,22,20,22,23,20.4,10,8,11,12,9,10
A0A0G2JZZ7;A0A4X0W8E9;A0A0G2JTR4,A0A0G2JZZ7,0.749894717,0.553455634,0.999991107,1.681670103,NA,0,38181000,27234000,34496000,26331000,25248400,39642000,38283000,46850000,41118000,43121000,41802800,0,3,4,5,3,3,5,4,4,6,6,5
A0A0G2K013;Q9QXQ0;Q62744,A0A0G2K013,0.463865362,0.713011091,0.999991107,1.3792322,Actn4,2750100000,3186200000,3187200000,3.41E+09,3186500000,3144400000,3879800000,4051200000,4437200000,4747800000,4291800000,4281560000,113,133,131,144,142,132.6,141,142,141,174,145,148.6
A0A0G2K038;Q5U1X1,A0A0G2K038,-0.49761706,0.693247608,0.999991107,0.708275694,Rexo2,32095000,33291000,41876000,31845000,0,27821400,48829000,48460000,0,0,0,19457800,5,6,3,6,0,4,3,2,0,2,0,1.4
A0A0G2K079;Q3ZB98-5;Q3ZB98-4;Q3ZB98-3;Q3ZB98-6;Q3ZB98;Q3ZB98-2,A0A0G2K079,-0.513423021,0.684069774,0.999991107,0.70055828,Bcas1,171960000,180840000,160270000,116480000,166770000,159264000,119500000,105760000,113500000,107660000,104690000,110222000,9,17,15,16,19,15.2,13,10,10,10,9,10.4
A0A0G2K093;O35162,A0A0G2K093,-0.852809093,0.501052269,0.999991107,0.553705557,Hspa13,45586000,37987000,34755000,21885000,30874000,34217400,20903000,26294000,23411000,0,22630000,18647600,6,5,5,3,5,4.8,3,4,4,2,3,3.2
A0A0G2K0B4;A0A0G2K8P3;Q62940,A0A0G2K0B4,0.344078916,0.784780385,0.999991107,1.269340318,Nedd4,376140000,417590000,416630000,441570000,424620000,415310000,490970000,529030000,499730000,538170000,543920000,520364000,28,41,28,38,38,34.6,40,32,38,36,33,35.8
A0A0G2K0I3;Q80Z29,A0A0G2K0I3,1.313378183,0.304687056,0.999991107,2.485227947,Nampt,27823000,23334000,0,27937000,0,15818800,26342000,40217000,45173000,44373000,37787000,38778400,2,3,0,3,0,1.6,7,10,8,5,6,7.2
A0A0G2K0L0;F1LX70;A0A0G2KB21,A0A0G2K0L0,-0.310652122,0.805204081,0.999991107,0.806277226,Papss1,132510000,170630000,182390000,130110000,171110000,157350000,156530000,159930000,100270000,95433000,114040000,125240600,11,18,20,18,19,17.2,14,11,8,11,14,11.6
A0A0G2K0P2;P84025;O70436;G3V603;O54835,A0A0G2K0P2,0.443731128,0.724902934,0.999991107,1.360117347,Smad3;Smad2;Smad9,47825000,37599000,34316000,26159000,30992000,35378200,50883000,57903000,45067000,44786000,39215000,47570800,2,4,6,3,4,3.8,5,5,5,6,3,4.8
A0A0G2K0W9;P48004-2;P48004;A0JPK2,A0A0G2K0W9,-0.010532295,0.993322312,0.999991107,0.992726153,Psma7,539560000,478050000,479660000,460260000,463150000,484136000,485450000,479780000,414480000,468760000,524170000,474528000,33,26,30,22,25,27.2,23,25,21,21,24,22.8
A0A0G2K0X9;G3V699;Q9Z2Q1;Q9Z2Q1-2,A0A0G2K0X9,0.362437755,0.77363076,0.999991107,1.285596365,Sec31a,458340000,555880000,532300000,605340000,544780000,539328000,648230000,669260000,697560000,758230000,649530000,684562000,26,41,33,42,44,37.2,40,35,28,43,46,38.4
A0A0G2K0Y2,A0A0G2K0Y2,-0.838311807,0.508256532,0.999991107,0.559297657,NA,21145000,26685000,23920000,30255000,32871000,26975200,31531000,0,0,17853000,25024000,14881600,3,2,6,2,3,3.2,2,2,0,2,3,1.8
A0A0G2K110;Q3KRD8,A0A0G2K110,0.494594945,0.695008528,0.999991107,1.408925126,Eif6,154060000,144070000,171960000,164590000,146580000,156252000,237410000,222010000,194710000,238390000,194900000,217484000,18,14,15,13,12,14.4,12,13,14,13,13,13
A0A0G2K121;Q5FVQ4,A0A0G2K121,0.230497269,0.854747555,0.999991107,1.173239272,Mlec,137420000,120690000,126850000,142940000,147480000,135076000,153950000,159440000,138520000,153440000,176780000,156426000,19,20,22,11,14,17.2,16,21,14,12,11,14.8
A0A0G2K191;Q5FVQ9,A0A0G2K191,-1.087016568,0.393170321,0.999991107,0.470733826,Tbce,27296000,21523000,23416000,28533000,0,20153600,23124000,23712000,0,0,0,9367200,3,3,2,5,2,3,5,4,3,0,2,2.8
A0A0G2K1C0;Q4V7C7,A0A0G2K1C0,0.247928847,0.843911792,0.999991107,1.187501098,Actr3,839790000,883260000,846560000,890950000,837930000,859698000,922640000,1033800000,1128700000,992070000,961470000,1007736000,59,62,53,49,53,55.2,59,56,59,43,45,52.4
A0A0G2K1D2;F1M7Y3,A0A0G2K1D2,0.789956035,0.532711719,0.999991107,1.729021771,Rap1gds1,289470000,240480000,219940000,164950000,162150000,215398000,465550000,380720000,347960000,311420000,333740000,367878000,15,26,20,18,23,20.4,29,29,37,26,24,29
A0A0G2K1I6;A0A0G2JY82;P56603;Q5D009,A0A0G2K1I6,-0.279355475,0.824459409,0.999991107,0.823959039,Scamp1,39304000,48798000,45232000,47880000,39530000,44148800,39295000,38944000,39728000,30293000,31184000,35888800,5,11,8,10,8,8.4,5,7,6,4,4,5.2
A0A0G2K1S6;P13697;F1LQQ1,A0A0G2K1S6,-0.404228066,0.748444277,0.999991107,0.755640501,Me1,313960000,357360000,304550000,197130000,250930000,284786000,279860000,233100000,181830000,202490000,166240000,212704000,20,26,24,20,27,23.4,14,19,17,13,12,15
A0A0G2K1Z2;D3ZDI5,A0A0G2K1Z2,0.117170598,0.925827882,0.999991107,1.084605655,Arhgap12,22979000,27340000,31907000,24802000,24470000,26299600,23654000,34922000,33777000,25311000,23127000,28158200,3,5,4,6,3,4.2,2,5,2,6,3,3.6
A0A0G2K214,A0A0G2K214,0.479856946,0.703619751,0.999991107,1.394605374,NA,0,19395000,18612000,20262000,21208000,15895400,22332000,22278000,21300000,22851000,20503000,21852800,2,4,4,3,4,3.4,6,3,2,6,6,4.6
A0A0G2K261;A0A0G2K150,A0A0G2K261,0.016158391,0.989755431,0.999991107,1.0112631,NA,2.55E+08,300540000,310960000,320350000,309490000,299268000,265360000,276310000,305880000,359470000,287560000,298916000,28,29,23,28,26,26.8,16,18,20,28,13,19
A0A0G2K2L8;Q62915,A0A0G2K2L8,-0.041688992,0.973573292,0.999991107,0.971516907,Cask,141280000,152980000,154300000,164430000,144920000,151582000,130100000,131160000,154450000,159680000,151430000,145364000,13,24,18,20,12,17.4,8,8,15,11,13,11
A0A0G2K2M2;A0A0G2KAL9;A0A0H2UHM6;Q4KM98,A0A0G2K2M2,-0.884326838,0.485595126,0.999991107,0.54174024,Mff,36918000,31399000,0,34537000,25688000,25708400,35810000,0,32768000,0,0,13715600,8,5,3,5,4,5,6,2,3,0,3,2.8
A0A0G2K2M9;B2GUY6,A0A0G2K2M9,0.231254327,0.854276315,0.999991107,1.173855094,Srrm2,44624000,87446000,67691000,94148000,96351000,78052000,86722000,70955000,91919000,113210000,89433000,90447800,5,9,8,13,15,10,10,11,9,16,6,10.4
A0A0G2K2P5;F1M4A0,A0A0G2K2P5,-0.317546795,0.800978973,0.999991107,0.802433201,Tjp1,617400000,634920000,613460000,752300000,798260000,683268000,493270000,511910000,543980000,565130000,591500000,541158000,45,58,46,61,58,53.6,39,33,37,40,38,37.4
A0A0G2K2P6;Q6AXM7,A0A0G2K2P6,-1.332900828,0.297786538,0.999991107,0.396969253,Hbs1l,30893000,29602000,33325000,28163000,33067000,31010000,0,37701000,0,23575000,0,12255200,2,7,4,9,5,5.4,2,4,2,7,0,3
A0A0G2K2U7;G3V9J8;P97564,A0A0G2K2U7,2.119734301,0.105947036,0.999991107,4.346138954,Gpam,0,0,38419000,0,31922000,14068200,58837000,58820000,57181000,72888000,54964000,60538000,0,0,4,0,3,1.4,6,7,7,10,8,7.6
A0A0G2K2V2;G3V9N8;P52303-2;P52303,A0A0G2K2V2,0.210480883,0.867227047,0.999991107,1.157073799,Ap1b1,249470000,263210000,283160000,312530000,307240000,283122000,301370000,302090000,328430000,352670000,332470000,323406000,24,22,21,31,21,23.8,16,19,16,18,17,17.2
A0A0G2K398;F8WFK6;P36970-2;P36970;P36970-3,A0A0G2K398,0.596367667,0.636766413,0.999991107,1.511905184,Gpx4,17234000,0,18458000,17800000,18904000,14479200,26378000,23848000,0,32401000,25763000,21678000,3,4,4,2,4,3.4,5,9,0,2,5,4.2
A0A0G2K3A0;Q9JIH7;Q9JIH7-3;Q9JIH7-2,A0A0G2K3A0,0.314411964,0.80289924,0.999991107,1.243504703,Wnk1,37510000,40795000,27636000,40123000,43208000,37854400,47522000,42042000,43437000,56168000,43414000,46516600,5,7,2,5,7,5.2,6,4,8,9,6,6.6
A0A0G2K3L8,A0A0G2K3L8,-0.915168011,0.470746727,0.999991107,0.530282112,NA,16692000,20025000,16421000,22789000,19221000,19029600,17871000,0,16791000,15299000,0,9992200,6,7,3,7,7,6,3,2,4,2,0,2.2
A0A0G2K3N1;F1M8X9,A0A0G2K3N1,0.396413839,0.753132418,0.999991107,1.316232034,Gbf1,0,32553000,16211000,55470000,49701000,30787000,23939000,20528000,45222000,76959000,33551000,40039800,0,6,2,8,8,4.8,2,2,6,12,5,5.4
A0A0G2K3S6;P70501,A0A0G2K3S6,0.264938382,0.833369153,0.999991107,1.201584728,Rbm10,19437000,0,0,20605000,21016000,12211600,18972000,17817000,0,18524000,17306000,14523800,2,0,0,2,2,1.2,2,2,0,5,3,2.4
A0A0G2K3U1;Q02356,A0A0G2K3U1,-0.138420133,0.912431083,0.999991107,0.908513506,Ampd2,58411000,73603000,68773000,68750000,71296000,68166600,52961000,57570000,60504000,67508000,67119000,61132400,5,13,9,9,9,9,5,5,5,11,7,6.6
A0A0G2K3V4,A0A0G2K3V4,0.44285867,0.725419904,0.999991107,1.359295075,NA,70361000,103880000,96102000,110300000,100370000,96202600,115050000,121290000,134580000,143230000,131100000,129050000,5,10,7,14,8,8.8,14,16,13,21,14,15.6
A0A0G2K3W1,A0A0G2K3W1,-1.322618946,0.301406451,0.999991107,0.399808501,NA,27245000,23722000,22881000,27484000,28737000,26013800,14182000,0,0,21560000,15756000,10299600,2,4,3,5,5,3.8,2,0,0,2,2,1.2
A0A0G2K3Z9;Q63716,A0A0G2K3Z9,-0.307579546,0.807088996,0.999991107,0.807996223,Prdx1,3123800000,3215700000,3404900000,2823700000,2.92E+09,3097020000,2865500000,2286400000,2368200000,2467300000,2368300000,2471140000,103,94,99,68,74,87.6,63,70,68,61,57,63.8
A0A0G2K401;A0A0G2K5P9;P14882,A0A0G2K401,-0.130214948,0.917601055,0.999991107,0.913695308,Pcca,193260000,215540000,227050000,228030000,227720000,218320000,200680000,219310000,191980000,164360000,207540000,196774000,15,25,18,19,21,19.6,18,18,12,18,26,18.4
A0A0G2K428;D4A8U7;P28023,A0A0G2K428,0.268211268,0.831344639,0.999991107,1.204313728,Dctn1,514640000,519740000,494190000,597650000,545290000,534302000,593620000,624850000,645810000,694530000,618080000,635378000,32,39,37,48,45,40.2,42,38,47,59,35,44.2
A0A0G2K4B0;B2RZ13;D4A3F5,A0A0G2K4B0,0.317915605,0.8007531,0.999991107,1.246528273,Gprc5b,17210000,16334000,13533000,0,13177000,12050800,14333000,27728000,0,15930000,16446000,14887400,4,2,3,0,2,2.2,5,10,0,4,2,4.2
A0A0G2K4M6;B0BMT0;P62738;P63269,A0A0G2K4M6,0.593432224,0.638414658,0.999991107,1.508832047,Acta2;Actg2,37791000,0,34469000,48628000,47292000,33636000,44649000,45554000,65180000,46983000,48119000,50097000,3,3,4,5,4,3.8,4,3,3,3,5,3.6
A0A0G2K4R5;D4AE75,A0A0G2K4R5,-0.271848962,0.829095415,0.999991107,0.828257368,Pop1,0,13210000,0,11921000,16871000,8400400,10830000,0,0,12829000,10701000,6872000,0,3,0,2,2,1.4,2,0,0,2,2,1.2
A0A0G2K4T3;Q5FVC7,A0A0G2K4T3,0.607574607,0.630491832,0.999991107,1.523695487,Acap2,43207000,62094000,39990000,59030000,67815000,54427200,68216000,86076000,74078000,107910000,73593000,81974600,4,6,3,7,7,5.4,6,8,6,12,8,8
A0A0G2K4T7;Q5U2Y1;Q5U2Y1-2,A0A0G2K4T7,-0.311446337,0.80471706,0.999991107,0.805833486,Gtf2i,303710000,345760000,347810000,348220000,381350000,345370000,236740000,262310000,297320000,306790000,271010000,274834000,19,34,38,33,31,31,17,22,25,30,25,23.8
A0A0G2K4T8;F1LPX0;Q01992,A0A0G2K4T8,-2.313449995,0.079774591,0.999991107,0.201178774,Mipep,46309000,54851000,52153000,48951000,40088000,48470400,0,48232000,0,0,0,9646400,4,9,8,5,3,5.8,0,3,0,0,0,0.6
A0A0G2K4U8;A0A0G2JVB6;G3V7P1,A0A0G2K4U8,-0.277852876,0.82538678,0.999991107,0.824817658,Stx12,27056000,30489000,26829000,30558000,32089000,29404200,27233000,34429000,31232000,0,26353000,23849400,6,7,4,5,3,5,6,4,3,0,4,3.4
A0A0G2K4X8;Q6PEC4,A0A0G2K4X8,-0.163342091,0.896753958,0.999991107,0.89295409,Skp1,138920000,139620000,161730000,162140000,150410000,150564000,154690000,125280000,122570000,114830000,145720000,132618000,18,8,10,7,12,11,7,10,5,6,11,7.8
A0A0G2K583;Q7TP15,A0A0G2K583,0.50487436,0.689027575,0.999991107,1.418999774,Mtap,148230000,144270000,153720000,160720000,152570000,151902000,217770000,216780000,204930000,223450000,201400000,212866000,19,16,15,13,14,15.4,19,22,13,12,16,16.4
A0A0G2K5K3;D3ZDB9;P86172,A0A0G2K5K3,-0.904570949,0.47581792,0.999991107,0.534191547,Nmral1,44382000,60376000,42217000,37056000,38402000,44486600,23231000,32942000,32767000,0,27874000,23362800,8,11,9,5,5,7.6,4,4,4,0,3,3
A0A0G2K5X6;Q63604-3;Q63604-2;Q63604,A0A0G2K5X6,-0.511006444,0.685469709,0.999991107,0.701732729,Ntrk2,65754000,79390000,82895000,69316000,67022000,72875400,53531000,68097000,67417000,64257000,0,50660400,3,5,3,5,6,4.4,2,2,2,3,0,1.8
A0A0G2K613;Q9EPH2,A0A0G2K613,0.788229683,0.533596696,0.999991107,1.726954033,Marcksl1,35021000,37287000,54706000,60274000,49216000,47300800,66508000,66177000,81838000,71433000,116270000,80445200,4,3,7,5,5,4.8,7,3,7,6,8,6.2
A0A0G2K648;Q4V7A0,A0A0G2K648,-0.250422488,0.84236429,0.999991107,0.840650198,Wdr61,40008000,45730000,31064000,24660000,30816000,34455600,39747000,35690000,23065000,27456000,17289000,28649400,12,11,6,4,6,7.8,8,4,4,4,2,4.4
A0A0G2K654,A0A0G2K654,-0.607756251,0.630390369,0.999991107,0.656216488,NA,8.00E+09,8327700000,7412800000,8950200000,8304900000,8199520000,5663700000,5123700000,5087400000,5430200000,5.26E+09,5312000000,74,67,65,71,70,69.4,39,43,40,33,42,39.4
A0A0G2K6A2;Q641Z2,A0A0G2K6A2,0.427722963,0.734409821,0.999991107,1.345108886,Ptpn9,0,23740000,21379000,0,22130000,13449800,22731000,25821000,21788000,19279000,0,17923800,0,3,3,2,2,2,5,4,6,3,2,4
A0A0G2K6A9;Q5FVJ0;Q5FVJ0-2,A0A0G2K6A9,-0.788236968,0.53359232,0.999991107,0.579051284,Rufy3,14672000,13355000,16019000,9913300,17541000,14300060,12307000,16718000,0,12135000,0,8232000,2,2,2,2,4,2.4,3,2,0,2,0,1.4
A0A0G2K6E2;F1M6X5;Q9Z0J5-2;Q9Z0J5,A0A0G2K6E2,-2.34989787,0.075542499,0.999991107,0.19615991,Txnrd2,28650000,22900000,17754000,20826000,19554000,21936800,0,21301000,0,0,0,4260200,2,6,3,4,4,3.8,0,3,0,0,0,0.6
A0A0G2K6G2;Q7TP48;Q5EB60;Q7TP48-2,A0A0G2K6G2,0.086828757,0.944995902,0.999991107,1.062033119,Apmap,65699000,60508000,51934000,53631000,55164000,57387200,45591000,60188000,72182000,58742000,64099000,60160400,12,10,9,7,6,8.8,4,6,4,5,5,4.8
A0A0G2K6H2;P57113,A0A0G2K6H2,-0.399427342,0.751323179,0.999991107,0.758159164,Gstz1,29155000,23778000,30859000,22455000,23506000,25950600,28014000,27757000,0,18866000,22596000,19446600,8,8,5,3,4,5.6,3,6,2,2,3,3.2
A0A0G2K6H5;Q75UQ2,A0A0G2K6H5,-0.689173408,0.58570327,0.999991107,0.620209097,Cfdp1,0,14690000,12521000,17264000,18200000,12535000,0,20024000,0,18647000,0,7734200,0,5,3,5,4,3.4,0,3,0,4,0,1.4
A0A0G2K6J5;B2GV99;Q64119;A0A0G2JWE1,A0A0G2K6J5,0.323012556,0.79763403,0.999991107,1.250939967,Myl6,369930000,350150000,488480000,397260000,440420000,409248000,515420000,441870000,499930000,488540000,580070000,505166000,22,18,25,19,22,21.2,24,19,21,16,21,20.2
A0A0G2K6Q5;Q6MG06;Q5XI09;A0A0G2K444,A0A0G2K6Q5,0.337772225,0.78862187,0.999991107,1.263803551,Gnl1,77651000,96548000,100810000,100140000,99898000,95009400,112860000,135950000,120720000,112260000,110770000,118512000,5,14,7,9,12,9.4,12,11,14,14,10,12.2
A0A0G2K719;D3ZN21;D4ADE8,A0A0G2K719,0.086153346,0.945423026,0.999991107,1.061536035,Ddx3y;Ddx3x,745260000,865470000,930830000,855070000,938090000,866944000,915980000,1050700000,882870000,779680000,911410000,908128000,35,45,49,53,52,46.8,47,37,47,51,37,43.8
A0A0G2K724;Q4G009,A0A0G2K724,-0.078503801,0.95026168,0.999991107,0.947039299,Mcts1,24162000,23108000,0,22224000,20265000,17951800,19652000,23548000,18800000,22275000,0,16855000,5,4,2,2,5,3.6,4,4,3,4,2,3.4
A0A0G2K736;F1MA31;B3STT9,A0A0G2K736,0.168212958,0.893694881,0.999991107,1.123665756,Kdm1a,24765000,32410000,43357000,45269000,39068000,36973800,40777000,36200000,40303000,50331000,37516000,41025400,3,4,6,8,5,5.2,6,6,6,10,5,6.6
A0A0G2K737;Q920J4,A0A0G2K737,0.240915911,0.848267396,0.999991107,1.181742666,Txnl1,198940000,184640000,193890000,205140000,193860000,195294000,224890000,255890000,222680000,226200000,209890000,227910000,21,18,15,16,17,17.4,20,20,19,18,16,18.6
A0A0G2K751;Q642C0,A0A0G2K751,-0.650314564,0.606831449,0.999991107,0.637141377,Dnajc8,17467000,20026000,16209000,24167000,18932000,19360200,0,25049000,17581000,0,17930000,12112000,5,5,3,2,4,3.8,0,5,2,0,4,2.2
A0A0G2K757;P25235,A0A0G2K757,-0.140622585,0.91104403,0.999991107,0.907127606,Rpn2,860290000,1062200000,898900000,658850000,847220000,865492000,1034100000,790640000,680250000,631040000,739360000,775078000,40,41,39,46,46,42.4,41,40,33,31,37,36.4
A0A0G2K761;D4A0H4,A0A0G2K761,0.102514556,0.935081497,0.999991107,1.073643147,Cul2,39355000,50409000,54477000,59852000,55448000,51908200,56616000,64518000,58746000,52499000,42708000,55017400,4,9,7,8,7,7,9,9,7,9,6,8
