Majority protein IDs,Protein ID,logFC,PValue,FDR,Fold_change,Gene names,C1,C2,C3,C4,C5,average_C_lfq,R1,R2,R3,R4,R5,average_R_lfq,MS/MS count C1,MS/MS count C2,MS/MS count C3,MS/MS count C4,MS/MS count C5,MS_C_average,MS/MS count R1,MS/MS count R2,MS/MS count R3,MS/MS count R4,MS/MS count R5,MS_R_average
P15087;Q5U322;D4A8X4,P15087,-3.473985171,0.012230279,0.999991107,0.089996632,Cpe,313620000,288010000,289350000,278330000,297310000,293324000,27344000,17206000,32996000,19860000,32678000,26016800,28,28,39,25,24,28.8,4,5,6,3,5,4.6
P15205,P15205,1.249110066,0.328218074,0.999991107,2.376947545,Map1b,0,0,0,24370000,33549000,11583800,36130000,0,33377000,30468000,35618000,27118600,2,0,0,4,2,1.6,10,3,6,6,6,6.2
P15650,P15650,-0.284493254,0.821290069,0.999991107,0.821029945,Acadl,1243300000,1361400000,1066800000,1311600000,1291500000,1254920000,885900000,1048800000,1163400000,1001400000,985570000,1017014000,68,64,57,57,64,62,48,58,44,42,42,46.8
P15791-5;P15791-2;P15791-6;P15791;P15791-7;P15791-3;P15791-4,P15791-5,-0.124787793,0.921022742,0.999991107,0.917138936,Camk2d,75136000,59561000,71473000,59618000,60974000,65352400,65035000,55753000,64665000,54536000,55930000,59183800,11,14,8,8,7,9.6,12,7,10,8,6,8.6
P15999;F1LP05;A0A0G2K099,P15999,-0.33891649,0.787924462,0.999991107,0.790634881,Atp5a1,9879100000,7147700000,7824900000,7.32E+09,7001700000,7834880000,5583500000,5982900000,6459600000,6336600000,6231100000,6118740000,216,256,259,239,248,243.6,189,188,181,170,177,181
P16617,P16617,0.202774013,0.872041874,0.999991107,1.150909196,Pgk1,2665800000,3353700000,2764400000,3.12E+09,3234600000,3026900000,2847300000,3334600000,3797700000,3523200000,3.69E+09,3437760000,119,106,102,94,92,102.6,98,103,100,90,106,99.4
P16970,P16970,-0.25750418,0.837973189,0.999991107,0.836533847,Abcd3,2.78E+08,318170000,256430000,205620000,206880000,253020000,284330000,223570000,182870000,170630000,183540000,208988000,16,16,20,28,22,20.4,23,24,23,24,22,23.2
P16975,P16975,-0.514800178,0.683272475,0.999991107,0.699889865,Sparc,244950000,248750000,217940000,254280000,218640000,236912000,145720000,164930000,183030000,162390000,162210000,163656000,26,22,20,17,16,20.2,15,19,14,14,10,14.4
P17046,P17046,-2.30428036,0.080871828,0.999991107,0.20246152,Lamp2,102880000,103420000,109190000,132790000,106300000,110916000,0,48690000,0,63316000,0,22401200,4,6,4,3,7,4.8,3,5,2,6,3,3.8
P17078;F1M6G3;D3ZN79,P17078,0.011069817,0.992981521,0.999991107,1.007702525,Rpl35;Gm8444;LOC686074,264600000,31016000,201880000,152980000,228970000,175889200,189150000,136660000,142360000,194160000,214020000,175270000,6,2,7,4,5,4.8,3,7,3,5,4,4.4
P17136;P63164;Q63747;Q5XII7,P17136,-0.154655514,0.902213576,0.999991107,0.898346854,Snrpb;Snrpn,180840000,186810000,166300000,171740000,160330000,173204000,148660000,199040000,134760000,152290000,133800000,153710000,17,17,21,12,17,16.8,19,12,13,13,14,14.2
P17220;Q6P9V5,P17220,-0.083672658,0.946991936,0.999991107,0.943652338,Psma2,390770000,363690000,430370000,363170000,402040000,390008000,407730000,349410000,308220000,380110000,372090000,363512000,28,19,21,17,16,20.2,19,15,9,10,12,13
P17425,P17425,0.671498464,0.595267795,0.999991107,1.592726404,Hmgcs1,806350000,583090000,618310000,535640000,521590000,612996000,1084800000,995920000,997840000,908110000,836700000,964674000,29,42,39,38,36,36.8,59,53,54,50,46,52.4
P17764,P17764,-0.256341654,0.838693655,0.999991107,0.837208199,Acat1,436850000,453310000,374860000,441420000,446010000,430490000,298620000,374320000,383150000,359360000,363520000,355794000,28,36,28,23,23,27.6,24,19,19,16,15,18.6
P18395,P18395,0.572635222,0.650148065,0.999991107,1.487237675,Csde1,139150000,171400000,180910000,186780000,185860000,172820000,223640000,239550000,258620000,296960000,250270000,253808000,13,18,15,18,16,16,16,23,24,26,26,23
P18418,P18418,0.340902261,0.786714615,0.999991107,1.266548445,Calr,4420200000,3070100000,3241500000,3028900000,2836300000,3319400000,4198900000,4206300000,4214500000,4343200000,3811100000,4154800000,82,104,105,107,101,99.8,98,103,99,94,89,96.6
P18420,P18420,0.068347016,0.956689373,0.999991107,1.048514648,Psma1,410780000,388580000,374610000,348750000,358710000,376286000,391010000,424870000,389630000,380560000,362310000,389676000,41,25,24,19,20,25.8,22,21,22,16,23,20.8
P18484;A0A0G2K943;Q66HM2,P18484,0.076466845,0.951550505,0.999991107,1.054432574,Ap2a2,463190000,521600000,503300000,542210000,508710000,507802000,497250000,480620000,563330000,610830000,492080000,528822000,24,33,34,34,35,32,29,28,27,30,28,28.4
P18886;G3V7N5,P18886,-0.663335373,0.599710925,0.999991107,0.631416833,Cpt2,192780000,244770000,266510000,191550000,242800000,227682000,168870000,160160000,143260000,94425000,142220000,141787000,15,22,26,22,22,21.4,15,13,11,11,12,12.4
P19139,P19139,-0.018224439,0.988445632,0.999991107,0.987447233,Csnk2a1,388850000,396840000,312790000,389260000,404770000,378502000,322340000,404640000,427440000,318230000,371280000,368786000,44,36,42,34,29,37,33,38,34,22,30,31.4
P19234,P19234,-0.596553983,0.636661922,0.999991107,0.661331725,Ndufv2,116480000,103740000,133310000,104520000,128310000,117272000,98516000,79198000,36785000,77365000,91146000,76602000,15,14,18,8,11,13.2,11,6,6,6,9,7.6
P19468,P19468,-0.466659753,0.711366578,0.999991107,0.723638087,Gclc,580530000,756670000,761190000,609210000,693890000,680298000,513680000,564160000,423250000,418290000,509600000,485796000,27,43,36,44,38,37.6,33,28,28,33,27,29.8
P19511,P19511,-0.330943551,0.792787652,0.999991107,0.795016357,Atp5f1,590780000,515680000,593770000,427800000,519980000,529602000,467060000,408260000,394290000,398120000,411680000,415882000,60,44,43,40,31,43.6,33,36,24,21,27,28.2
P19643,P19643,-3.356538225,0.014947972,0.999991107,0.097629556,Maob,75318000,54328000,49810000,42443000,47919000,53963600,0,0,0,26488000,0,5297600,6,13,11,7,10,9.4,0,0,2,3,0,1
P19804,P19804,0.059877781,0.962051472,0.999991107,1.042377451,Nme2,3365300000,3.31E+09,3794300000,2990500000,3305600000,3353940000,4053800000,3645800000,2872300000,3198400000,3.49E+09,3452060000,91,99,116,75,69,90,96,94,69,62,59,76
P19836,P19836,-0.254587155,0.839781188,0.999991107,0.838226969,Pcyt1a,48538000,51881000,45122000,49866000,48298000,48741000,44875000,50866000,54563000,52087000,0,40478200,7,6,9,7,7,7.2,3,6,4,4,2,3.8
P19944,P19944,-1.425007357,0.26677031,0.999991107,0.372417467,Rplp1,274990000,331920000,399750000,331070000,224610000,312468000,133910000,133070000,0,129020000,178120000,114824000,9,17,27,12,12,15.4,16,4,0,2,5,5.4
P19945,P19945,0.051388296,0.967428278,0.999991107,1.036261632,Rplp0,1432700000,1325500000,994620000,1.24E+09,1264800000,1251924000,1241900000,1382200000,1308800000,1255300000,1.22E+09,1281240000,56,50,37,42,42,45.4,38,34,42,36,26,35.2
P20070-3;P20070;P20070-2,P20070-3,0.058091853,0.963182439,0.999991107,1.041087879,Cyb5r3,777890000,773660000,701320000,796240000,745880000,758998000,904600000,801710000,726110000,758090000,710900000,780282000,60,48,49,39,48,48.8,50,46,40,27,40,40.6
P20788,P20788,-0.222475958,0.859743975,0.999991107,0.857093227,Uqcrfs1,128630000,136180000,130240000,143500000,127110000,133132000,118220000,120390000,95299000,119660000,109850000,112683800,17,11,12,8,9,11.4,10,7,4,7,7,7
P21531,P21531,0.201455737,0.872865986,0.999991107,1.149858023,Rpl3,1324300000,1357800000,1489400000,1164300000,1124100000,1291980000,1567900000,1515700000,1534500000,1454600000,1263800000,1467300000,60,67,66,58,67,63.6,55,51,57,51,56,54
P21670;Q6P505,P21670,-0.171056997,0.891909521,0.999991107,0.888191705,Psma4,351180000,305550000,315710000,326620000,328290000,325470000,282080000,323710000,249300000,318420000,255040000,285710000,28,24,27,22,14,23,16,26,18,18,21,19.8
P21708;P21708-2,P21708,0.893528352,0.481136718,0.999991107,1.857713923,Mapk3,137330000,152880000,130290000,147620000,137570000,141138000,247130000,272350000,328830000,210830000,234100000,258648000,12,10,11,12,8,10.6,22,17,20,15,14,17.6
P21913,P21913,-0.359105818,0.775650588,0.999991107,0.779647655,Sdhb,141860000,137390000,138100000,146990000,135700000,140008000,125860000,111080000,76635000,113880000,111580000,107807000,16,15,15,8,12,13.2,12,15,7,6,6,9.2
P22062;A0A140TAB9,P22062,-0.147781337,0.906537686,0.999991107,0.902637526,Pcmt1,103540000,118080000,120640000,128800000,112740000,116760000,119090000,1.10E+08,85762000,107370000,98090000,104062400,15,13,11,9,10,11.6,12,6,6,5,4,6.6
P22509,P22509,0.0596118,0.962219904,0.999991107,1.042185292,Fbl,233390000,239280000,225320000,225280000,238870000,232428000,234960000,225500000,262490000,226470000,245970000,239078000,22,15,18,17,19,18.2,14,15,13,12,13,13.4
P23514,P23514,0.223716131,0.858971072,0.999991107,1.167737604,Copb1,630030000,734070000,762160000,791180000,768820000,737252000,786700000,829060000,881910000,946580000,806330000,850116000,38,48,41,52,44,44.6,43,46,43,56,38,45.2
P23711,P23711,0.24247505,0.847298691,0.999991107,1.183020481,Hmox2,29459000,33773000,27121000,32863000,34666000,31576400,38670000,52681000,44718000,49042000,0,37022200,7,4,2,4,2,3.8,4,3,3,3,2,3
P24051,P24051,-0.033013035,0.97907143,0.999991107,0.977376936,Rps27l,198840000,183480000,227420000,189740000,216680000,203232000,192550000,218820000,199060000,155380000,214010000,195964000,11,13,13,11,14,12.4,11,11,12,11,10,11
P24155;A0A0G2KAW4,P24155,-0.097002953,0.938564005,0.999991107,0.934973284,Thop1,940720000,1153300000,1165900000,1162900000,1033900000,1091344000,923050000,1030400000,1032700000,929310000,1116500000,1006392000,47,61,54,61,53,55.2,50,48,52,41,49,48
P24329,P24329,-0.531703854,0.673517911,0.999991107,0.691737295,Tst,353980000,328890000,307580000,297670000,306860000,318996000,191840000,236780000,205180000,233580000,222490000,217974000,25,20,24,15,13,19.4,13,20,11,14,8,13.2
P24368,P24368,0.228637182,0.855905632,0.999991107,1.171727573,Ppib,859380000,775770000,852080000,791990000,733960000,802636000,1102100000,902760000,799990000,933430000,905740000,928804000,44,40,39,39,40,40.4,46,45,31,35,39,39.2
P25113,P25113,0.15112157,0.904436169,0.999991107,1.110432401,Pgam1,1906900000,1873900000,1892100000,1913500000,1762400000,1869760000,2167300000,2229900000,1833200000,2002200000,2017300000,2049980000,91,70,70,70,55,71.2,66,66,53,54,56,59
P25977-2;P25977,P25977-2,0.184244459,0.883639019,0.999991107,1.136221777,Ubtf,77658000,85611000,91420000,105020000,99712000,91884200,87079000,100850000,98602000,111070000,117520000,103024200,9,11,14,14,12,12,11,10,7,9,5,8.4
P26376;Q9R176,P26376,2.824335157,0.036099086,0.999991107,7.08287537,ifitm3;Ifitm3,63910000,52705000,64202000,53631000,51910000,57271600,486940000,380370000,374680000,402310000,359390000,400738000,9,6,5,4,6,6,29,32,22,24,21,25.6
P26772;A0A0G2JTG1;P97601,P26772,-0.250048901,0.842596088,0.999991107,0.840867913,Hspe1,187460000,158250000,210590000,141040000,1.60E+08,171468000,178090000,96615000,138140000,153090000,146180000,142423000,11,8,13,7,10,9.8,6,8,7,4,9,6.8
P27008,P27008,-0.276851829,0.826004972,0.999991107,0.825390175,Parp1,283330000,305320000,321280000,340120000,295090000,309028000,214300000,231940000,248160000,288350000,276200000,251790000,20,25,26,33,32,27.2,17,13,16,23,14,16.6
P27605;Q6LDG5,P27605,0.50282731,0.690216948,0.999991107,1.416987774,Hprt1,36330000,38058000,38146000,32761000,35694000,36197800,49985000,56553000,52214000,42321000,52004000,50615400,8,9,8,6,7,7.6,12,6,8,8,7,8.2
P27615,P27615,-0.581221765,0.645291933,0.999991107,0.668397497,Scarb2,512400000,521500000,579840000,517650000,500140000,526306000,291080000,375260000,336220000,379740000,354730000,347406000,14,31,26,22,26,23.8,12,11,11,14,12,12
P27867,P27867,-1.33232634,0.297988216,0.999991107,0.397127359,Sord,56985000,56120000,40903000,52682000,44243000,50186600,0,27404000,37415000,0,32953000,19554400,8,6,5,8,5,6.4,0,2,3,0,2,1.4
P28037;A0A0G2K0D8;M0R8T2,P28037,0.600672907,0.634352608,0.999991107,1.516423697,Aldh1l1,881510000,988670000,972500000,1.03E+09,1031700000,980876000,1301500000,1367800000,1554100000,1663100000,1457400000,1468780000,35,53,53,66,52,51.8,59,55,64,69,55,60.4
P28480;A0A096MJA0,P28480,-0.054470481,0.965475978,0.999991107,0.962947813,Tcp1,2011500000,1817200000,1783900000,1288300000,1.37E+09,1653180000,1864500000,1704400000,1513800000,1346700000,1.43E+09,1572280000,51,80,67,75,70,68.6,66,74,59,69,64,66.4
P28572-1;P28572,P28572-1,-2.778539849,0.038850016,0.999991107,0.145739126,Slc6a9,108130000,130200000,137080000,125120000,132270000,126560000,35581000,0,0,28832000,26744000,18231400,6,7,6,7,6,6.4,2,0,0,2,2,1.2
P29066,P29066,-2.361635032,0.074222812,0.999991107,0.19457051,Arrb1,31702000,21100000,26217000,33579000,21959000,26911400,0,0,0,26296000,0,5259200,3,4,4,6,4,4.2,2,0,2,4,0,1.6
P29266,P29266,-0.153125165,0.903175952,0.999991107,0.899300287,Hibadh,175880000,199100000,174270000,192060000,179460000,184154000,141160000,185190000,151310000,184510000,155770000,163588000,18,19,20,18,22,19.4,15,12,16,14,11,13.6
P29314;A0A0G2K4C4;D3ZV50,P29314,0.076891183,0.951282008,0.999991107,1.054742759,Rps9;LOC100364509,1236500000,1073500000,1132900000,1149700000,1057600000,1130040000,1377500000,1138300000,1.06E+09,1243800000,1.07E+09,1177520000,44,36,38,34,29,36.2,41,36,34,29,33,34.6
P29418;M0R601,P29418,-1.701374989,0.188307775,0.999991107,0.307492901,Atp5e;LOC100361879,41027000,37716000,42698000,35918000,25852000,36642200,30265000,0,0,25801000,0,11213200,4,3,3,2,2,2.8,2,0,0,2,0,0.8
P29419,P29419,-0.243639404,0.846575274,0.999991107,0.844611969,Atp5i,162360000,134460000,173070000,126410000,114020000,142064000,131890000,85469000,121980000,112710000,139930000,118395800,9,4,7,5,7,6.4,5,2,4,6,6,4.6
P30009;F1LMW7,P30009,0.617395457,0.625017098,0.999991107,1.534103115,Marcks,2433800000,2855100000,2304200000,2221800000,2667900000,2496560000,4057400000,4287700000,3561600000,3.27E+09,3724200000,3780780000,53,58,66,78,63,63.6,69,83,103,112,105,94.4
P30835;Q6P783,P30835,1.134020293,0.373508174,0.999991107,2.194694746,Pfkl,175100000,202580000,183490000,191190000,184670000,187406000,398090000,423130000,414060000,386450000,407870000,405920000,12,18,13,17,12,14.4,24,24,20,31,25,24.8
P31044,P31044,-0.015043409,0.990462301,0.999991107,0.989626879,Pebp1,1583300000,1687400000,1633200000,1362500000,1508900000,1555060000,1718700000,1527500000,1360800000,1474100000,1517300000,1519680000,62,65,61,54,51,58.6,53,48,40,44,35,44
P31399,P31399,-0.265959959,0.832737309,0.999991107,0.83164518,Atp5h,412190000,395200000,446070000,398770000,428560000,416158000,391750000,350080000,282460000,355730000,329430000,341890000,29,26,28,21,24,25.6,20,19,17,12,21,17.8
P31596;P31596-2;I1T7F1;A0A159KIL2;A0A159KIH4;Q91ZA9;Q8K5B5;G3V6R0;Q8R462,P31596,0.24100042,0.848214878,0.999991107,1.181811891,Slc1a2,577220000,600530000,550170000,511700000,500040000,547932000,687100000,632680000,573970000,677680000,626620000,639610000,24,29,23,46,52,34.8,25,26,30,40,32,30.6
P31647,P31647,-2.516648511,0.058620388,0.999991107,0.174748441,Slc6a11,164560000,291720000,197980000,135240000,237790000,205458000,43593000,37719000,0,62910000,33753000,35595000,6,13,11,13,15,11.6,2,5,0,4,5,3.2
P32089,P32089,0.009023069,0.994279172,0.999991107,1.006273914,Slc25a1,117480000,104090000,94787000,104450000,114500000,107061400,104780000,114170000,94867000,121890000,96750000,106491400,11,9,10,8,7,9,11,11,7,9,6,8.8
P32198,P32198,-0.402434653,0.749519365,0.999991107,0.756580421,Cpt1a,582280000,697610000,666670000,734380000,700430000,676274000,494340000,536020000,522660000,506960000,465460000,505088000,25,31,29,38,38,32.2,20,26,21,25,22,22.8
P32551,P32551,-0.19358415,0.877789971,0.999991107,0.874430635,Uqcrc2,1027700000,1087900000,913290000,1151900000,1154400000,1067038000,833950000,910210000,984030000,880340000,994720000,920650000,59,53,55,45,57,53.8,38,44,34,33,30,35.8
P33124;A0A0A6YYM0;P33124-2,P33124,-3.600641453,0.009829744,0.999991107,0.082432585,Acsl6,69014000,119130000,106880000,67749000,124030000,97360600,0,25657000,13953000,0,0,7922000,9,16,12,8,15,12,2,2,2,0,0,1.2
P34058;A0A0G2K793,P34058,0.294642867,0.815038512,0.999991107,1.226581305,Hsp90ab1,1.58E+10,2.02E+10,1.98E+10,2.02E+10,1.85E+10,18894000000,2.01E+10,2.14E+10,2.38E+10,2.54E+10,2.36E+10,22875000000,318,412,413,501,434,415.6,424,436,412,497,456,445
P34901,P34901,1.352886388,0.290841888,0.999991107,2.554226366,Sdc4,188850000,234310000,213190000,249570000,279380000,233060000,506500000,625010000,589820000,630810000,586590000,587746000,8,13,8,14,16,11.8,16,13,22,17,19,17.4
P34926;G3V7U2;A0A0G2K5C6,P34926,0.030339629,0.980765857,0.999991107,1.021252513,Map1a,365950000,363390000,330760000,413470000,426130000,379940000,382930000,338740000,378130000,433260000,383010000,383214000,38,45,32,44,57,43.2,39,30,34,41,32,35.2
P35213-2;P35213,P35213-2,0.011363593,0.992795268,0.999991107,1.007907745,Ywhab,919390000,810590000,923610000,858310000,935540000,889488000,971030000,818720000,770990000,902540000,962980000,885252000,70,62,53,67,77,65.8,63,61,67,59,66,63.2
P35426,P35426,0.038613507,0.975522149,0.999991107,1.027126239,Cdk4,29689000,33990000,19412000,20975000,22808000,25374800,21048000,24750000,29543000,27755000,25618000,25742800,9,7,2,4,4,5.2,3,5,3,3,4,3.6
P35467,P35467,-2.524667133,0.057899762,0.999991107,0.173779868,S100a1,59119000,46360000,56717000,45590000,46720000,50901200,0,0,0,0,43071000,8614200,3,2,3,4,2,2.8,0,0,2,0,2,0.8
P35565,P35565,0.412032296,0.74377217,0.999991107,1.330558826,Canx,2374400000,2976300000,2918800000,2876900000,2667200000,2762720000,3301400000,3.61E+09,3710800000,4071200000,3460600000,3629800000,47,73,78,72,74,68.8,63,66,81,102,71,76.6
P35571;A0A0G2K0Z7,P35571,-0.473402895,0.707404271,0.999991107,0.720263702,Gpd2,382290000,483540000,455480000,418260000,457770000,439468000,322080000,329870000,314210000,267020000,328190000,312274000,23,37,34,33,30,31.4,21,27,18,20,22,21.6
P36201,P36201,0.063768617,0.959587831,0.999991107,1.045192456,Crip2,340480000,331790000,321060000,301320000,309690000,320868000,400890000,330050000,268510000,292230000,363340000,331004000,17,16,15,11,14,14.6,14,15,5,7,11,10.4
P36506,P36506,0.379793802,0.763136919,0.999991107,1.301155874,Map2k2,35565000,51984000,48440000,43216000,41655000,44172000,45790000,78716000,60685000,49542000,48885000,56723600,7,8,6,4,5,6,7,9,10,5,3,6.8
P36860;F1LQ62,P36860,0.031635037,0.979944804,0.999991107,1.022169916,Ralb,75860000,73411000,61810000,62566000,61007000,66930800,73945000,75297000,58859000,67554000,62281000,67587200,9,11,10,5,6,8.2,7,9,8,6,6,7.2
P36876,P36876,0.377679853,0.764412559,0.999991107,1.299250715,Ppp2r2a,157040000,123990000,136580000,136040000,121350000,135000000,165190000,162320000,201600000,164060000,172520000,173138000,14,20,14,15,12,15,13,18,17,12,15,15
P36972,P36972,0.397964134,0.752201603,0.999991107,1.317647194,Aprt,384860000,377110000,398410000,375580000,348460000,376884000,586360000,471870000,383780000,461110000,547490000,490122000,25,20,47,18,23,26.6,39,34,32,33,45,36.6
P37397,P37397,0.442181832,0.725821055,0.999991107,1.358657514,Cnn3,777230000,834670000,757120000,804370000,862120000,807102000,1018300000,1.20E+09,1049500000,1173100000,977780000,1083336000,41,41,41,37,37,39.4,48,51,43,37,44,44.6
P37996;F8WG91,P37996,0.097578915,0.938200022,0.999991107,1.069976355,Arl3,292960000,274330000,266330000,274230000,240390000,269648000,309660000,261680000,299590000,271820000,281200000,284790000,21,20,21,17,15,18.8,17,14,18,11,10,14
P38718-2;P38718,P38718-2,-0.345394332,0.783979869,0.999991107,0.787092811,Mpc2,59102000,54595000,55490000,51111000,52208000,54501200,47951000,45007000,46734000,36977000,35130000,42359800,8,5,5,5,6,5.8,4,6,4,4,4,4.4
P38983,P38983,0.308265329,0.806668186,0.999991107,1.238217993,Rpsa,1655100000,1774700000,1453300000,1.53E+09,1699400000,1622100000,1943600000,2192300000,2.09E+09,1807600000,1886100000,1982920000,66,73,69,55,56,63.8,71,65,57,42,66,60.2
P39052-3;P39052-4,P39052-3,-0.078579949,0.950213518,0.999991107,0.946989314,Dnm2,354770000,438360000,429060000,451020000,444890000,423620000,386460000,386880000,377540000,432770000,396700000,396070000,25,32,31,33,35,31.2,25,29,25,30,23,26.4
P39951,P39951,-0.566317619,0.653731358,0.999991107,0.675338346,Cdk1,76464000,69854000,55313000,65264000,76385000,68656000,60997000,0,62521000,44343000,60678000,45707800,5,7,4,7,4,5.4,4,4,2,3,4,3.4
P40112,P40112,-0.254853875,0.839615909,0.999991107,0.838072015,Psmb3,391520000,344810000,361780000,292550000,293260000,336784000,328120000,2.80E+08,213230000,271670000,300730000,278750000,23,14,22,16,18,18.6,16,18,11,8,17,14
P40307,P40307,0.013994894,0.991127041,0.999991107,1.009747724,Psmb2,434960000,344150000,413380000,334840000,334210000,372308000,368310000,381880000,367050000,396510000,343650000,371480000,27,17,15,16,13,17.6,15,16,13,16,8,13.6
P40329,P40329,0.060725447,0.961514703,0.999991107,1.042990088,Rars,481370000,577930000,587750000,428200000,541800000,523410000,623480000,633710000,466060000,448740000,522660000,538930000,19,31,32,35,35,30.4,33,37,45,40,34,37.8
P40615;A0A0G2K700,P40615,-0.430952471,0.732488461,0.999991107,0.741771904,Dkc1,217090000,179260000,215480000,159420000,169530000,188156000,118700000,136610000,155020000,141030000,137880000,137848000,15,18,19,16,18,17.2,15,19,17,15,12,15.6
P41123;A0A0G2JYG9;F1M2E9;D3ZRM9;D3ZD02,P41123,0.045107668,0.971407166,0.999991107,1.031760176,Rpl13;LOC100360491;RGD1563145,860280000,754840000,798250000,701520000,810380000,785054000,783040000,826760000,649610000,923410000,819960000,800556000,20,15,22,16,15,17.6,22,22,22,22,19,21.4
P41499-1;P41499,P41499-1,-0.050633328,0.967906519,0.999991107,0.965512386,Ptpn11,234620000,276950000,262440000,182810000,243120000,239988000,275080000,252310000,227230000,172470000,216390000,228696000,20,29,27,32,23,26.2,21,16,32,31,19,23.8
P41542,P41542,0.362481678,0.773604145,0.999991107,1.285635506,Uso1,347160000,378080000,345330000,382560000,361830000,362992000,415800000,457130000,459370000,519270000,452840000,460882000,21,27,27,26,31,26.4,23,26,26,30,24,25.8
P41562;Q0QER8;A0A1L1WKG3,P41562,0.053070371,0.9663628,0.999991107,1.037470541,Idh1,1041100000,1156400000,1005600000,1087900000,1056300000,1069460000,998020000,1063800000,1264200000,1142100000,1009400000,1095504000,68,66,66,56,60,63.2,57,51,56,55,53,54.4
P41777,P41777,0.128041806,0.918970972,0.999991107,1.092809406,Nolc1,40860000,67657000,52446000,91025000,63657000,63129000,31985000,34163000,82750000,101840000,89464000,68040400,2,9,5,10,8,6.8,3,5,6,8,8,6
P42123,P42123,-0.642148289,0.611318984,0.999991107,0.640758098,Ldhb,4403400000,4779400000,3407900000,3843600000,4218500000,4130560000,2451900000,2769800000,2602200000,2827300000,2423200000,2614880000,212,185,149,148,151,169,121,139,103,87,95,109
P43138;Q99PF3,P43138,-0.265289452,0.833152199,0.999991107,0.832031785,Apex1,365380000,411090000,383560000,522760000,423110000,421180000,303920000,310370000,378670000,368390000,367300000,345730000,32,27,27,27,30,28.6,18,17,20,12,17,16.8
P43278,P43278,-0.131656346,0.916692567,0.999991107,0.91278289,H1f0,100690000,88978000,90573000,88898000,103610000,94549800,107090000,72864000,61069000,77606000,107210000,85167800,10,10,8,7,7,8.4,7,6,7,7,4,6.2
P45479,P45479,-0.510719283,0.685636211,0.999991107,0.701872419,Ppt1,152120000,188870000,160410000,178730000,188130000,173652000,107400000,113970000,138030000,140190000,102430000,120404000,20,18,21,16,20,19,10,12,9,8,9,9.6
P45592,P45592,-0.218146541,0.862443312,0.999991107,0.859669161,Cfl1,7107200000,7190800000,7438800000,6821600000,6415300000,6994740000,6916400000,5813300000,5900100000,5866600000,5196100000,5938500000,206,154,179,134,105,155.6,128,134,103,107,104,115.2
P46413,P46413,-0.035775281,0.97732073,0.999991107,0.975507398,Gss,43676000,54895000,45484000,33168000,56082000,46661000,45768000,59771000,74068000,0,44317000,44784800,7,9,6,2,4,5.6,7,10,11,5,7,8
P46462,P46462,0.225107663,0.858104015,0.999991107,1.168864473,Vcp,4631700000,5737700000,5.84E+09,6.08E+09,5559100000,5568900000,5837200000,6404400000,6585700000,7255600000,6054100000,6427400000,161,193,195,193,195,187.4,178,182,177,207,186,186
P47196,P47196,-0.663724714,0.599498468,0.999991107,0.631246455,Akt1,30448000,29363000,26999000,18066000,29248000,26824800,15622000,18647000,0,29412000,20243000,16784800,4,3,4,10,4,5,4,7,3,6,5,5
P47727;M0R3X6;A0A0G2JSV2;A0A0G2K658;A0A096MJ24,P47727,-0.082234854,0.947901379,0.999991107,0.94459326,Cbr1,596390000,554890000,478850000,514080000,512450000,531332000,448050000,510870000,493860000,518590000,506980000,495670000,43,43,44,36,30,39.2,37,33,32,28,35,33
P47819-2;P47819;A1E251,P47819-2,0.466533543,0.711440822,0.999991107,1.381785371,Gfap,9589400000,8.81E+09,8203200000,9668200000,8515800000,8957320000,1.01E+10,1.15E+10,1.35E+10,1.27E+10,1.33E+10,12215800000,253,231,234,229,218,233,261,296,287,258,238,268
P47863-2;P47863;A0A0H2UHZ1;A0A0G2K336;P47863-3,P47863-2,0.142751604,0.909703505,0.999991107,1.104008748,Aqp4,579490000,620630000,547730000,620460000,558890000,585440000,526420000,600540000,620800000,785460000,658990000,638442000,14,17,19,24,17,18.2,18,18,17,22,16,18.2
P47875,P47875,0.242816816,0.847086271,0.999991107,1.183300764,Csrp1,202530000,205600000,213790000,203220000,194840000,203996000,285290000,259260000,198050000,216850000,232090000,238308000,15,10,19,14,16,14.8,20,16,10,10,18,14.8
P47942,P47942,0.10544352,0.933231378,0.999991107,1.075825075,Dpysl2,6392800000,7684800000,6.58E+09,3991100000,5864100000,6102560000,8222600000,6694500000,6.05E+09,5869500000,5598900000,6486300000,115,186,187,179,168,167,178,201,196,223,189,197.4
P48500;A0A0G2JWJ4;Q6SA19;A0A0G2JWU1,P48500,0.215356672,0.864183694,0.999991107,1.160990906,Tpi1;LOC500959,2027100000,2028500000,1895900000,1866900000,1773400000,1918360000,2439700000,2215600000,1945200000,2066100000,2325700000,2198460000,67,68,59,61,52,61.4,71,65,61,60,69,65.2
P48508;Q2VC85,P48508,-0.795079914,0.530089869,0.999991107,0.576311249,Gclm;Gcln,70764000,60687000,51148000,57310000,60411000,60064000,34800000,42347000,37441000,30383000,26023000,34198800,11,6,7,5,6,7,8,4,4,4,2,4.4
P49088,P49088,-0.098001291,0.937933107,0.999991107,0.934326511,Asns,328400000,298090000,259570000,179700000,187320000,250616000,259510000,206100000,238200000,233260000,219720000,231358000,17,35,29,30,28,27.8,25,26,28,24,26,25.8
