lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,C1-Media_r1,C1-Media_r2,C1-Media_r3,C2-Media_r1,C2-Media_r2,C2-Media_r3,C3-Media_r1,C3-Media_r2,C3-Media_r3,R1-Media_r1,R1-Media_r2,R1-Media_r3,R2-Media_r1,R2-Media_r2,R2-Media_r3,R3-Media_r1,R3-Media_r2,R3-Media_r3,blank
Lyso_PC(24:0),-0.07492989086363772,6.745104423425753,1.2242678420771425,0.2685247095635122,0.44545959571001253,608.4577 -> 184.1,PC,1191.3200912479,1167.2200736999,1170.520080566,1148.5200805663,1262.4200820926,1169.1600799559,1342.5801010127,1056.6600723268,1275.4200935363,1178.3600883484,1108.8200759887,1264.6200828551,1159.7600822453,1086.8600807187,1280.0800857547,1257.8800888061,1087.7400779725,1129.2000656128,1608.9201240539
Lyso_PC(4:0),-0.07506594781353801,6.929584299891261,1.242653612874144,0.2649602501424386,0.44545959571001253,328.1447 -> 184.1,PC,1328.0600929263,1293.9600791934,1383.5801086427,1527.9601020798,1325.5800971981,1407.9400901805,1418.020103455,1343.1200866696,1392.1001091,1284.9600868226,1578.5401077268,1184.1600799561,1373.1601142884,1498.8600883479,1377.1000900265,1266.5400962835,1273.0200996398,1328.1000747678,1472.6401100161
PC (42:9),-0.07593871727278109,6.594532288396587,1.2472822717572205,0.2640721841410605,0.44545959571001253,856.6 -> 184.1,PC,1065.4800796509,1157.0600776676,1152.9800910951,1056.0400810243,1203.1200790405,1029.0400772092,1055.8400688171,1070.2000846861,1048.0000801082,1058.3600769043,1020.960067749,1022.5000762939,1136.4400901796,1071.7800750731,1036.2200660705,1114.8600845339,1130.7000808711,1037.9800796507,1175.1800880432
PCo(42:4),-0.07394020306477768,6.639279723115924,1.1860737531949361,0.2761229597774706,0.45107109459831074,852.7 -> 184.1,PC,1193.2800788882,1179.0400733949,1259.9800796513,1095.7800788879,1088.8600769044,1104.8000755314,1079.820072174,1037.9000740052,1136.7200775144,1026.8400802611,1199.4400787357,1022.7200660707,1081.0400772093,1163.1800880432,1088.480079651,1199.3200759883,1091.0800743102,1076.2600708011,1166.5200843811
PCo(42:6),0.0736965516368105,6.895470281074425,1.195824867299958,0.2741577524662122,0.45107109459831074,848.6 -> 184.1,PC,1364.1200904845,1369.4201049803,1443.2801055904,1353.3400993341,1441.0801162723,1691.2801284794,1456.6001205449,1336.7000999446,1383.3200912483,1377.9201049808,1241.8201026917,1349.1000976567,1266.4000968933,1137.0400848389,1212.0800895692,1254.5600967409,1128.9800682068,1352.9600982661,1308.8400802607
PC (34:6),-0.07298048521763525,6.6435511551663335,1.1550180368204925,0.28250115715733753,0.457994300239926,750.5 -> 184.1,PC,1156.4800834657,1105.0000724789,1078.6600761414,1124.3400917054,1146.4600906371,1137.0600814819,1122.2200660705,1081.9400672918,1178.2000732428,1096.4800834657,1064.6400794981,1041.9200744628,1052.7200698851,1207.220096588,1179.3000755304,1100.3400802607,1119.4200820924,1041.5600662231,1342.5800895687
Lyso_PC(11:0),0.07199289193543082,6.93366803622652,1.1434139212694436,0.2849321028487161,0.4580502982392825,426.2542 -> 184.1,PC,1242.2400741574,1504.9600944515,1215.70009613,1594.8801040641,1621.360126495,1417.2801055904,1462.5800895691,1464.9001083376,1637.2801170348,1398.060092926,1191.920074463,1419.8401069634,1299.9800872811,1396.6000900269,1229.6000900266,1164.6000785824,1301.3200798034,1231.1601028442,1370.0200881962
PCo(32:1),-0.07051043125737794,7.82411591627258,1.134504568475684,0.28681654188814887,0.4580502982392825,718.6 -> 184.1,PC,2534.1001930229,2728.1801986679,2548.9401817306,2882.6001892072,2383.1001472454,2871.9001922604,2265.0801696764,2187.0801506052,2249.0601768482,2345.5001754755,2568.0802116391,2662.5601997369,2412.0001754769,2918.7401847834,2248.0601463335,1969.4001579275,2399.5801773066,2564.9001502997,3835.0202789303
PC (42:3),-0.07127774276815345,6.71976656155658,1.107850098979048,0.29254976718281706,0.4637455568675767,868.7 -> 184.1,PC,1201.5600852973,1121.0000839232,1085.8400802615,1328.5600967405,1167.1600799563,1357.8000831611,1133.5200805663,1198.1400947571,1207.4000892636,1209.6200866699,1245.4200897219,1150.0400810242,1112.360080719,1264.960102081,1121.0400848388,1190.5000801092,1112.0000648497,1133.0400772095,1175.7200889584
PC (40:5),-0.06926327155019821,7.236077640201041,1.0738029937660887,0.3000880168455784,0.47219732062466013,836.6 -> 184.1,PC,1576.2201194762,1969.8001441953,1790.9401397707,1776.0001182558,1757.0801200868,1623.9800949087,1642.060111998,1852.4801330573,1518.2601165768,1587.240100861,1716.2401390076,1875.4201316838,1696.8001213092,1990.3601608273,1658.740116119,1571.04011917,1573.5401191713,1469.9201087955,1580.840114593
PC (36:0); PCp(38:6),-0.06859645260944514,7.157681658156486,1.0465670576589403,0.3062990511859889,0.4784525325095009,790.6 -> 184.1,PC,1582.9801063556,1719.7401084909,1831.3801422125,1582.5601043692,1688.2401084898,1510.1200828547,1383.3001098631,1434.6600952147,1306.6800880432,1562.100112915,1400.7201004029,1308.58008194,1541.5401039132,1815.8401107791,1557.300121307,1864.6001205448,1250.2000846864,1396.5601081848,2908.0001907348
C20:4,0.0629749977500738,10.847651795208602,0.9401475429672104,0.3322399002712625,0.5032943892119964,303.3 -> 303.3,FFA,23287.6816101054,22444.601570128,22336.6416091916,21956.5616264317,23270.6016807554,22692.4815063471,21223.0615272546,21849.9015769987,22581.921524045,21240.9615249638,18361.1412506085,20815.5214271547,19877.2013473486,19755.2213287308,20586.1214828505,20284.2815628044,19110.4212989835,19282.8213081313,13304.8209495521
Lyso_PC(18:3),-0.06616221483355002,6.7892954685561095,0.9583000158268984,0.3276155595271798,0.5032943892119964,518.3168 -> 184.1,PC,1422.6400985723,1185.7600975041,1235.4400863647,1181.3200912475,1240.4200706482,1139.1600913999,1195.6400756838,1301.7400932315,1432.1200981135,1195.6200866702,1228.1600875852,1229.4200935363,1260.5400733947,1431.1600913991,1200.6400985715,1164.0200843812,1072.0200767513,1256.4400863649,1267.1400909421
Lyso_PC(20:0),-0.06630551428860519,6.853261924372298,0.9653202060752157,0.32585008573046875,0.5032943892119964,552.3951 -> 184.1,PC,1263.6600914004,1542.9601097096,1288.9600906369,1270.400093078,1208.4200820923,1327.7000999444,1170.1200904845,1474.4601097113,1226.7200889586,1322.3400878911,1248.3400840759,1280.6000976559,1336.1200981134,1239.7200851444,1171.3000717167,1319.8400917054,1381.0000953672,1147.7600746155,1487.4201164254
PC (42:2),-0.066173757484238,6.643976710153534,0.9502631342783725,0.32965232779472037,0.5032943892119964,870.7 -> 184.1,PC,1234.340084076,1170.7400779731,1083.1400756837,1092.8200798034,1095.3000793455,1089.3400840761,1189.8200836181,1176.9000816346,1099.9400787354,1110.6000785827,1073.2800788877,1097.4600753784,1107.6200828555,1122.7600822454,1111.0400772097,1131.8200874326,1107.8000793458,1090.7200813295,1175.6600875854
PC (44:6),-0.06558058725907694,6.640717085219401,0.9334745210498872,0.33396169751450233,0.5032943892119964,890.7 -> 184.1,PC,1171.300086975,1091.0400848386,1083.0600738525,1091.8200721743,1095.5600891112001,1095.0200767519,1103.6600761414,1227.9000854489,1295.0200996393,1146.5200767518,1073.5200805661,1101.9200782776,1098.2200775146,1152.3800811774,1098.1600761413,1126.4800872802,1066.1200752258,1108.9600753782,1079.8000717161
PCo(38:3),-0.0644204070742985,6.962496034941941,0.915731223106345,0.33859831568153304,0.5067135633276089,798.6 -> 184.1,PC,1564.7200965879,1451.2800941468,1613.5801124565,1358.4801063541,1318.300106048,1566.3001060493,1339.4000816348,1189.160079956,1174.9600753787,1302.7000923158,1436.8400955194,1386.4001045217,1328.0000953675,1224.6800842282,1421.7801055904,1289.7400817878,1346.4400939947,1463.9601097104,1904.8401412966
Lyso_PC(15:1),-0.06281893522916034,6.706746493244957,0.8598834237152957,0.3537713166753068,0.5157425773141191,480.3012 -> 184.1,PC,1146.220085144,1082.4600753784,1175.2400856017,1202.9200820923,1271.5600929254,1294.0000877375,1350.2001075751,1074.3000717163,1145.8600845334,1273.9000930791,1185.3400878906,1225.5800857547,1068.0400810239,1138.8400650026,1097.5000801087,1142.5800819396,1078.3800697328,1204.0000915526,1147.4200782776
Lyso_PC(16:0),0.05808427574437918,9.985186677331631,0.7963838911930452,0.3721767305098521,0.5157425773141191,496.3325 -> 184.1,PC,14417.321170811,15462.1009178012,14404.2809639004,13391.5008964606,13054.9810066185,12990.9008979702,9012.0805549579,8731.3607253974,8695.0005798482,10084.3006515496,10578.6806831325,9676.8006820623,11751.7407798804,12486.6408767695,11967.000953675,11007.3209190349,10260.7406883232,10519.3807029825,8730.3005790731
Lyso_PC(19:1),-0.06306774190966807,6.752041975271908,0.8684863084826873,0.3513747035216724,0.5157425773141191,536.3638 -> 184.1,PC,1070.7800750734,1232.540088654,1191.1400833134,1154.5000915525,1435.7601165771,1314.3201065063,1226.2400932314,1174.1000938423,1212.9600944518,1120.0400810243,1205.340072632,1156.3600730894,1138.2000808715,1131.6200714113,1089.4600791931,1277.8801040649,1160.7200851435,1384.4401016241,1345.6800880439
Lyso_PC(22:0),-0.06146511951792532,7.155583043841489,0.8420400490878102,0.35881396687834743,0.5157425773141191,580.4264 -> 184.1,PC,1553.0801124573,1505.8601074215,1637.3201179495,1610.8401107769,1985.4201431278,1615.660118103,1768.9801330566,1329.7600860595,1541.3401031483,1425.7800903314,1560.7801055913,1652.7601280214,1655.0801200868,1472.1200981131,1543.8001174921,1530.180107117,1408.1401100144,1838.4001388547,1851.7201271059
Lyso_PC(22:4),-0.06177229210952918,6.802993376414901,0.8361484968778399,0.36050063102066726,0.5157425773141191,572.3638 -> 184.1,PC,1184.0400848388,1181.180080414,1112.380088806,1063.0600776673,1162.0200767517,1456.5801010121,1498.5201110844,1522.600097656,1309.9400939952,1415.9000968936,1335.720100403,1188.240070343,1213.3800888059,1212.4400749208,1228.2800903314,1186.2800865175,1272.7000885011,1093.4000816345,1206.4200859068
Lyso_PC(6:0),-0.062049486807465026,6.932695560110062,0.8491569100131571,0.356790953271372,0.5157425773141191,356.176 -> 184.1,PC,1198.6800880426,1292.5600967408,1564.7201271054,1298.2001037597,1448.5000991827,1313.240081787,1348.9801101682,1515.6801071163,1503.8801002495,1190.840084076,1264.2000885017,1334.4800949097,1409.5801010131,1307.8000831608001,1669.2801055913,1408.3601036068,1159.1200714112,1385.9200897213,1510.2200965888
PC (30:0),-0.05801761961591334,9.6018670142026,0.7918150208447656,0.3735518667462078,0.5157425773141191,706.5 -> 184.1,PC,9942.8807945275,10882.8408393874,10157.920738218,7651.2806014972,9284.7005729585,8863.3605728073,7437.0806236267,6101.8004837046,7042.5605621384,8353.1607246421,9296.7406959557,8448.5606384286,8000.7406043929,8334.1405983003,8060.7806243854,8503.9006004318,8239.2205772346,7477.6806030297,14715.5011749146
PC (36:3),0.059671166728032625,8.157936213518031,0.8193000646879369,0.3653848899527561,0.5157425773141191,784.6 -> 184.1,PC,3841.9002304077,4107.8002700802,3698.7602348321,3557.8602294921,2869.0602188107,2866.2402114866,2475.60017395,3222.8202552787,2834.5801773085,3306.5602722162,3131.8402175914,3208.2402420047,3108.2602119439,2537.3801574698,2890.800178529,2681.8401947021,2541.9001693713,2863.2402038562,5613.9203796379
PC (44:10),-0.060484435386058105,6.764954948271983,0.80001365661776,0.3710892864501419,0.5157425773141191,882.6 -> 184.1,PC,1202.40007782,1151.8000831603,1113.260070801,1324.4200897217,1391.8201026916,1179.7200775146,1229.2800941466,1353.7400970456,1268.8200988769,1287.3200912481,1195.9000854493,1203.1000747682,1159.640079498,1154.5800933837,1249.0400924682,1206.4200859076,1127.0400848388,1278.0400772095,1145.7400817868
PCo(32:0),0.0598217707624912,7.583329372110555,0.8094423491248577,0.3682851717081549,0.5157425773141191,720.6 -> 184.1,PC,1828.6201438902,1764.7801094055,2134.8801460257,2529.7601928714,2975.3602485647,2711.7802085873,1780.8001403803,1911.7601203925,1987.5601501464,2104.0401382445,1969.8401260388,1784.8201141372,1835.8401260379,2520.7201538081,1593.160118103,2027.9001464833,1785.7401199345,1853.9401588441,4154.520263672
PCo(34:2),-0.060530213678005415,7.436327960742042,0.8253303560951046,0.36362629015502623,0.5157425773141191,744.6 -> 184.1,PC,2133.500141144,1966.2401504506,2222.6801338183,2233.1401443496,1573.6001090991,1731.5401344288,1828.0401344307,2054.0201301573,1640.6201286311,1723.1001281745,1642.2401237486,1815.9201240533,1838.3001289373,1933.3401298526,1778.960109711,2168.880168914,2289.7001724248,1643.8200988757,2849.9401931778
SM (d18:2/22:1),0.06126424825170715,7.3189625803934515,0.8406868594888586,0.35920040254655605,0.5157425773141191,783.6 -> 184.1,PC,2279.2201538086,1863.4801292416,1884.7401428233,1860.6201133719,1668.6001205433,1994.8801460261,1755.6801147472,1425.3000946044,1726.700134277,1723.9201087961,1702.6801261902,1706.3201332089,1715.36013031,1421.3000984187,1586.8401260371,1460.1001129151,1571.4600868228,1745.5001411428,3191.4002113351
PCo(36:5),-0.05966429757598632,6.812522632833784,0.780246621491969,0.37706572478676587,0.5172568275921019,766.6 -> 184.1,PC,1360.4401092525,1307.1800918578,1138.8400802609,1373.400093078,1405.0201072689,1302.6800918576,1268.9800949093,1181.3200798031,1205.7600898738,1303.8200950627,1241.0600929264,1062.9000740051,1249.6600837704,1183.8600921632,1294.8200912469,1165.6200790407,1332.3800926212,1329.0000953676,1307.500095368
PC (44:0),-0.05949765409947012,6.619775191202341,0.7671194737971687,0.3811096438948991,0.5194742916783974,902.8 -> 184.1,PC,1111.6800880431001,1100.5200805664,1142.2000885012,1211.0000915524,1078.7000846861,1140.0600738521,1118.2800827026,1094.8800811765,1098.9200820924,1073.6400794979,1089.9000816344,1067.800075531,1106.4200782775,1093.7400817869,1118.9200782776,1077.2200813294,1070.6200790407,1077.3800849913,1137.26007843
Lyso_PC(22:2),-0.05711816432385954,6.762538119910096,0.7130690914016711,0.398426826901705,0.5362474274022947,576.3951 -> 184.1,PC,1097.300075531,1086.4200782775,1387.5400848387,1357.4601020807,1206.4200935364,1174.2600936884,1232.2200851445,1289.7600898739,1323.3001098629,1279.1200790402,1239.180084229,1226.8600997921,1085.180076599,1124.0400772094,1235.2200813292,1360.1200981142,1157.2800827027,1074.020072937,1251.6400833125
SM (d18:1/20:0),0.05544144842557524,8.894986437072298,0.7168708795938059,0.3971722394183524,0.5362474274022947,759.6 -> 184.1,PC,6046.3004608166,6713.2605514547,6579.7204780559,5591.4003601089,4937.460361481,5178.2804069518,4619.1203384381,4102.200271606,4410.1802482625,4799.3603172332,5208.9203949,4183.8603172311005,5051.9003334054,4527.3602943406,5099.5603103641,5055.0803642272,4532.1202926644,4599.2403488157,11250.0007553173
C19:0,-0.05385904258438086,14.5724009615544,0.6910000305833819,0.40582444141437435,0.5389728362209335,297.3 -> 297.3,FFA,274741.939331069,260776.237991289,270153.419342047,302350.600418082,302975.122222898,302732.002365105,302610.862457269,293811.100677474,300115.801513698,255445.478134169,264589.299484255,268173.618423451,294222.120147711,303917.22288511,301253.439132647,271967.299102754,277724.719711349,281972.219345135,67751.444732647
PC (34:0),-0.05412646091399419,8.3970105898696,0.6772767697824946,0.4105260388037951,0.5389728362209335,762.6 -> 184.1,PC,4374.5203208909,4161.9003219606,4026.6803169252,4154.1603126527,3696.2602653505,3688.7202491757,2509.9602012635,3278.2401962269,2835.4402236936,3798.1602668742,3188.1202392563,2902.4601898203,3716.4602928169,3612.3003005967,3707.0802650455,3878.4603042599,3377.9202690122,3377.9402198802,8230.9204902642
PC (36:8),-0.05575975375313699,7.227076464056974,0.6942481889216268,0.4047231619915488,0.5389728362209335,774.5 -> 184.1,PC,1642.6201210028,1739.9601135257,2079.640136718,1941.620121002,1702.9601402283,1697.820137025,1317.7201042176,1555.7001190176,1326.6000823971,1693.9401130682,1785.8801307679,1371.6600875863,1544.9601211544,1397.4000930786,1655.6601104731,1716.6601219185,1609.480117797,1688.1201171886,2613.340179443
PC (38:2),-0.05442959977698174,8.093896531379905,0.6792967956824576,0.4098289751854978,0.5389728362209335,814.6 -> 184.1,PC,3119.2002067569,3047.4801635743,3090.2602348329,2582.3802070606,3043.2402191165,2988.9002227769,2816.2201919559,2415.6801948554,2548.4202194208,2477.7401771547,3471.800220489,2609.3601570116,2867.12021637,2914.7402038561,2908.2602004993,2448.0401725771,2389.2201576234,2674.3201522838,8506.7006835846
SM (d18:0/24:0),-0.05316988464995873,6.944954201312794,0.6224485220487885,0.4301388526055144,0.5612787466925615,817.7 -> 184.1,PC,1345.3601036071,1466.7601165775,1397.1800918581,1519.3801078792,1197.7800750733,1264.7000961303,1428.5200958252,1334.8800926211,1309.7200889588,1247.7400817874,1331.0200996404,1482.6600875853,1175.260082245,1263.7400970458,1148.7400970458,1240.6401062002,1361.9600791927,1546.2401046756,2306.9801673888
Lyso_PC(20:4),-0.050983437278332905,6.757076904882317,0.5680793928766814,0.4510231253836441,0.5849633262551505,544.3325 -> 184.1,PC,1333.2800979615,1252.0000839234,1310.3200759892,1294.5400848388,1195.4601020811,1172.000076294,1343.6800994872,1147.5600852966,1117.8800697327,1205.3800849913,1280.3600883481,1238.1200904845,1218.2600860592,1280.0600929258,1083.9800796508,1097.1000785828,1045.3600692748,1299.9000892642,1189.5200843815
PC (36:5),-0.05015802374045706,6.80216759244292,0.5505846826261376,0.4580788915174537,0.5869992981121862,780.6 -> 184.1,PC,1229.4001045218,1211.6800804134,1391.7000885015,1161.2600784303,1396.2001113895,1329.0400962826,1127.740070343,1274.4400787351,1238.3400955201,1292.3200912471,1197.6000823976,1160.5600776672,1312.5601005553,1239.2200927738,1080.3000831605,1287.7400894161,1246.4200782778,1105.480079651,1590.3801193226
PC (42:10),-0.05070296189227149,6.609212485311648,0.5564482411161764,0.4556948504913861,0.5869992981121862,854.6 -> 184.1,PC,1203.4200744626,1042.7600631715,1061.5400848388,1065.6800689698,1111.3200836182,1144.2400779726,1123.6400833128,1054.7600669863,1192.1200904846,1069.2800827024,1031.0800704958,1090.960075378,1040.9400863646,1091.2400665282,1084.9800834655,1101.6600723264,1072.5200805663,1036.880077362,1247.7000961304
PC (40:4),-0.049305370912124245,7.04191183583719,0.5387766632859261,0.46294015946004013,0.5896975840740987,838.6 -> 184.1,PC,1390.5600967407,1522.2401161194,1643.5201110836001,1611.4201126105,1357.9600982662,1707.8801383973,1543.560100555,1191.8200836181,1458.8001022342,1304.6801033023,1420.0800971977,1488.9201049812,1333.8200874323,1341.2200927734,1652.3001136786,1314.3800926209,1538.0201072703,1502.7201118464,1865.8201408388
PCo(36:3),-0.047427194510526946,6.9657094056246756,0.4969174334707809,0.4808577156127272,0.608896752314341,770.6 -> 184.1,PC,1568.1001281732,1218.9800872805,1552.9401206964,1369.4001007085,1460.700099945,1601.2000961309,1246.0600929259,1480.4800949105,1334.7201004032,1435.2800979617,1319.5000953663,1327.5600929266,1559.9001274096,1279.0400848389,1554.4001083381,1391.1001014707,1171.1600837713,1297.3600921632,1579.2001075741
Lyso_PC(20:2),-0.04570445098164981,7.416247368898463,0.47127904000313947,0.4923993381169693,0.6198438726884201,548.3638 -> 184.1,PC,1899.620140076,2099.400150299,2124.0001640324,2198.7801589971,1987.3801574703,1903.980125427,1987.8801345829,2073.6801567082,1698.8401298526,2356.0001792913,2015.0001297005,2121.8001556385,1687.9801177977,1774.2801475524,2048.3201332083,1607.8001136782,1833.580127717,1790.8201141344,1244.6000823971
PC (44:12),-0.04606165946853301,6.6487606554138194,0.4606955891818707,0.49729906799171103,0.6223508804106793,878.6 -> 184.1,PC,1071.2000770566,1135.3400878907,1232.8800926209,1086.4200706482,1278.6600952143,1094.6000823974,1154.6000823978,1143.0200767518,1177.4000663755,1139.5600852965,1066.9400863648,1103.0000801084,1135.3600845337,1060.3400726317,1090.6000747679,1128.9200782774,1078.2600669861,1143.300075531,1109.660079956
PCo(34:3),-0.04487848571227615,6.836465242037479,0.4414534816801625,0.5064217546912441,0.6264407832596891,742.6 -> 184.1,PC,1347.2400932316,1277.3200874326,1227.7000923153,1315.5201148993,1388.2601127626,1400.7201156615,1244.8800926208,1249.5600814819,1148.1600837707,1236.9200935359,1095.7800827024,1248.3000907901,1397.9600944521,1171.3000717159,1162.3400993343,1309.6201019284,1256.4800834657,1229.6400985717,1751.7801246654
PCp(36:5),-0.04504202378148362,6.762741852337057,0.442811219644728,0.5057687110050635,0.6264407832596891,764.6 -> 184.1,PC,1376.8200988767,1354.9800910955,1246.4200973512,1102.2000808712,1335.3401031493,1129.0400886532,1206.3600959779,1197.100078583,1069.000076294,1152.7400817865,1156.9800949094,1086.2400894164,1139.2600822448,1210.8000869752,1249.1200866702,1165.6000785828,1150.9800910948,1245.6800918581,1663.080127716
PC (32:5),-0.04103310568807489,6.772091503811448,0.36815215615560604,0.5440132281921375,0.6690737404202151,724.5 -> 184.1,PC,1211.0800743107,1050.5600776672,1189.6400947569,1247.320098877,1266.8601036071,1295.0800933832,1486.5401229857,1197.8600883482,1320.6800994872,1036.2200698849,1224.3200759889,1400.1200904848,1232.0200958253,1172.0400772096,1265.0000877379,1224.7800865174,1113.2000732421,1108.1000823975,1323.16009903
Lyso_PC(2:0),-0.03789634709977598,6.949874412710754,0.3171536633148051,0.5733232310255199,0.6949829838861185,300.1134 -> 184.1,PC,1271.9800910953,1523.24011612,1368.960090637,1496.8400993344,1541.6201095574,1360.3400878902,1566.2401123039,1357.5400886534,1328.5200805671,1540.0801200868,1281.8000831609,1386.2401008612,1219.7800903319,1731.2801361082,1153.900085449,1416.8800926211,1171.1400794986,1328.9400939932,1384.0801010132
Lyso_Sphingosine-1-phosphocholine,-0.038519300513634835,6.761205629782655,0.32408278554966685,0.5691643094147485,0.6949829838861185,465.3379 -> 184.1,PC,1193.7400856021,1235.1400947576,1210.1800918574,1140.5800781248,1169.0600891118,1233.1600990294,1263.1200866705,1173.5600967406,1504.7601165777,1115.3200798035,1156.920078277,1159.420085907,1477.5001106261,1252.6000938411,1258.3000869751,1037.3200721739,1095.6200790406,1085.0800857544,1459.2001075741
PC (34:4),-0.037712811755654836,6.989288880065291,0.314680122897645,0.5748223745226307,0.6949829838861185,754.5 -> 184.1,PC,1270.2801017762,1366.6400909413,1357.4400825501,1996.5801582338,1448.4001121514,1481.8401222237,1615.2201156606,1346.9001083378,1279.7600975042,1542.3801193235,1479.9601058963,1279.7000999451,1474.5401115425,1234.1000900263,1318.2600898738,1469.6801109315,1441.9801063533,1301.3600921627,1440.2400932316
Lyso_PC(17:2),0.03631261465363607,6.750567302195907,0.2880541735709965,0.5914701682289595,0.7101194687310634,506.3168 -> 184.1,PC,1435.8801002506,1179.4600753783,1140.7400703434,1193.0400962827,1098.1000785828,1355.6800956732,1403.64011383,1232.6600990291,1414.9001235961,1122.1200866696,1198.3400955198,1065.2800750735,1220.2600936886,1230.5600852966,1161.5000801087,1135.0200805662,1036.340068817,1214.3000907893,1191.9600868227
Lyso_PC(21:0),-0.03614037005056669,6.693161041611502,0.2841739304465616,0.5939784341255157,0.7101194687310634,566.4107 -> 184.1,PC,1148.2400856014,1195.1600799564,1115.640079498,1161.8200874329,1194.5400886529,1202.8400955205,1248.160087586,1168.0000801083,1210.3400840759,1216.840072632,1071.1200714112,1097.6400718689,1203.0800781248,1072.0000839235,1163.5600776676,1071.3000869745,1138.7800827022,1106.6200752258,1338.8600997924
PC (34:3),0.033405059530822005,7.701515481107953,0.25375730807208186,0.6144417793527088,0.7305030043415538,756.6 -> 184.1,PC,2649.0801696776,2951.3401870727,2534.5401840204,2527.3401794432,2467.4201736449,2431.8001785278,1686.640106202,2146.8001403811,2323.0801849356,2242.2801780695,2100.4601516708,2486.4401779181,1813.5201187142,2103.340145111,2064.1201286313,2561.1401939392,2204.6601562489,2089.2801284795,3224.5402679439
PC (38:3),0.031948419529545184,8.061051446281887,0.2343759829279186,0.6282979167627452,0.73473089719796425,812.6 -> 184.1,PC,3290.6002426151,3707.9002571115,3190.8202209479,3211.1402206421,3319.5601844785,3149.5202178937,2628.4201965314,2382.7401962285,2625.4402046212,3032.0401916514,3110.2002181997,2506.5801658651,2754.4202232348,2755.0801696788,2754.3402175892,2373.8001670831,2662.1001625078,3008.2002410878,4873.6803550732
SM (d18:0/20:0),-0.03213263124036398,9.904802197351337,0.2434758703108244,0.6217068526118124,0.73473089719796425,761.6 -> 184.1,PC,11483.4407768192,13566.8808517378,12826.5406570344,10933.100715639,11588.2207756012,10408.7607460027,8390.6007423458,8824.0406150768,7866.5406188996,10185.300708771,10794.800720225,10102.840671536,8869.8206329263,10604.2405662428,10870.9407691995,10147.1207313486,9965.2807083175,9469.3007469136,19020.1812019292
SM (d18:0/22:0),0.032183169743697636,7.915499933511462,0.2366377593227753,0.6266451188872851,0.73473089719796425,789.7 -> 184.1,PC,2476.2601737984,3360.1802635196,2918.4602012636,2463.2601585392,3258.0602455153,2916.5601997378,2178.0201530461,2209.580162049,2365.7801780697,3028.6802062989,2528.4201583865,2236.0001716619,2423.400196076,2222.7201614359,2700.0401916509,2621.1001663215,2068.9401283254,2100.5801467917,5912.8204383852
PC (40:8),-0.03195316235877541,6.673483299338769,0.2218035453199967,0.6376691301396197,0.7416369230971664,830.6 -> 184.1,PC,1069.1600761415,1161.1600875855,1163.8800773621,1217.2800750728,1106.0800857543,1261.9800910948,1165.0000762939,1059.3000717161,1279.4601020816,1069.5000839234,1113.4400863645,1056.1400756835,1058.44008255,1076.2600746155,1143.0800743103,1122.640071869,1042.6400680543,1265.4200820925,1393.2800941462
PCo(40:6),-0.030761912239788778,7.835498501175996,0.21644101847279984,0.6417651676174221,0.7423661938925855,820.6 -> 184.1,PC,2181.3601570121,2416.1601791384,2674.6002006538,2348.5201873782,2702.3402023325,3518.9802627559,2953.3602180472,2547.340156554,2921.0802345282,2288.9401588426,2018.1401329039,1908.8401260388,2686.5601730353,2744.4202117918,3039.3001937859,2463.9001960752,3036.7802276598,2835.8601989743,1488.8201065067
Lyso_PC(21:4),-0.030237475794212265,6.806222911328491,0.20025001127468478,0.654519119769592,0.7450377214398547,558.3481 -> 184.1,PC,1301.2401008609,1133.9800910951,1361.8001060482,1363.900108337,1246.8600807191,1200.1600799561,1235.3400802616,1403.8201026923,1309.780101776,1225.5200881954,1271.8400878903,1192.7200851438,1098.9000740052,1105.6000785829,1080.3200798037,1349.2600975038,1316.5400848384,1300.5600967404,1397.200115203
PC (32:4),-0.03052791246599533,6.657322068230093,0.20241467500410515,0.6527788091514338,0.7450377214398547,726.5 -> 184.1,PC,1159.1200828556,1062.9000854491,1135.8800849914,1240.3000907898,1142.4600791927,1077.4800682071,1264.2200965888,1186.840084076,1190.2400894167,1079.3000717163,1122.9400863645,1093.9000740053,1139.4400825501,1066.8000755313,1061.8400802612,1088.3000717164,1162.9800758359,1106.2200851442,1178.9600753785
PCo(40:5),-0.030291301151006624,6.982372373673045,0.20290032993093376,0.6523898982708022,0.7450377214398547,822.6 -> 184.1,PC,1302.7600975029,1531.4601135247,1459.3400955201,1332.100078583,1590.7601051323,1765.3601074217,1336.2000961295,1192.9600944519,1589.0801048268,1383.5800933843,1321.1200866704,1429.4801101683,1112.240081787,1367.6200866698,1535.3201065069,1450.4600944525,1391.9801139826,1414.1200981142,1533.1401023864
SM (d18:0/14:0),0.029096310445318983,6.920991526471331,0.18647374003507977,0.6658678426827285,0.7539455996513433,677.6 -> 184.1,PC,1468.5801048277,1355.9000892637,1406.780109405,1534.9200935369,1467.7001075743,1572.6401023868,1107.2600746154,1270.9000854498,1500.000114441,1327.520095825,1328.2200927737,1262.4600830076,1257.2200889589,1224.4600830074,1342.5400962829,1228.8600883487,1274.180095673,1290.5000953676,1732.1401100164
