lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,EKO-R1-Media_r1,EKO-R1-Media_r3,EKO-R2-Media_r1,EKO-R2-Media_r2,EKO-R2-Media_r3,EKO-R3-Media_r1,EKO-R3-Media_r2,EKO-R3-Media_r3,WT-R1-Media_r1,WT-R1-Media_r3,WT-R2-Media_r1,WT-R2-Media_r2,WT-R2-Media_r3,WT-R3-Media_r1,WT-R3-Media_r2,WT-R3-Media_r3,blank
Lyso_PC(21:0),-0.037060782558566596,6.786816105158794,0.2974940248088629,0.5854577238850136,0.7905955494597571,566.4107 -> 184.1,PC,1055.6200675966,1150.1200904845,1289.9600830085,1169.2400817866,1051.4800796508,1158.7400817869,1185.8600807188,1176.9000892646,1216.840072632,1097.6400718689,1203.0800781248,1072.0000839235,1163.5600776676,1071.3000869745,1138.7800827022,1106.6200752258,1338.8600997924
Lyso_PC(22:4),-0.03781009310532391,6.883812770024741,0.3119514722667791,0.576485145631056,0.7905955494597571,572.3638 -> 184.1,PC,1155.9000816346,1171.7800712586,1336.3200836178,1411.1801033022,1164.900081635,1285.8200874333,1202.4400711061,1257.8800888064,1415.9000968936,1188.240070343,1213.3800888059,1212.4400749208,1228.2800903314,1186.2800865175,1272.7000885011,1093.4000816345,1206.4200859068
Lyso_PC(22:6),-0.03636636337120631,6.900890299672368,0.2886305019817925,0.5910994762315941,0.7905955494597571,568.3325 -> 184.1,PC,1324.3800926213,1089.200073242,1230.4400787349,1096.3800888061,1349.5800933841,1256.8600921632,1427.0400924684,1235.1400833131,1045.1000785828,1131.380073547,1416.0801086423,1249.6800880437,1283.3600807194,1238.1800842287,1290.4200744631,1168.9000778197,1440.7400932321
Lyso_PC(24:1),-0.03805703329283668,6.8385593690093796,0.31482495133748856,0.5747343848591122,0.7905955494597571,606.442 -> 184.1,PC,1194.8800849911,1262.8400917051,1131.5200843804,1165.6200752259,1302.960079193,1129.5400810241,1152.58008194,1239.7200813296,1223.2800788876,1214.0200881958,1233.8600883484,1059.4600715637,1230.8200950623,1150.1800842283,1151.5200843812,1153.6000785826,1362.3801078793
PC (42:4),0.0366606526448557,6.908913506281077,0.2935802344500136,0.5879353139197968,0.7905955494597571,866.7 -> 184.1,PC,1180.7000808712,1216.6200866698,1136.4000968932,1293.6400833133,1353.5601043692,1407.920104981,1329.4400825499,1453.7201232908,1227.6400909421,1249.8800926208,1185.4600944518,1474.7801170349,1135.7400817871,1171.0600776671,1128.9200859069,1102.0400886535,1346.8200988768
PCo(34:0),0.036917442728528364,7.383042902194232,0.3045384603308179,0.5810511038806284,0.7905955494597571,748.6 -> 184.1,PC,1589.4401054377,1652.0401306153,1771.0201339721,1553.3201065066,1801.5801391596,1527.0000991829,2011.2001342792,1877.2201461788,1505.4401283261,1474.560092926,1742.2201271053,1822.7001190196,1570.4201164252,1495.2001190182,1771.3801193237,1477.8201026929,3159.2202148442
SM (d18:0/14:0),-0.03835993612106554,6.970505119812186,0.32224424332607704,0.5702620481685073,0.7905955494597571,677.6 -> 184.1,PC,1145.3600883486,1209.9800758364,1368.3801116941,1220.8400802608,1327.3001022343,1541.5401268007,1300.760086059,1281.1800956725,1327.520095825,1262.4600830076,1257.2200889589,1224.4600830074,1342.5400962829,1228.8600883487,1274.180095673,1290.5000953676,1732.1401100164
Lyso_PC(18:4),0.03564575413693024,6.811853336962237,0.27589032626202936,0.5994075820428971,0.796728090417267,516.3012 -> 184.1,PC,1407.7400970452,1170.9800910954,1233.800083161,1133.5800781249,1036.140071869,1194.3000755311,1342.1600952144,1203.2400894159,1180.9400901798,1040.9000663757,1137.8600769047,1035.4200744627,1183.6000862122,1267.6000900275,1166.2200737001,1063.8400764467,1195.5400886536
Lyso_PC(14:1),0.034348991529233125,7.281004382736968,0.2634277127095448,0.607774989453057,0.7970587760522058,466.2855 -> 184.1,PC,1687.940128327,1480.0401115409,1629.2201156619,1821.8401222218,1732.560123443,1838.5401268006,1802.0201301562,1628.0601120006,1593.8201217656,1514.4001045233,1904.8001403826,1601.0401077273,1506.460090638,1309.5800895694,1627.3201217655,1662.6001167297,1330.6001091004
Lyso_PC(3:1),-0.0344075699090119,6.917352289877866,0.2589679281952222,0.6108300900586997,0.7970587760522058,312.1134 -> 184.1,PC,1346.8000869751,1379.0401039116,1266.0800895694,1267.7600936883,1199.3000869748,1257.8400878906,1377.9801139838,1177.0400810237,1087.5200767521,1280.8200874323,1312.4800987244,1402.6800956726,1236.1400947562,1145.020076752,1427.7000923154,1177.1200866698,1149.7800750733
Lyso_PC(6:0),-0.03446329780866131,7.042274310423134,0.26150989025173743,0.6090847325363861,0.7970587760522058,356.176 -> 184.1,PC,1442.3001060489,1497.5001068118,1552.4801216124,1332.6601028447,1320.1600952147,1153.4400749206,1404.0800819393,1371.7801055899,1190.840084076,1334.4800949097,1409.5801010131,1307.8000831608001,1669.2801055913,1408.3601036068,1159.1200714112,1385.9200897213,1510.2200965888
PC (44:1),-0.03419655069136205,6.7261206750196205,0.25220650148763424,0.6155256794549775,0.7983181539597889,900.7 -> 184.1,PC,1143.1600761415,1080.320072174,1132.02009201,1095.7400741579,1075.5000724792,1065.1600723266,1108.3000755309,1160.2600860591,1084.7200736999,1090.7600784301,1079.0800819397,1082.6200714109,1067.7400741578,1096.2200775146,1068.6000823975,1112.300086975,1290.9400863647
PC (40:8),-0.03370485369031046,6.757451189752333,0.2454449680209514,0.6203008368380301,0.7996649342369785,830.6 -> 184.1,PC,1198.4200973506,1085.7800750732,1211.6000976559,1151.9600906369,1114.1400756835,1143.3000717162,1024.3600692747,1091.740081787,1069.5000839234,1056.1400756835,1058.44008255,1076.2600746155,1143.0800743103,1122.640071869,1042.6400680543,1265.4200820925,1393.2800941462
Lyso_PC(20:0),-0.03277293423249371,6.956471920511132,0.235221174097326,0.6276791433737411,0.8043313573771294,552.3951 -> 184.1,PC,1187.1200942992,1373.0400962834,1514.9601058964,1222.1800994872,1438.0000991823,1219.0800895693,1285.8400993347,1171.6600799562,1322.3400878911,1280.6000976559,1336.1200981134,1239.7200851444,1171.3000717167,1319.8400917054,1381.0000953672,1147.7600746155,1487.4201164254
Lyso_PC(22:2),-0.031710324798627613,6.851738384270101,0.218894277127184,0.6398837182488328,0.8114921249964628,576.3951 -> 184.1,PC,1137.9000892637,1396.5401039116,1065.4800758363,1200.4400825502,1311.5200920105,1281.6600875856,1236.7000808716,1119.7600860591,1279.1200790402,1226.8600997921,1085.180076599,1124.0400772094,1235.2200813292,1360.1200981142,1157.2800827027,1074.020072937,1251.6400833125
PC (42:6),-0.03174218859497221,6.7440331603864365,0.2176305811136361,0.6408512575906645,0.8114921249964628,862.6 -> 184.1,PC,1075.9000740052,1107.780078888,1115.880088806,1100.3800773622,1159.8600921627,1150.2400779728,1189.6000900266,1101.0400810242,1019.3800773619,1045.1200714113,1175.2600746155,1049.6600646972,1213.1200714111,1110.1400794983,1025.2800750733,1166.4000778198,1265.7800827023
C20:5,0.029631611602828633,11.544727288057597,0.21009066337097693,0.6466963522765323,0.8140765846304583,301.3 -> 301.3,FFA,30579.8023185694,34161.182392118,31260.7423171965,32262.7823524543,33800.8224906931,32856.3221893326,33606.802383419,35281.8223800622,29557.7821845994,32009.882122044,33044.8224639926,32489.2822647094,33087.2623481807,29737.0623245256,28772.3419952412,28757.9820632948,20526.2014312782
Lyso_PC(21:4),0.030351939057174426,6.909494238154438,0.20119140436472627,0.653760892540221,0.8181569064538438,558.3481 -> 184.1,PC,1324.1600913995,1272.7400894166,1231.8800888066,1211.5600814818,1281.9200935367,1437.7601013178,1277.5800857544,1291.1000785831,1225.5200881954,1192.7200851438,1098.9000740052,1105.6000785829,1080.3200798037,1349.2600975038,1316.5400848384,1300.5600967404,1397.200115203
PC (42:7),-0.02979354278862292,6.701195156757474,0.1912035408748265,0.6619168030574124,0.819848187308671,860.6 -> 184.1,PC,1069.380077362,1032.6000709533,1143.6800765992,1087.7800712587,1128.9600868225,1094.4200706483,1064.3800697325,1145.3600769046,1037.2200698852,1131.2600784303,1080.7000846861,1068.7600860596,1046.1600799561,1106.4800758363,1044.7800712584,1049.2600784301,1176.7801017763
PCo(44:4),-0.02965821415259705,6.750767053089445,0.19017083727282458,0.6627744691794397,0.819848187308671,880.7 -> 184.1,PC,1083.7200736998,1145.6200790402,1165.0200843811,1117.0000724793,1120.3800811767,1214.480079651,1107.1400756835,1139.1600799565,1087.2200813295,1118.2000846864,1104.2000694273,1093.9000663759,1127.90007782,1069.8400764467,1181.3800773614,1097.2200813294,1181.3400993342
C18:0,0.025974894035664105,18.47316401378351,0.16206382549171394,0.6872634675208057,0.8309287121437989,283.3 -> 283.3,FFA,4360715.85366815,4114119.81860503,4353586.89749186,4313415.92897077,4062844.33877512,4167694.4715888,3992494.55941873,3820629.41162127,4018594.56942825,3931451.63141037,4232421.95692424,4318189.48324555,4183034.40991167,3793666.22518897,3530186.67648328,3216711.25469832,238026.458847061
PC (32:3),0.027354972400282576,7.289010869502185,0.16697021710539417,0.682818629450987,0.8309287121437989,728.5 -> 184.1,PC,1457.6001091005,1663.0601272569,1624.3601188657,1889.3001289371,1686.7801132208,1684.4001197815,1744.4201164243,1706.7401123051,1525.0001068117,1607.0601043702,2119.1601524358,1530.4800987238,1606.9401092522,1460.1001091013,1446.4200935369,1352.8600959775,1750.7001152051
PCo(32:3),-0.026620690041510017,10.115141867040032,0.1684967871680101,0.6814512303410468,0.8309287121437989,714.5 -> 184.1,PC,9610.7407646142,9223.4406394992,11530.3407135019,11845.720733643,11645.26083374,16050.361251819,14341.100959777,14233.6409873972,11311.100769044,12453.400924672,12444.920959472,13292.920974732,13369.660919187,10426.760787965,12016.0008087141,10547.620773315,2886.2202224731
PCo(36:5),0.027496807127899255,6.937095994185375,0.16548886157796616,0.6841525199795457,0.8309287121437989,766.6 -> 184.1,PC,1138.600074768,1258.020072937,1319.7600936887,1176.6800765991,1401.3400993349,1513.0801200857,1238.740085602,1530.44013977,1303.8200950627,1062.9000740051,1249.6600837704,1183.8600921632,1294.8200912469,1165.6200790407,1332.3800926212,1329.0000953676,1307.500095368
SM (d18:2/18:1),0.026428061354238273,6.782838986601551,0.15127283425806404,0.6973219478721193,0.838353353059739,727.6 -> 184.1,PC,1174.5400772094,1161.3600845335,1100.740077972,1160.0000839233,1161.8000793459,1303.0800819392,1117.7000808717,1265.5200843811,1153.0200691225,1056.020072937,1065.8400764465,1138.4400787355,1131.1600875852,1029.8200759887,1128.9600791932,1165.8800697327,1281.7000923161
Lyso_PC(22:0),-0.024245864281137702,7.258699629267886,0.1309242526315444,0.7174756604444955,0.84190641501662,580.4264 -> 184.1,PC,1679.3401107799,1273.940090179,1786.2201271053,1432.0401000978,1853.2801208498,1525.3001022344,1768.1001167297,1562.9801177984,1425.7800903314,1652.7601280214,1655.0801200868,1472.1200981131,1543.8001174921,1530.180107117,1408.1401100144,1838.4001388547,1851.7201271059
PC (36:4),-0.024142045565160572,7.8889727849534665,0.13299882535426377,0.7153427941654382,0.84190641501662,782.6 -> 184.1,PC,1937.0401496886,2191.7401390064,2367.3801727292,2072.9601364135,2420.8401718146,2831.3202247607,2768.3401603709,2633.2201995845,2085.6401367183,2642.9001922602,2234.7001838681,2391.3801689141,2269.7201728815,2308.8201751706,2254.1001510611,2491.9001617435,4421.960300445
PC (40:7),0.02467646846023502,6.862284501728159,0.13253693663447486,0.7158160226858281,0.84190641501662,832.6 -> 184.1,PC,1305.0001068115,1260.3401031498,1303.5800895678,1221.3000984188,1231.5000801085,1131.8600807193,1288.06010437,1190.0400772096,1150.8600883481,1314.360107422,1195.060092926,1124.80009079,1169.1600761412,1074.4800720217,1160.4600715641,1155.6400909422,1431.160095215
PC (42:5),0.024567013438658927,6.952176262651219,0.1322623555665121,0.716097787714493,0.84190641501662,864.6 -> 184.1,PC,1143.0800857546,1461.0801124572,1347.0200958256,1360.9401016246,1219.6800956725,1358.9400939935001,1358.5400848386,1457.1000976567,1272.7600898747,1332.2000923149,1262.5400924683,1223.500091553,1166.1800765989,1399.960113525,1222.8400917052,1194.0400924678,1250.2800865176
PCo(36:2),0.023902733310281733,7.538712020279165,0.1285425266995901,0.7199480091029975,0.84190641501662,772.6 -> 184.1,PC,1881.5001106264,1514.3001213074,1982.7001342776,2043.6401214603,2035.7001419056,1834.3601303106,1600.9401168823,2315.5801620477,1710.5401077273,1904.5401229849,1719.1601448061,1598.8400993336,1874.9801330572,1751.1401176446,1752.7401084901,1996.0601272583,3678.7202796963
PC (34:6),-0.02401459161041057,6.758198777606711,0.124647684698731,0.7240473654781199,0.8420985663712917,750.5 -> 184.1,PC,1075.3400764465,1015.1000823974,1228.9200935361,1106.9600868225,1219.5600852966,1177.6000823977,1070.340080261,1189.8800811764,1096.4800834657,1041.9200744628,1052.7200698851,1207.220096588,1179.3000755304,1100.3400802607,1119.4200820924,1041.5600662231,1342.5800895687
Lyso_PC(19:3),-0.020936773203268665,7.677141752615653,0.09962567824198487,0.7522792979788789,0.8702041609052977,532.3325 -> 184.1,PC,1968.2401275637,2035.5001525883,2003.9201393131,2246.5801391608,2489.1201896668,2554.7801780707,2189.8201751715,2313.140144347,2686.4602088933,2500.1001892072,2022.4201583869,2370.2001495375,1852.5401268007,1855.8401412962,2030.580142976,1954.2401313785,1310.0600967409
Lyso_PC(15:1),-0.020442791212479133,6.8054636323879265,0.09072270429934726,0.7632603895168372,0.8781598029924902,480.3012 -> 184.1,PC,1315.7201004029,1113.0600776674,1074.1600723266,1176.1600799561,1256.0400962831,1204.4000930787,1133.140083313,1238.9400863643,1273.9000930791,1225.5800857547,1068.0400810239,1138.8400650026,1097.5000801087,1142.5800819396,1078.3800697328,1204.0000915526,1147.4200782776
Lyso_PC(17:0),-0.019083016617251623,6.952303870647576,0.07962073909309098,0.7778120326209931,0.8792060168273375,510.3481 -> 184.1,PC,1166.7600708008,1418.580097199,1446.2601013183,1228.7600708007,1168.2800788881,1211.0400772093,1319.7400932309,1312.1601028446,1237.4001007084,1330.44008255,1152.3400802611,1232.5200881957,1187.4000930788,1389.8000793452,1208.8200874331,1223.5400886535,1821.1601409909
Lyso_PC(17:1),-0.01966124181953929,6.876218606731665,0.08429918965427419,0.7715536717682353,0.8792060168273375,508.3325 -> 184.1,PC,1127.3800849915,1084.8800735472,1192.000076294,1278.8600883483,1259.2200851441,1380.7401008614,1479.1600990296,1184.0600929261,1103.7000846861,1173.980091095,1141.7600784303,1190.600074769,1274.1800880433,1255.1600914,1254.4600944514,1283.5801010133,1236.9400978088
PC (32:4),-0.01894819126791442,6.743188053696441,0.07758046054688883,0.7806034728840847,0.8792060168273375,726.5 -> 184.1,PC,1153.5800781251,1088.2800750733,1216.2000732426,1137.3400764467,1065.1400794981,1083.1600761413,1245.8400917047,1086.8000793455,1079.3000717163,1093.9000740053,1139.4400825501,1066.8000755313,1061.8400802612,1088.3000717164,1162.9800758359,1106.2200851442,1178.9600753785
PC (40:10),0.019311147053568952,6.821935521913321,0.08101466699344684,0.7759270459449682,0.8792060168273375,826.5 -> 184.1,PC,1329.9400978087,1274.960098267,1091.5400772094,1099.1600761412,1239.0000915523,1140.9800834652,1222.3400917052,1317.4201011658,1146.0800895693,1112.1400794983,1173.4600906371,1176.9800796509,1146.8001060484,1122.8000755313,1180.320087433,1117.9200744627,1235.7000961304
PCo(42:4),-0.018414892698419675,6.734465348554325,0.07323259060102671,0.7866869981311834,0.8814189403145195,852.7 -> 184.1,PC,1020.3000755309,1210.0400924686,1058.6000709532,1137.8600769042,1137.5800781248,1074.9600753784,1229.200084686,1155.2000808716,1026.8400802611,1022.7200660707,1081.0400772093,1163.1800880432,1088.480079651,1199.3200759883,1091.0800743102,1076.2600708011,1166.5200843811
C17:0,-0.01569192363983132,13.930991536816281,0.05910595730188106,0.807914632119483,0.9004881837165071,269.3 -> 269.3,FFA,169672.511611924,163777.232574457,178457.572418249,170524.192535422,164165.871368409,186554.433242784,183814.473495531,173262.531768816,165572.511550893,161028.452117925,183650.492889427,191763.953826883,188036.173553472,166406.231384267,151410.670288096,137929.070510892,40828.862838747
C22:0,0.014281360971178002,13.593923887322731,0.04894762749790971,0.8249047033120086,0.9096870620061659,339.3 -> 339.3,FFA,144824.810279841,139063.650268542,143651.150039697,138303.349838248,138198.870864861,143364.09005737,130906.309555048,124099.508254991,135372.829833997,127886.009048475,152796.370803843,147376.370170614,145087.570053088,120192.508453356,112101.568008403,105137.287567142,51079.543594373
PC (40:2),-0.01466692722450394,6.857975289542303,0.04669330278252648,0.8289204536972071,0.9096870620061659,842.7 -> 184.1,PC,1119.4200897216,1173.9000968933,1268.2400856014,1145.3000831601,1094.9600753784,1219.2400856014,1285.80009079,1209.0600891112001,1102.3400764463,1102.3600807191,1213.400089264,1115.9200820921,1310.5200881958,1087.3000717163,1115.4800796509,1151.1400833128,1965.1601486205
PC (44:10),-0.015298012441703361,6.8706017039864715,0.051034742164816294,0.8212724286516263,0.9096870620061659,882.6 -> 184.1,PC,1241.9800872805,1282.1600914005,1146.1400833128,1172.2800827022,1183.8400840759,1201.7600936885,1291.8401107786,1475.7201080325,1287.3200912481,1203.1000747682,1159.640079498,1154.5800933837,1249.0400924682,1206.4200859076,1127.0400848388,1278.0400772095,1145.7400817868
Lyso_PC(18:1),0.0120451739047209,8.556104695025187,0.033785849846196925,0.8541630791396781,0.9141228622125768,522.3481 -> 184.1,PC,3869.3002815264,2999.8202056887,3893.0602455144,4514.0603446974,4660.9203567494,3913.3002662667,4701.6003417969,3937.4602813736,4125.2002410872,3995.1002502432,4219.3802719117,3487.2002830495,4499.1602973934,3535.5802307129,3325.4002532955,3644.6002578742,3729.0402374264
Lyso_PC(5:0),-0.013804578464264491,6.981652417208869,0.04182172385851857,0.837959976287107,0.9141228622125768,342.1603 -> 184.1,PC,1426.4800949091,1291.1400985722,1162.5800743104,1394.4600906374,1418.2001075747,1426.8001022337,1353.3400917047,1265.4400978088,1269.2000999458,1274.84009552,1375.1200981137,1231.5200996402,1400.8801002502,1269.1600913999,1178.040081024,1374.9400939936,1374.2000923164
PC (38:6),0.012206671511363643,7.5730721677482995,0.0337121573242154,0.8543204319743708,0.9141228622125768,806.6 -> 184.1,PC,2177.4801521299,2161.3601722717,2109.8401451107,2248.9401664735,1853.5601310731,1991.9801597588,1992.1201248177,2068.6601600642002,1925.6001243589,1858.6601257314,2141.4601478559,2193.1601600636,1837.1001358025,1943.7201232909,1945.2201423646,1918.6801261901,1498.7001228325
PCo(40:4),-0.012426875179833173,6.912682619560238,0.03372823399232061,0.8542860889273378,0.9141228622125768,824.6 -> 184.1,PC,1420.3800964359,1164.2600746154,1473.1201019287,1178.6200828549,1367.2400894169,1208.540084839,1129.4600715636,1233.8400878906,1318.2801017762,1256.6000709529,1113.8000793455,1283.2000923156,1245.2400856019,1119.9600868224,1274.1000862124,1210.7600936887,1438.5000877385
SM (d18:1/26:1)17Z)),-0.012977022683565285,6.847394509141841,0.03658298245662017,0.8483165835974853,0.9141228622125768,841.7 -> 184.1,PC,1137.3200798034,1094.3400650024,1457.2801017764,1215.7400856019,1165.2200851435,1173.6600914003,1192.2000923153,1166.8800849914,1103.540081024,1324.6400909419,1082.1400680543,1261.2601013185,1168.240070343,1074.6000785828,1110.560070038,1145.9200744628,1631.9601097123
PC (42:3),-0.010133610189570425,6.8211990951874695,0.02231464644747927,0.8812531002736678,0.9382495694455966,868.7 -> 184.1,PC,1139.6000938416,1206.4200935362,1297.0600967409,1298.9400863648,1195.6600837706,1165.3800888061,1110.3600769045,1227.0800933838,1209.6200866699,1150.0400810242,1112.360080719,1264.960102081,1121.0400848388,1190.5000801092,1112.0000648497,1133.0400772095,1175.7200889584
PCo(36:3),0.009378184413719317,7.085054534065763,0.0194116741775634,0.8891927156422704,0.9420160452843855,770.6 -> 184.1,PC,1434.3600997926,1453.2000923157,1248.7600784304,1281.0600929261,1361.0400886534,1577.9001197809,1698.580123903,1531.8001213065,1435.2800979617,1327.5600929266,1559.9001274096,1279.0400848389,1554.4001083381,1391.1001014707,1171.1600837713,1297.3600921632,1579.2001075741
C18:2,0.00796186344847565,11.102059295966155,0.015147197624550301,0.9020485378519948,0.9509280152725462,279.3 -> 279.3,FFA,26306.1618499737,26282.6819114675,23332.0216598514,22517.8215713469,24553.8617134122,25213.8417053246,22146.1615829469,22737.3615875215,22948.3416214032,22586.9615631127,26749.2420005806,25386.8617286687,23982.0417861948,21780.8815765389,20356.5214347818,20181.4814910889,14117.1009483347
PC (38:8),0.007881660619077198,7.006345864453565,0.013628658871429167,0.9070646277676907,0.9515285801092442,802.5 -> 184.1,PC,1229.7800865174,1455.9600906366,1172.7400894163,1392.2001075745,1320.7200889591,1407.9801025394,1550.4601135252,1250.0400848384,1231.580078125,1415.1800994867,1410.1400947573,1154.8200798033,1421.6800994872,1173.900096893,1244.4600944519,1208.9800834654,1868.3601455672
PCo(38:6),0.00655413427952608,6.982114228887628,0.009411252154679417,0.9227171758036204,0.9577342548146116,792.6 -> 184.1,PC,1262.0401039125,1273.1000900268,1313.760086059,1374.9600906374,1450.4000968936,1255.6000862131,1269.0400848387,1403.7800979614,1247.0600852966,1248.8200950619,1430.2800941468,1315.4200973515,1207.600082398,1224.2800941462,1268.4800834657,1164.6800880433,1812.2601394659
PCp(36:5),-0.006728421329180594,6.8708757446676385,0.009849536894242839,0.920943878887485,0.9577342548146116,764.6 -> 184.1,PC,1213.9600868228,1280.7800827024,1253.7600975028,1190.1200828553,1169.0200805666,1294.7200965881,1184.0000762939,1192.8800773622,1152.7400817865,1086.2400894164,1139.2600822448,1210.8000869752,1249.1200866702,1165.6000785828,1150.9800910948,1245.6800918581,1663.080127716
SM (d18:1/14:0),0.006226705030393296,7.084578447276443,0.00853165308205206,0.9264064988160029,0.9577342548146116,675.5 -> 184.1,PC,1299.2200889586,1149.8600807191,1555.9201087949,1359.0000953677,1359.920101165,1320.1000938421,1752.0601348885,1363.9600982672,1388.5801010122,1574.6401062016,1268.380069733,1461.0001029962,1203.800086975,1373.6001014717,1192.100082398,1168.3000793461,2427.7601699828
C16:0,-0.0038615099583839316,18.586759464931852,0.0035817872994812205,0.9522766676750221,0.9754645672042409,255.3 -> 255.3,FFA,4704654.3965445,4444880.30819628,4647656.61456518,4542500.02658069,4330468.03765719,4458976.82421947,4329151.41076552,4099676.15417245,4207575.35009835,4204176.27575718,4566008.05111595,4707774.66140756,4622215.93273871,4268711.64062359,3975600.21759234,3601231.38970949,212711.674194336
Lyso_PC(18:2),-0.0037469265188707222,7.0475645155330575,0.0030918432349018588,0.9556570026802814,0.9754645672042409,520.3325 -> 184.1,PC,1458.8400993357,1588.2601127635,1509.1201057435,1227.1400947569,1313.3000984191,1311.3200950629,1435.4201011658,1383.220096589,1440.9801101687,1133.3400840757,1260.8600883487,1415.5401000987,1343.6600990303,1283.6400871276,1544.1201095582,1349.9601020808,1539.0000991827
PC (40:3),-0.0034037004828120646,6.93493680249134,0.002533310757984353,0.959857819537931,0.9754645672042409,840.6 -> 184.1,PC,1342.140094757,1192.9400863649,1140.1400756837,1524.0201148991,1197.8400955199,1364.1800918583,1295.8400917053,1285.0600967399,1312.1400871278,1216.7800750738,1468.9201164243,1103.5800819397,1248.6400947571,1257.3600883483,1116.2200775147,1198.4000968937,1521.8601112359
PC (44:12),-0.0032567717024318808,6.758017475856243,0.002295144406568639,0.9617898302808169,0.9754645672042409,878.6 -> 184.1,PC,1123.3800849915,1315.8600959772,1105.4400901794,1067.160079956,1140.9600791931,1080.8000831602,1091.4600830077,1329.4201011662,1139.5600852965,1103.0000801084,1135.3600845337,1060.3400726317,1090.6000747679,1128.9200782774,1078.2600669861,1143.300075531,1109.660079956
PC (42:10),-0.002044609383669298,6.723091821155672,9.01628246048336e-4,0.9760454201622998,0.9806277930269116,854.6 -> 184.1,PC,1167.4600868224,1079.8000869751,1052.1000709534,1121.2800750732,1126.2200813294,1200.1200790403,1154.8200836185,1061.9400787354,1069.2800827024,1090.960075378,1040.9400863646,1091.2400665282,1084.9800834655,1101.6600723264,1072.5200805663,1036.880077362,1247.7000961304
PCp(40:6),0.002406916970278567,6.967841118154237,0.001267887535277623,0.9715954009944865,0.9806277930269116,818.6 -> 184.1,PC,1186.0000839231,1312.040096283,1363.440093994,1266.7400932308,1323.0000915524,1436.9400787361,1244.9000854486,1334.2200889593,1126.020072937,1460.1600875856,1159.6000900264,1239.060085297,1202.6400947572,1251.2400856021,1199.4800872803,1355.3400840764,1836.9801177975
PC (36:5),0.001108690712268188,6.914521541216366,2.6832106610363837e-4,0.9869308294481317,0.9869308294481317,780.6 -> 184.1,PC,1249.6400947571,1521.1401252745,1320.0600891111,1258.520095825,1179.9000778197,1225.6800880433,1196.1000823976,1210.0600852969,1292.3200912471,1160.5600776672,1312.5601005553,1239.2200927738,1080.3000831605,1287.7400894161,1246.4200782778,1105.480079651,1590.3801193226
