lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,EKO-C1-Media_r1,EKO-C1-Media_r2,EKO-C1-Media_r3,EKO-C2-Media_r1,EKO-C2-Media_r2,EKO-C2-Media_r3,EKO-C3-Media_r1,EKO-C3-Media_r2,EKO-C3-Media_r3,WT-C1-Media_r1,WT-C1-Media_r2,WT-C1-Media_r3,WT-C2-Media_r1,WT-C2-Media_r2,WT-C2-Media_r3,WT-C3-Media_r1,WT-C3-Media_r2,WT-C3-Media_r3,blank
PCo(38:5),0.06863260160029833,6.937829839140638,0.9532156326705383,0.3289021341394791,0.5629529696242618,794.6 -> 184.1,PC,1265.5000953675,1421.2801055907,1319.1200904842,1252.6200904848,1374.1400947572,1467.8601036064,1299.8601036071,1367.8200950621,1572.4401206961,1480.9201164252,1419.9401016231,1485.06010437,1337.5600814817,1180.0000801084,1497.8801155086,1223.4200782781,1467.1001052849,1496.0401039125,1447.9601135259
PCo(40:5),0.0674444215218872,6.994497952387652,0.9228814501847964,0.3367195332332033,0.5629529696242618,822.6 -> 184.1,PC,1239.5600776674,1361.0200920103,1377.1201019279,1565.5401077271,1285.3400878901,1398.3600921636,1648.440120697,1298.8800811771,1647.5601272586,1302.7600975029,1531.4601135247,1459.3400955201,1332.100078583,1590.7601051323,1765.3601074217,1336.2000961295,1192.9600944519,1589.0801048268,1533.1401023864
SM (d18:0/26:0),0.06856642872953125,6.742875352145212,0.9424843335944288,0.33163975254684297,0.5629529696242618,845.7 -> 184.1,PC,1192.4800834656,1301.3600845335,1187.9000854495,1098.800075531,1221.9000930792,1146.4400863645,1185.7400856019,1283.2400894161,1208.2400856016,1094.1000747682,1170.2200736995,1276.9000892637,1352.2800979612,1367.7200965882,1274.5000877381,1082.0800857544,1209.900081634,1213.4400825505,1175.8600730891
PC (44:2),0.0673198175333908,6.619528062001012,0.902073408090466,0.34222636199519496,0.5677243524571451,898.7 -> 184.1,PC,1081.9000778195,1120.0800743102,1202.1600914,1091.2800865174,1079.8000793455,1061.6400756837,1080.8800811766,1107.2400741577,1067.5000724793,1078.580078125,1108.1400756834,1161.3200759888,1056.3400726319,1104.0200805665,1122.3200912473,1209.620082855,1165.8800773619,1090.0800743103,1157.5800895688
C20:5,-0.06122201526101052,11.441633649582062,0.8108013890044106,0.36788342583236855,0.5831633565046435,301.3 -> 301.3,FFA,30750.2421989399,29937.6821365347,29152.0421028119,28052.3621482845,30067.3621597309,30090.1420478821,32574.9822654669,31606.9023742703,31434.7022285442,33859.7823524396,33908.2222900371,34124.0425262477,34197.842239387,34654.1025009207,34835.2425117474,32318.8222045874,34211.162502291,33080.2622413607,20526.2014312782
PC (38:1),-0.06351626605976468,7.296521089141037,0.8257105386968284,0.36351581136620725,0.5831633565046435,816.6 -> 184.1,PC,1662.820121765,1568.9201164246,1466.3601036074,1808.6601142875,1654.3401260376,1351.760105133,1640.8401184075,1522.960098267,1495.2200889594,1739.6001319875,2320.100196838,1758.6601181016,2030.9201698311,1560.0201110845,2049.6201400737,1354.2000885011,1576.040122986,1461.9400939943,4048.800292968
PC (40:1),0.06526216360693739,6.661035043605079,0.8487064151425336,0.3569185443735341,0.5831633565046435,844.7 -> 184.1,PC,1238.3000831602,1113.7200813292,1175.4000892639,1119.5600662234,1154.8400802613,1043.8400726319,1032.960071564,1049.560070038,1089.4400749207,1182.6600761419,1064.6200790405,1166.7800827022,1208.5400848386,1074.6000671385,1136.9200706483,1168.2200851441,1058.0000801087,1179.9000854497,1537.4201049805
PC (42:9),0.06489223393950358,6.583496286490397,0.8363087812013639,0.36045459965551074,0.5831633565046435,856.6 -> 184.1,PC,1075.6800765988,1044.5600624085,1093.5200767517,1100.1200866695,1025.6800727841,1023.8000679017,1085.94008255,1032.2400779721,1139.9000778195,1065.4800796509,1157.0600776676,1152.9800910951,1056.0400810243,1203.1200790405,1029.0400772092,1055.8400688171,1070.2000846861,1048.0000801082,1175.1800880432
PC (44:0),0.06454475107665418,6.616512619443581,0.8291593679338609,0.3625157191931242,0.5831633565046435,902.8 -> 184.1,PC,1098.9000701905,1095.8000831603,1066.2400741579,1078.6600799559,1083.4000778197,1182.4600830084,1068.2200736999,1083.3600769044,1112.5400810239,1111.6800880431001,1100.5200805664,1142.2000885012,1211.0000915524,1078.7000846861,1140.0600738521,1118.2800827026,1094.8800811765,1098.9200820924,1137.26007843
SM (d18:0/14:0),-0.06373402255091377,6.899326002679543,0.8197753254387532,0.3652458635750938,0.5831633565046435,677.6 -> 184.1,PC,1349.5401039122,1234.4600944518,1181.080101013,1186.2600936889,1301.880092621,1253.5800819392,1406.6600914003,1169.5800743106,1262.680095673,1468.5801048277,1355.9000892637,1406.780109405,1534.9200935369,1467.7001075743,1572.6401023868,1107.2600746154,1270.9000854498,1500.000114441,1732.1401100164
C18:3,0.0601020606264492,10.636682887793716,0.7796090547208934,0.37726073141201455,0.5892977848333658,277.3 -> 277.3,FFA,19927.9814567547,18179.5612716674,17744.3411941546,17766.8412780715,17384.1611862168,17228.5212326027,19042.981384278,19372.7414283762,16955.1812133789,17841.0812873831,16979.8612403877,18146.3013000506,19341.2413673409,20125.4014778111,19846.3814201345,19108.7813606248,17206.0012092573,19143.1013641344,11279.7807998686
PC (42:10),0.06261441500222469,6.6092131550849045,0.7796524700921745,0.37724744785351305,0.5892977848333658,854.6 -> 184.1,PC,1130.6000785824,1075.7000808713,1064.1800727843,1066.9200630188,1065.3400802613,1081.8400650024,1056.9400749207,1150.7400779728,1073.3000679017,1203.4200744626,1042.7600631715,1061.5400848388,1065.6800689698,1111.3200836182,1144.2400779726,1123.6400833128,1054.7600669863,1192.1200904846,1247.7000961304
PC (40:10),0.061181412297958176,6.67437523371966,0.7473192014927021,0.3873263169717997,0.600636462550472,826.5 -> 184.1,PC,1167.9800949095,1238.6200866702,1098.720081329,1101.9000778197,1117.9000701903,1118.2200775145,1079.3600730895,1179.4200897216,1140.4400749208,1178.6600914,1307.3000907897,1067.0000724792,1121.340084076,1150.1600723266,1185.9000854497,1178.6000862122,1134.1200790404,1177.2800865175,1235.7000961304
PC (32:5),0.060618493006925095,6.775792641477784,0.7376514696565941,0.3904142362701148,0.6010693997252127,724.5 -> 184.1,PC,1192.9800949095,1097.6000785827,1243.1600875854,1209.9800872803,1192.5200805666,1122.3600769042,1251.2000885007,1315.7800903324,1369.3400917053,1211.0800743107,1050.5600776672,1189.6400947569,1247.320098877,1266.8601036071,1295.0800933832,1486.5401229857,1197.8600883482,1320.6800994872,1323.16009903
C24:5,0.05634488016322083,13.51387620719613,0.6884186119864353,0.4067027907640101,0.6174958149398313,353.3 -> 353.3,FFA,143394.389343254,137326.529518125,133283.069801346,125518.548355107,124617.529411325,121112.048431412,153128.070884706,148712.71026609,139404.489501954,132069.549697858,124342.929428093,120137.388748161,157452.150794955,155235.030700705,146365.330337551,141145.710140193,141347.309875492,141713.970306421,27545.1619339023
PC (36:6),0.058770143997134115,6.644337230509112,0.6879729303148912,0.40685471918932814,0.6174958149398313,778.5 -> 184.1,PC,1013.7000732423,1081.1200790405,1191.6000862121,1157.9600677489,1114.8800811767,1095.6200828553,1050.3400726319,1144.8200836181,1092.2800788875,1084.1400718689,1190.1400833134,1088.380077362,1147.3200759886,1163.2800865168,1052.660079956,1132.2600936892,1196.1800842286,1159.0000801085,1371.6601104736
SM (d18:1/18:1)9Z)),-0.05678513539601984,7.666872833584759,0.6702854537245457,0.41295210258823484,0.622336267280861,729.6 -> 184.1,PC,2246.5001335142,1945.7601394652,2062.800151825,2049.160167695,2257.3001785294,2218.7001571655,2103.300144195,2290.960170746,2307.1801414495,2886.0001945493,2588.1801681534,2824.44017792,2428.6801795962,2059.4201583868,2487.6801757825,2165.4401626584,2054.1001663202,2176.0401535045,2693.7602157585
Lyso_Sphingosine-1-phosphocholine,0.05668248693672574,6.764149565294096,0.6442720918273483,0.42216803141255055,0.6230617842916264,465.3379 -> 184.1,PC,1155.960090637,1127.8000831606,1053.9200706482,1224.8400955202,1325.6401062008,1147.8800811765,1223.7200965876,1176.9600715632,1382.5200881951,1193.7400856021,1235.1400947576,1210.1800918574,1140.5800781248,1169.0600891118,1233.1600990294,1263.1200866705,1173.5600967406,1504.7601165777,1459.2001075741
PC (34:6),0.057294400936535,6.630320641596999,0.6533944006295909,0.41890170067101967,0.6230617842916264,750.5 -> 184.1,PC,1140.9400825499,1091.1000823975,1086.840084076,1180.3400840757,1118.3800697327,1028.0000762938,1043.4400672913,1103.2400856012,1060.6000823975,1156.4800834657,1105.0000724789,1078.6600761414,1124.3400917054,1146.4600906371,1137.0600814819,1122.2200660705,1081.9400672918,1178.2000732428,1342.5800895687
PC (40:7),0.05708374662412739,6.699830629396648,0.6511001388084807,0.4197196256635078,0.6230617842916264,832.6 -> 184.1,PC,1191.9000968929,1223.4600830077,1152.6000785825,1109.2600860594,1082.5200767514,1098.7200851441,1207.6600913998,1145.2600784304,1124.3000793455,1168.2200737001,1186.7400970458,1382.6800994877,1064.920070648,1196.200092316,1196.8600959775,1103.1600914007,1143.5600776672,1178.2200737001,1431.160095215
C18:1,-0.05297672683706884,13.137399221243877,0.6084454734073006,0.43537371792750457,0.6247732439309625,281.3 -> 281.3,FFA,112253.888351429,99280.9068756333,93560.126136783,93202.3259582368,93557.5264587277,92620.2264480346,113314.548332184,108328.467544574,101094.387382531,113441.56808474,105922.94797515,97924.586822522,118841.168022181,116855.048336037,117175.20861054,112374.608390793,110282.547431907,112267.087894424,27126.7419319159
Lyso_PC(10:0),0.05523420637278536,6.948852387020894,0.617768194295806,0.43187784992626965,0.6247732439309625,412.2386 -> 184.1,PC,1496.7200965875,1128.8800888062,1185.6600952149,1301.7800941465,1233.1400833127,1530.5200996401,1668.1801223756,1342.6001052861,1521.5401191708,1379.7201080327,1522.0600852975,1493.7401123043,1526.960121155,1444.4601020811,1249.2400970458,1281.6000862119,1587.8201293937,1266.140083313,1438.1001014708
Lyso_PC(22:0),0.05394429330693643,7.146259792292521,0.5940827527001602,0.44084467211951095,0.6247732439309625,580.4264 -> 184.1,PC,1356.0000953671,1658.8801155091,1475.4001197822,1377.4000930791,1700.0001182546,1928.0201416006,1661.9001197826,1381.9400978081,1559.1801109306,1553.0801124573,1505.8601074215,1637.3201179495,1610.8401107769,1985.4201431278,1615.660118103,1768.9801330566,1329.7600860595,1541.3401031483,1851.7201271059
PC (42:0),0.054746854235599086,6.628759915287252,0.5967198289100311,0.43983230386900524,0.6247732439309625,874.7 -> 184.1,PC,1075.8000793456,1109.9800834654,1071.9000816347,1126.5400848388,1088.0800743104,1070.1600799559,1096.620082855,1115.4400787352,1118.2600822448,1081.1200752257,1161.3400917048,1161.4400787354,1081.0400772093,1115.76007843,1171.9800872801,1129.5800819394,1119.1600723266,1144.7600708009,1257.8400917051
PCo(42:6),0.05447574440466269,6.950415417376522,0.6011518551745745,0.43813887833967735,0.6247732439309625,848.6 -> 184.1,PC,1336.4200973502,1301.9600830082,1575.0801048289,1164.7200813295,1325.5401000976,1432.9600982662,1520.2401161196,1429.6201095576,1382.1201057438,1364.1200904845,1369.4201049803,1443.2801055904,1353.3400993341,1441.0801162723,1691.2801284794,1456.6001205449,1336.7000999446,1383.3200912483,1308.8400802607
SM (d18:2/18:1),0.05541342876538895,6.71967835571582,0.6145533601679589,0.43307852243396916,0.6247732439309625,727.6 -> 184.1,PC,1165.6200828556,1238.0401000982,1179.3400840759,1154.0000915525,1189.8400917058,1117.2400779725,1182.2800827026,1182.7800865172,1136.5800819396,1288.3400878902,1172.6400833128,1182.3800926209,1243.4600868225,1109.4000816345,1150.5000801089,1264.1400909423,1243.9800949096,1194.5200881959,1281.7000923161
PCo(40:4),0.05241765182231611,6.8251584321774255,0.5528353540952793,0.4571614787922358,0.6436352398785425,824.6 -> 184.1,PC,1342.1600952147,1325.1800918582,1318.7600784294,1331.5801048278,1280.8000984194,1266.3400955199,1232.0800781254,1130.4800758366,1073.0400772095,1166.4000778193,1390.280094147,1443.0400886542,1257.5000762933,1268.7000846864,1374.5000877378,1287.9200935363,1218.6600875852,1256.2200927738,1438.5000877385
PC (32:3),-0.05104873826112216,7.331266923922385,0.5361057793556476,0.4640511137834118,0.6490649565336609,728.5 -> 184.1,PC,1827.2801284796,1612.6001243591,2108.5401535043,1700.2801094048,2023.5801391599,1538.30009842,1872.8401374814,1720.8401184092,1223.5000915528,2135.7201423645,1818.1801261901,1986.6401557931,1931.7801437363,2063.240127563,2110.900157928,1685.2801132203,1610.460132599,1988.240161896,1750.7001152051
Lyso_PC(14:1),0.050588292115955474,7.1811900123157315,0.5237332612679779,0.4692535090702813,0.6519480043257369,466.2855 -> 184.1,PC,1489.42009735,1752.5401306149,1854.7401313777,1580.8000946039,1549.6001167307,1564.3400993346,1536.8801002513,1610.9401283271,1753.7801208491,1755.0001068108,2108.9001579292,1636.7001266483,1611.2401161192,1574.5200996397,1503.8000946044,1799.9001235965,1809.9401435852,1374.1800918578,1330.6001091004
Lyso_PC(17:2),0.050365652432397684,6.786076473104492,0.5097391075492688,0.475251816237453,0.6519480043257369,506.3168 -> 184.1,PC,1334.3600921638,1127.1000785829,1183.3600921629,1236.2400856018,1092.0400733948,1153.8200912474,1394.2201004037,1299.3000946047,1286.3400917056,1435.8801002506,1179.4600753783,1140.7400703434,1193.0400962827,1098.1000785828,1355.6800956732,1403.64011383,1232.6600990291,1414.9001235961,1191.9600868227
PCo(40:6),0.049712884082510754,7.839122381258543,0.5167921727758937,0.472213266727209,0.6519480043257369,820.6 -> 184.1,PC,2981.4802055359,2412.3601875324,2406.3001518243,2220.3401527406,2232.7801818856,2826.3002090446,2951.9601707454,2823.9002075192,2659.1801948556,2181.3601570121,2416.1601791384,2674.6002006538,2348.5201873782,2702.3402023325,3518.9802627559,2953.3602180472,2547.340156554,2921.0802345282,1488.8201065067
C22:4,0.04731778892265385,11.406826303169153,0.4843150747472862,0.4864742390321355,0.6630922748590891,331.3 -> 331.3,FFA,31706.8022155704,30817.0022964422,29883.8221282941,28633.3219375632,28337.9620094278,30242.1421661377,32805.0423965465,32849.6821899402,31782.9023513757,30973.3621139518,31310.502128602,29800.5220947234,32492.9021911571,30977.3021621699,31522.6820220941,34255.2423210183,31997.6624183651,33097.2223968548,20940.6414222699
PC (44:6),0.044337792794636205,6.624754287899504,0.39155308907291086,0.5314841599822507,0.7155136209479159,890.7 -> 184.1,PC,1142.2600784302,1152.4000816346,1054.7200737,1078.5200653076,1067.9200782776,1136.7600822448,1082.6400794982,1102.4200782775,1072.320072174,1171.300086975,1091.0400848386,1083.0600738525,1091.8200721743,1095.5600891112001,1095.0200767519,1103.6600761414,1227.9000854489,1295.0200996393,1079.8000717161
PCo(34:4),0.04430537204306623,6.6521377241149215,0.3912941339592457,0.5316199333211151,0.7155136209479159,740.6 -> 184.1,PC,1027.2000732423,1156.9400711063,1137.0400810246,1332.5200920101,1045.3800582889,1033.9600715639,1083.6000823975,1020.2600708006,1143.5000915528,1318.7601013185,1065.7000846862,1119.6400794985,1269.5200843809,1161.2200736994,1151.4400939938,1196.8000869748,1025.520072937,1054.4200782776,1298.9200935361
C18:2,-0.04194548453621183,11.213359151309026,0.380421374612645,0.5373778100441629,0.7187428209340677,279.3 -> 279.3,FFA,27692.2619590729,26566.5019111638,26035.1417465268,25331.1618385304,24404.3416938816,26033.40193939,27937.9220123274,26992.7419662495,25685.5217666594,30830.442100531,27684.3219718975,27887.2419433557,27719.6820907641,26607.1618957447,25450.8018493659,33122.7422790515,31769.2221527066,29135.7821083054,14117.1009483347
PC (30:2),-0.04186341621680116,7.505134204268428,0.3626800672449271,0.5470215492583191,0.7226087132177796,702.5 -> 184.1,PC,2161.2601470948,2192.5401573167,1859.52014923,1921.540161133,2213.5601615907,1884.4201164239,1945.0001487743,1645.9601211554,1850.9201202393,2322.8601455695,2467.720161439,2286.5801658638,2041.6001548771,2391.0401802074,2476.3001289369,1787.6801261909,1781.5801353461,1933.3201293939,1994.9601326001
SM (d18:0/24:0),0.042441048131750626,6.934222861330641,0.3636543749361607,0.5464836607810557,0.7226087132177796,817.7 -> 184.1,PC,1444.9400939941,1375.4800872805,1245.8600921638,1178.1200790405,1347.3400802605,1334.5800971994,1182.8600769043,1453.5801048276,1256.0800895687,1345.3601036071,1466.7601165775,1397.1800918581,1519.3801078792,1197.7800750733,1264.7000961303,1428.5200958252,1334.8800926211,1309.7200889588,2306.9801673888
C20:4,0.03932106336920956,10.891312168268245,0.33400034634193787,0.5633129797449367,0.7395642801559291,303.3 -> 303.3,FFA,21353.4415168751,21944.7416954014,21986.801509859,20570.8214035033,20144.3013420112,20969.0214653012,21590.3214530936,22578.2616386401,22636.441616055,23287.6816101054,22444.601570128,22336.6416091916,21956.5616264317,23270.6016807554,22692.4815063471,21223.0615272546,21849.9015769987,22581.921524045,13304.8209495521
SM (d16:1/22:1),0.03960060779184275,7.426821259398777,0.32336755111061066,0.5695908636974755,0.7410468603926937,757.6 -> 184.1,PC,2124.6401443481,1809.7201156604,1969.6801376343,2128.3401412962,2078.1601486199,1740.9401245114,1518.5200996401,1626.9601173397,1856.160133361,2141.3601531985,1903.2001075748,2184.4601783771,2135.1801490774,2030.660163879,1824.1801300052,1778.4601440424,1581.4600982669,1983.1401557922,2675.6801986686
SM (d18:1/14:0),-0.0396996546922491,7.0793145342971275,0.3203990879646774,0.5713679063775443,0.7410468603926937,675.5 -> 184.1,PC,1326.1800880436,1486.3801002501,1260.0400886529,1461.360095978,1339.70009613,1509.220108031,1632.5801124586,1412.220108033,1326.5400886539,1339.1200981143,1983.0801544176,1680.960105897,1287.6600952147,1666.8201179503,1561.3201065057,1235.6600952143,1854.2801437372,1411.7200965883,2427.7601699828
Lyso_PC(22:6),0.03928064501033925,6.755648587270452,0.3092867970713229,0.5781181652109882,0.7452848635852499,568.3325 -> 184.1,PC,1200.5400848387,1182.1400718689,1234.1600761413,1180.9200820923,1082.4400787352,1176.1200828552,1174.300086975,1187.3000831604,1278.7800827023,1372.3000907899,1113.6000938414,1254.6600837703,1281.7000885013,1391.3400955199,1142.3600845337,1235.3200874328,1219.1200828553,1121.6200790406,1440.7400932321
SM (d16:1/18:1),0.03832946914692895,7.247008929083327,0.3009499247412677,0.5832875152784397,0.7474462770633898,701.6 -> 184.1,PC,1886.7401618953,1722.8001136774,1818.4401092535,1679.8801231383,1775.9401168824,1417.9401092534,1777.7401313786,1480.0001106263,1320.920093536,1712.9601020832,1938.2601356512,1988.9401397715,1702.4001350405,1909.0601577748,1552.3600921624,1442.6200904854,1721.5401382452,1527.8001022341,2382.4401588444
PC (32:4),0.03822543509048959,6.655299740737877,0.29145920650239354,0.5892869504001754,0.7506393296764139,726.5 -> 184.1,PC,1075.9400787352,1134.5800857546,1185.4000816341,1072.2200698852,1085.4200744628,1116.3200759886,1175.8600807186,1112.2600860598,1088.6200828551,1159.1200828556,1062.9000854491,1135.8800849914,1240.3000907898,1142.4600791927,1077.4800682071,1264.2200965888,1186.840084076,1190.2400894167,1178.9600753785
Lyso_PC(24:0),0.03601713832996803,6.720927416647381,0.2593708491786888,0.6105527195899356,0.7685615764808142,608.4577 -> 184.1,PC,1093.2400817869,1193.6800880434,1104.2800674439,1076.5800743103,1192.0200881959,1083.2600822447,1227.8800888056,1156.1000900267,1214.3600921631,1191.3200912479,1167.2200736999,1170.520080566,1148.5200805663,1262.4200820926,1169.1600799559,1342.5801010127,1056.6600723268,1275.4200935363,1608.9201240539
PC (42:5),0.03587018471513153,6.8723575647733846,0.259679163817097,0.6103406592323971,0.7685615764808142,864.6 -> 184.1,PC,1379.4401016236,1502.4401245121,1236.5600967407,1174.3200874329,1195.9400825498,1369.5400924681,1348.4400825498,1340.5001029963,1183.1000823973,1554.7801170349,1521.1201133721,1351.1401023854,1242.8600883484,1253.7400932313,1463.6401138304,1232.0600852966,1302.6600913997,1314.3801002499,1250.2800865176
SM (d18:2/20:1),0.03558108354624807,6.773969936441744,0.2542030894728988,0.6141309793374731,0.7685615764808142,755.6 -> 184.1,PC,1386.0800971987,1171.7400817874,1150.860080719,1115.2400779729,1147.6000823975,1294.3800849914,1211.3600845339,1185.2800903314,1264.5000839232,1269.2200927737,1526.6801071178,1386.5200958248,1452.1600952159,1240.1800880432,1171.8600845341,1095.9800834654,1107.7800827027,1148.1600837709,1233.0800857543
Lyso_PC(22:2),0.03397535540508341,6.745719944927405,0.23139281669010714,0.6304929936169763,0.7701149496454026,576.3951 -> 184.1,PC,1268.1400909422,1205.3000946046,1113.4800758361,1235.6200866707,1061.7800712584,1189.3800811766,1212.1200714113,1063.8200759888,1335.6600990288,1097.300075531,1086.4200782775,1387.5400848387,1357.4601020807,1206.4200935364,1174.2600936884,1232.2200851445,1289.7600898739,1323.3001098629,1251.6400833125
PC (34:1),0.03244532937347407,11.152578432528417,0.22752438544667086,0.6333655660635087,0.7701149496454026,760.6 -> 184.1,PC,30929.861907959,27544.3017845186,22509.0017700045,22280.521690365,24215.0616760342,24461.1015815834,19967.1012382607,24549.6615447913,21445.0613784852,30973.782451638,28954.8821525591,32320.3222579894,25845.3219680783,26292.0819549552,24914.8415908846,18831.5816841051,21431.1218414306,18393.1012382601,46707.243446354
PC (34:2),-0.03365765877141538,9.600596458591513,0.24290895497178155,0.6221129636452536,0.7701149496454026,758.6 -> 184.1,PC,9023.8005485431,8555.7806930514,7939.9606666525,9064.5806999157,8522.2606925943,7151.5004234325,6910.720443727,7212.9206047043,7137.1005935664,10673.5606651259,9561.4007186862,10340.4206810016,8842.500701903,9165.7006568849,9424.8008079574,6965.7005195592,6444.5403289769,7027.5405311585,18247.5612678524
PCp(40:6),0.03468020942586973,6.773876374522345,0.24101530412279182,0.6234737684887668,0.7701149496454026,818.6 -> 184.1,PC,1112.9600791929,1239.0800819397,1101.3600730895,1231.3200874328,1144.7000732423,1313.5401000984,1248.6400909426,1118.0400848388,1127.8400726317,1186.5000762935,1233.1200828556,1308.6400947575,1215.6000785823,1274.3600807193,1221.7000923159,1303.1400947572,1274.8000869751,1093.0400772094,1836.9801177975
SM (d18:1/24:1)15Z)),0.033018759470303874,8.894144588240314,0.23182146336958454,0.6301765176315746,0.7701149496454026,813.7 -> 184.1,PC,5613.3604774482,4846.5203094483,4830.6603431708,4524.3203392037,4239.7002601618,5084.2403793326,4365.6403160103,5011.7803535459,4325.5602760316,6173.1604080202,5666.9003524771,5666.560394287,4475.100357055,6202.5404815688,5105.1803512583,4231.3402023324,3845.3003273015,3457.7202682496,15759.3212776419
PC (34:4),0.03262426037745552,6.981141192769045,0.21584605750446428,0.6422234071565008,0.7764734979180292,754.5 -> 184.1,PC,1243.900089264,1189.5000877378,1149.8800849914,1690.9401206981,1290.8000793461,1738.6601295469,1403.4400978089,1328.6400833131,1537.3801078799,1270.2801017762,1366.6400909413,1357.4400825501,1996.5801582338,1448.4001121514,1481.8401222237,1615.2201156606,1346.9001083378,1279.7600975042,1440.2400932316
PC (40:0),-0.030290991536810998,8.264559694343795,0.19371242013315282,0.6598445977771208,0.7932963141814823,846.7 -> 184.1,PC,4034.0203056335,3591.600265502,3471.0202178956,2897.6002235419,3314.8402175905,3393.6402549745,3113.580207826,3853.1202964791,3275.0402221681,3203.0602340698,3270.340255737,3776.8202514647,4192.9802856445,4477.6803169243,5007.8203582767,3162.3802375784,3215.0402412408,3505.7002639774,1443.9400939939
PC (32:1),-0.02903854195737424,10.784294464166068,0.18205416492503446,0.6696138346363425,0.80054391403451,732.6 -> 184.1,PC,21547.501541138,19399.861083978,19345.2212371815,18560.5215110787,18902.2213897711,18370.3812446684,18142.9010391156,17486.5010490464,16115.7011909526,25152.7015762369,25246.2214241042,24702.8613967835,21612.4813957248,20968.2413749878,18795.9013862421,15247.7211265531,15297.8010826124,16337.5013160723,30069.9421653802
C22:6,-0.027509691558945924,12.342125466704875,0.16395703718035293,0.6855391933403464,0.8150299298601896,327.3 -> 327.3,FFA,59872.7042999344,55496.1639556844,54003.4640197942,54474.1436233501,55381.964065553,51093.923721311,66012.304656961,64290.564613357,60028.204071033,61810.824798556,57481.744125362,59191.564224236,67643.9648513777,62981.724311821,60656.3644409217,65661.1450271616,63952.284439087,67103.0045242417,31051.162117009
Lyso_PC(18:2),0.027119583592836005,6.978378523131221,0.14911498787873967,0.6993825461638699,0.8268942810998241,520.3325 -> 184.1,PC,1360.5601043707,1556.0800971981,1138.4800720213,1355.8400917061,1249.6000938418,1096.4800872803,1624.2601165772,1700.1801261907,1440.4000816346,1350.2801017762,1190.7200775147,1432.4601020812,1612.7401123055,1486.9401016234,1545.0801086423,1589.1201095591,1406.4401054392,1500.6800994877,1539.0000991827
PC (44:10),0.025592705436907746,6.742432851973091,0.1313195043375215,0.7170678356571725,0.8431456968716204,882.6 -> 184.1,PC,1103.7200698852,1218.8200836177,1187.6000823976,1162.5400848388,1109.8200836181,1197.7400856019,1158.4400787355,1320.2000885009,1216.4000930786,1202.40007782,1151.8000831603,1113.260070801,1324.4200897217,1391.8201026916,1179.7200775146,1229.2800941466,1353.7400970456,1268.8200988769,1145.7400817868
SM (d18:0/22:0),0.02444543938433535,7.935010561611699,0.12489985431097494,0.7237797896062649,0.8463872949494026,789.7 -> 184.1,PC,3365.3002166731,2447.7401924149,2361.4801712044,2557.9001998895,2351.2601928702,2152.9801445007,2473.4601631177,2575.7801856998,2688.1001625061,2476.2601737984,3360.1802635196,2918.4602012636,2463.2601585392,3258.0602455153,2916.5601997378,2178.0201530461,2209.580162049,2365.7801780697,5912.8204383852
PC (32:0),0.021738635564979306,9.861052587334058,0.10154271419655458,0.7499861126967654,0.8694678502923819,734.6 -> 184.1,PC,12245.1008758608,9239.6406097466,9153.9805450416,9914.2207260116,11000.4808235241,9920.1608428895,8800.9606742768,8200.4404983481,9821.0807342565,11776.7209320147,12215.5208320693,13319.9012107852,9625.5207786549,11011.4808502157,10326.3808364892,8166.0805854879,8544.7805290309,8121.4406166008,19829.7414550925
PCo(34:0),0.022160377518024185,7.178760644285747,0.10015578352520826,0.7516427677761246,0.8694678502923819,748.6 -> 184.1,PC,1595.340126039,1571.6601333614,1605.5601196289,1491.5401115411,1533.2201118468,1233.8200950623,1572.8000831608001,1483.5201034552,1633.8601074228,1705.8601379387,1736.1001205437,1894.4601402273,1653.2001380928,1529.9001083373,1533.240097047,1492.080108642,1452.500106812,1444.3801116941,3159.2202148442
Lyso_PC(18:3),0.02164551415230979,6.762211286541252,0.09400138066019537,0.7591505591749432,0.8734252319506219,518.3168 -> 184.1,PC,1155.6800765991,1137.4400787353,1290.5400924685,1187.0200843805,1240.3200836178,1179.2800865174,1230.7600898747,1217.1800689696,1120.300079346,1422.6400985723,1185.7600975041,1235.4400863647,1181.3200912475,1240.4200706482,1139.1600913999,1195.6400756838,1301.7400932315,1432.1200981135,1267.1400909421
PCp(42:4),0.021352973030368455,6.617736380430029,0.09074930554353244,0.7632267213774127,0.8734252319506219,850.7 -> 184.1,PC,1077.4200706479,1100.2000808717,1041.460079193,1164.9800720213,1029.7200698853,1043.7000808713,1148.6000785829,1107.3400802613,1009.2800788882,1084.9200782776,1196.6200866698,1110.0400695804,1261.4000892641,1182.6200828549,1120.7000923156,1143.5200729368,1045.1000709534,1101.4800720214,1170.1000900268
Lyso_PC(2:0),0.019947804923665102,6.935574190438443,0.08053489961021043,0.7765738360521396,0.883972345293393,300.1134 -> 184.1,PC,1154.0400924682,1340.0000991824,1182.9400825499,1316.2600975043,1354.3800926205,1384.960102081,1539.5800971987,1633.2601203919,1251.3400955206,1271.9800910953,1523.24011612,1368.960090637,1496.8400993344,1541.6201095574,1360.3400878902,1566.2401123039,1357.5400886534,1328.5200805671,1384.0801010132
