lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,C1-Media_r1,C1-Media_r3,C2-Media_r1,C2-Media_r2,C2-Media_r3,C3-Media_r1,C3-Media_r2,C3-Media_r3,R1-Media_r1,R1-Media_r3,R2-Media_r1,R2-Media_r2,R2-Media_r3,R3-Media_r1,R3-Media_r2,R3-Media_r3,blank
PC (44:10),-0.043354699353115,6.845117012054338,0.3677329213414282,0.5442426209598613,0.8594671854783023,882.6 -> 184.1,PC,1103.7200698852,1187.6000823976,1162.5400848388,1109.8200836181,1197.7400856019,1158.4400787355,1320.2000885009,1216.4000930786,1241.9800872805,1282.1600914005,1146.1400833128,1172.2800827022,1183.8400840759,1201.7600936885,1291.8401107786,1475.7201080325,1145.7400817868
Lyso_PC(2:0),0.04210197858183883,7.001780619262081,0.34969521123431235,0.5542857143112031,0.859544513497083,300.1134 -> 184.1,PC,1154.0400924682,1182.9400825499,1316.2600975043,1354.3800926205,1384.960102081,1539.5800971987,1633.2601203919,1251.3400955206,1272.2800941467,1409.7400894169,1396.020103454,1407.0201034538,1226.5800933837,1245.5400733949,1416.3600997916,1393.1601028435,1384.0801010132
PC (52:4),0.04286748637505433,6.709588732354848,0.3565644490755564,0.5504204712731156,0.859544513497083,1006.8 -> 184.1,PC,1124.5800819395,1109.8000793459,1087.680065155,1082.7200851442,1071.7800827027,1143.1000862122,1148.640083313,1095.740093231,1063.7800827025,1120.0200881953,1059.8000793457,1128.7800827026,1067.7000846863,1188.5800743105,1081.2200698854,1113.2200813294,1061.3800621033
Lyso_PC(13:0),0.04089814286109323,6.922031107643906,0.3285631850865176,0.5665063640674366,0.8651673842165788,454.2855 -> 184.1,PC,1219.4000854496,1272.1800918577,1058.1800689697,1334.4201011659,1326.9200973513,1398.2601013179,1358.7400932312,1260.4600868226,1362.220088959,1211.1200790404,1309.940105438,1286.700103759,1161.7800788883,1341.880088805,1179.260082245,1338.9000930785,1315.5201034554
PC (42:3),0.04124335010129028,6.838082038637603,0.33261591858730544,0.5641227853185047,0.8651673842165788,868.7 -> 184.1,PC,1303.1200942988,1185.3800697328,1194.1800918577,1192.1600875852,1303.9001007083,1146.5600776673,1134.360080719,1217.1400794982,1139.6000938416,1206.4200935362,1297.0600967409,1298.9400863648,1195.6600837706,1165.3800888061,1110.3600769045,1227.0800933838,1175.7200889584
PC (48:0),0.04037485606226344,6.693443677265458,0.31589842489231024,0.5740830306483841,0.8651673842165788,958.8 -> 184.1,PC,1107.9800796508,1079.8400802612,1109.1800804138,1142.440071106,1064.4000816347,1071.0800704956,1080.3200721742,1077.0800743104,1088.7200775148,1073.6800804138,1065.9800834658,1081.7600708009,1121.4000816344,1065.4400711058,1158.2600936889,1053.4000778198,1096.7200813294
PCp(36:5),-0.04061011288632128,6.851237120218313,0.32207743469204964,0.5703618493965378,0.8651673842165788,764.6 -> 184.1,PC,1146.7000808714,1158.8600769043,1325.1800956728,1175.4200859073,1112.3000755311,1125.6600913999,1109.3800849913,1114.3600807189,1213.9600868228,1280.7800827024,1253.7600975028,1190.1200828553,1169.0200805666,1294.7200965881,1184.0000762939,1192.8800773622,1663.080127716
Lyso_PC(21:0),0.03842480415072965,6.789538991362413,0.28762381232864254,0.5917472863967463,0.8796123561235787,566.4107 -> 184.1,PC,1161.2200889587,1143.2000770574,1219.1601028437,1136.160083771,1200.320083618,1146.3200798035,1072.1200752257,1171.4000816341,1055.6200675966,1150.1200904845,1289.9600830085,1169.2400817866,1051.4800796508,1158.7400817869,1185.8600807188,1176.9000892646,1338.8600997924
PC (46:0),0.03808718829300806,6.695552985110968,0.28107264697029144,0.5959990263454155,0.8796123561235787,930.8 -> 184.1,PC,1125.4800796508,1070.2600708008,1085.2800827024,1080.8400764465,1077.5000762938,1076.4800682067,1131.6000823972,1064.7200813292,1094.5800704956,1097.1400756835,1078.5600852966,1080.5200729368,1091.7400817871,1071.5400695802,1106.0400810245,1080.0000762939,1156.5200881956
PCo(42:6),-0.0377195060292425,7.078284916226416,0.28192060420084886,0.5954451391173947,0.8796123561235787,848.6 -> 184.1,PC,1336.4200973502,1575.0801048289,1164.7200813295,1325.5401000976,1432.9600982662,1520.2401161196,1429.6201095576,1382.1201057438,1448.0000991821,1333.7001075743,1359.7401008601,1492.060089111,1284.5800895689,1465.1001052859,1660.5801353455,1710.1801147466,1308.8400802607
C14:0,-0.03195843173138878,13.447582055729653,0.21785108301679657,0.6406821859900432,0.89029862209006,227.3 -> 227.3,FFA,125056.50965117,108763.348052975,120137.809120207,110473.14788818,115745.908004731,126726.509010328,123725.189422593,120474.40945434,128495.509170517,126771.588569646,124495.928649905,127148.628967293,123764.608871465,125909.889282255,122163.068603524,117757.928794884,54649.503845207
Lyso_PC(14:1),-0.035977838589917904,7.282320146610249,0.25903812572168583,0.610781746606097,0.89029862209006,466.2855 -> 184.1,PC,1489.42009735,1854.7401313777,1580.8000946039,1549.6001167307,1564.3400993346,1536.8801002513,1610.9401283271,1753.7801208491,1687.940128327,1480.0401115409,1629.2201156619,1821.8401222218,1732.560123443,1838.5401268006,1802.0201301562,1628.0601120006,1330.6001091004
Lyso_PC(17:0),0.03511446912839835,6.961796528604233,0.24232147226899414,0.6225344300907167,0.89029862209006,510.3481 -> 184.1,PC,1370.1600952145,1341.5600929261,1279.1000900268,1139.5200843807,1361.1400909418,1309.680091858,1181.2000808714,1287.6400794983,1166.7600708008,1418.580097199,1446.2601013183,1228.7600708007,1168.2800788881,1211.0400772093,1319.7400932309,1312.1601028446,1821.1601409909
Lyso_PC(22:6),-0.036095294432644774,6.869167671150988,0.2549778240776046,0.6135916444736405,0.89029862209006,568.3325 -> 184.1,PC,1200.5400848387,1234.1600761413,1180.9200820923,1082.4400787352,1176.1200828552,1174.300086975,1187.3000831604,1278.7800827023,1324.3800926213,1089.200073242,1230.4400787349,1096.3800888061,1349.5800933841,1256.8600921632,1427.0400924684,1235.1400833131,1440.7400932321
Lyso_PC(5:0),0.03362175170554469,6.993128319644796,0.2229181881161395,0.6368253448517793,0.89029862209006,342.1603 -> 184.1,PC,1227.0600814817,1368.0201072694,1121.44008255,1434.4800987245,1300.5401000972,1563.8801231379,1422.2000923153,1287.4600830077,1426.4800949091,1291.1400985722,1162.5800743104,1394.4600906374,1418.2001075747,1426.8001022337,1353.3400917047,1265.4400978088,1374.2000923164
Lyso_PC(8:0),-0.034571776122097844,7.212835512682925,0.23838264379370777,0.6253767026685454,0.89029862209006,384.2073 -> 184.1,PC,1864.0201187145,1407.220108032,1494.6801071168,1431.1200942984,1316.700099945,1553.2001075751,1513.1801147464,1714.3801383968,1634.9401130673,1716.3401260379,1595.6801147461,1394.2601051339,1587.9801139832,1690.2801170341,1663.2401046753,1624.3201179499,1392.8801002503
PC (36:7),-0.034147712562524024,6.889015510383059,0.2283849377154148,0.6327239672071192,0.89029862209006,776.5 -> 184.1,PC,1116.2400779725,1390.3000831607,1210.5000915527,1232.8800888058,1080.5600738525,1259.9800872805,1156.3000793456,1168.3800811773,1521.5401153565,1181.5600814817,1427.4201049804,1305.2001075736,1189.9600906372,1162.6200828553,1173.9600868222,1131.6400871275,1541.4600982657
PC (42:4),-0.03334543437854839,6.912500698829062,0.2182708904726809,0.6403605830994219,0.89029862209006,866.7 -> 184.1,PC,1320.88010025,1231.1800880432,1175.8600807186,1124.280078888,1183.4000892642,1381.860103607,1392.2601127636,1079.3200798035,1180.7000808712,1216.6200866698,1136.4000968932,1293.6400833133,1353.5601043692,1407.920104981,1329.4400825499,1453.7201232908,1346.8200988768
PC (44:3),0.035298681764341096,6.707873727966186,0.2417107442562485,0.6229732463811697,0.89029862209006,896.7 -> 184.1,PC,1114.3400840758,1074.8600769041,1118.7000732422,1087.1600685122,1128.6200828547,1091.8400802612,1096.2000808717,1105.4800605773,1099.6200790407,1094.0000839231,1097.8800697326,1245.5200843812,1055.1400794982,1094.4400749206,1076.2800712587,1059.2600746155,1084.0200767516
Lyso_PC(18:3),0.031582944225504006,6.840907571521433,0.1950107553423397,0.6587785239268118,0.8990705961055739,518.3168 -> 184.1,PC,1155.6800765991,1290.5400924685,1187.0200843805,1240.3200836178,1179.2800865174,1230.7600898747,1217.1800689696,1120.300079346,1259.5000915524,1241.6200904845,1359.1800994871,1164.5600852969,1111.2600746155,1192.7800941466,1120.1200904843,1201.6600875854,1267.1400909421
Lyso_PC(19:2),0.02890598911281995,6.841514200542403,0.1634423149581643,0.6860068340289578,0.8990705961055739,534.3481 -> 184.1,PC,1120.0200805662,1092.3200836182,1146.3000831605,1138.5400848383,1181.580078125,1225.9000968933,1462.7800979611,1305.7000885006,1384.4000968925,1141.6200752262,1200.340087891,1200.8000946044,1169.3400764465,1107.5600814818,1294.8600921628,1223.9800796513,1145.6800804138
Lyso_PC(22:1),0.029377742923250627,6.853546555218543,0.16884938581359865,0.681136425805563,0.8990705961055739,578.4107 -> 184.1,PC,1233.8400917057,1169.0400962829,1165.4200935363,1261.0400848389,1314.4401054389,1280.640090943,1181.8200798035,1091.9000740053,1300.2600860598,1200.060081482,1160.6200904846,1346.1000900267,1175.6800918574,1135.8200798036,1226.8200912475,1191.9600753784,1289.4400978087
Lyso_PC(3:1),0.02855023878641753,6.916656985318609,0.16016204176430726,0.6890073727164211,0.8990705961055739,312.1134 -> 184.1,PC,1402.0801048279,1252.5000839234,1201.1600723264,1417.5401039121,1244.9400825503,1276.9800910953,1199.8200798035,1225.9800872803,1346.8000869751,1379.0401039116,1266.0800895694,1267.7600936883,1199.3000869748,1257.8400878906,1377.9801139838,1177.0400810237,1149.7800750733
PC (40:2),-0.03047707890017453,6.839576482987401,0.18103198027195422,0.670487868966315,0.8990705961055739,842.7 -> 184.1,PC,1126.8000831602,1225.7200889587,1155.4800758359,1075.5800704956,1092.8800773621,1106.7600784301,1164.3400764463,1133.5800857544,1119.4200897216,1173.9000968933,1268.2400856014,1145.3000831601,1094.9600753784,1219.2400856014,1285.80009079,1209.0600891112001,1965.1601486205
PC (42:5),-0.03082898813435291,6.951323368727692,0.1870553235427881,0.6653788304836403,0.8990705961055739,864.6 -> 184.1,PC,1379.4401016236,1236.5600967407,1174.3200874329,1195.9400825498,1369.5400924681,1348.4400825498,1340.5001029963,1183.1000823973,1143.0800857546,1461.0801124572,1347.0200958256,1360.9401016246,1219.6800956725,1358.9400939935001,1358.5400848386,1457.1000976567,1250.2800865176
PC (44:0),0.030881057904209377,6.707187706665125,0.18493920951276177,0.6671624780808849,0.8990705961055739,902.8 -> 184.1,PC,1098.9000701905,1066.2400741579,1078.6600799559,1083.4000778197,1182.4600830084,1068.2200736999,1083.3600769044,1112.5400810239,1084.9800758362,1119.6400794984,1120.2200813292,1055.4200782775,1153.0400772095,1061.580078125,1065.7400779722,1144.5800933838,1137.26007843
PC (46:1),0.029383667132475602,6.704974161829745,0.1673919557493484,0.6824401371266124,0.8990705961055739,928.8 -> 184.1,PC,1093.2200698851,1088.640083313,1056.9200859067,1121.8600769042,1091.8600769043,1079.0600776672,1107.1200752259,1103.4600868223,1211.4400901796,1092.460071564,1075.6800651552,1148.8400802617,1060.2400779725,1066.9800682067,1072.0800743104,1055.160068512,1164.1600761415
SM (d16:1/18:1),-0.03160191222053572,7.351328946481044,0.20003128430228756,0.6546955954178567,0.8990705961055739,701.6 -> 184.1,PC,1886.7401618953,1818.4401092535,1679.8801231383,1775.9401168824,1417.9401092534,1777.7401313786,1480.0001106263,1320.920093536,1755.0801315315,2010.9401321394,1638.3001403804,1683.320129394,1734.8001251207,1568.2601051326,1765.3601303113,1616.0601196287,2382.4401588444
SM (d18:1/12:0),0.030088975464203045,6.752681854526548,0.17599466548880116,0.6748382006725997,0.8990705961055739,647.5 -> 184.1,PC,1166.0200805663,1112.0000686645,1076.5400772096,1244.8000831599,1014.8600807192,1138.3200836181,1203.0600852968,1050.840072632,1115.8400802614,1143.3000793458,1192.9000816345,1078.1400794982,1144.1400794983,1111.9600753785,1168.4200897219,1089.0600738523,1274.8200950624
C18:3,0.026388728755781417,10.723048602105827,0.14777194600539234,0.7006737244517667,0.9087525880768367,277.3 -> 277.3,FFA,19927.9814567547,17744.3411941546,17766.8412780715,17384.1611862168,17228.5212326027,19042.981384278,19372.7414283762,16955.1812133789,19019.8013992288,17167.5013046257,19984.1014709447,17476.9812393211,17198.7211570748,19069.0813026417,18094.7812919646,18356.5013008107,11279.7807998686
PC (44:1),0.027033923039435276,6.7248237988313795,0.14179535251886843,0.7065026724042636,0.9107926017741711,900.7 -> 184.1,PC,1161.2000808715,1082.3400726318,1112.1000785825,1060.8400764467,1110.1600799561,1107.4600677492,1090.2600746156,1082.0800743103,1143.1600761415,1080.320072174,1132.02009201,1095.7400741579,1075.5000724792,1065.1600723266,1108.3000755309,1160.2600860591,1290.9400863647
C22:1,0.02429672453370019,12.343794694388563,0.1257887349743072,0.7228390188379853,0.9262727546786159,337.3 -> 337.3,FFA,59431.5840453931,55975.783977495,52868.743743879,51357.4834823532,53564.1440200617,62470.7247734073,59459.4842834518,60203.4441146796,57043.3640594393,55616.0438614127,59097.6841048998,56522.5237121616,53838.5437087978,59314.6838989138,59473.224159232,58002.6443023513,16971.0611953724
Lyso_PC(20:0),0.02483727790838255,6.954815098826918,0.12133337741158812,0.7275928097108153,0.926814650464967,552.3951 -> 184.1,PC,1332.02009964,1219.6000862126,1153.2000808716,1301.8400993348,1443.020103454,1358.0601043695,1175.5200729372,1356.0800895692,1187.1200942992,1373.0400962834,1514.9601058964,1222.1800994872,1438.0000991823,1219.0800895693,1285.8400993347,1171.6600799562,1487.4201164254
PC (42:6),0.02425041766746398,6.742576683565335,0.11424828441060608,0.7353584116912257,0.9311639059285344,862.6 -> 184.1,PC,1072.4800682067,1163.1000900266,1071.2200737,1054.8200798034,1170.4200782775,1073.2600822449,1181.560089111,1135.8000755308,1075.9000740052,1107.780078888,1115.880088806,1100.3800773622,1159.8600921627,1150.2400779728,1189.6000900266,1101.0400810242,1265.7800827023
Lyso_PC(21:4),0.022929046414882356,6.936460987681869,0.10333164924691918,0.7478675744285673,0.9359278416825346,558.3481 -> 184.1,PC,1467.9600906362,1320.3001022333,1358.340114594,1151.9400939941,1253.3000831604,1280.7000923163,1296.0800781252,1106.8400840758,1324.1600913995,1272.7400894166,1231.8800888066,1211.5600814818,1281.9200935367,1437.7601013178,1277.5800857544,1291.1000785831,1397.200115203
PC (44:7),0.023486533909657957,6.706007781502386,0.1069589358541343,0.7436332672922088,0.9359278416825346,888.6 -> 184.1,PC,1073.4800834656,1058.6600685117,1089.2000846862,1126.5600738525,1085.1800651552,1098.5400810241,1131.580078125,1072.0400695799,1114.7000732422,1076.9600753784,1078.9000740051,1083.7200775147,1123.2600822446,1140.6200866698,1099.520072937,1096.5000724792,1155.9400901793
Lyso_PC(15:1),0.020994332254456065,6.807818789374179,0.08603789756941005,0.7692759065148917,0.94873014810212275,480.3012 -> 184.1,PC,1251.5200958252,1075.7400894163,1125.5400848391,1051.1000785828,1057.9400749207,1182.080078125,1327.7000999454,1341.500091553,1315.7201004029,1113.0600776674,1074.1600723266,1176.1600799561,1256.0400962831,1204.4000930787,1133.140083313,1238.9400863643,1147.4200782776
PC (42:7),0.02087140005635237,6.69906239511891,0.08441785528617185,0.7713974101391092,0.94873014810212275,860.6 -> 184.1,PC,1104.4200935362,1036.5000686646,1015.0200805666,1091.1800804138,1073.060081482,1078.1800842282,1183.76007843,1091.8600654603,1069.380077362,1032.6000709533,1143.6800765992,1087.7800712587,1128.9600868225,1094.4200706483,1064.3800697325,1145.3600769046,1176.7801017763
PC (52:0),0.021250628641632827,6.6271715835224985,0.08711611529577934,0.7678759403987109,0.94873014810212275,1014.9 -> 184.1,PC,1080.5400695802,1047.6400756835,1036.2400741576,1022.4200706483,1012.9200706482,1020.3000717163,1016.1400680541,1030.7000808715,1044.140079498,1056.9600791932,1041.9800720216,1053.0800743103,1049.920082092,1052.9600677492,1012.2600669861,1040.9800720213,1088.6200675965
PC (44:4),0.01976633879354831,6.726478230121639,0.07589063724047795,0.7829455278221817,0.9519905849656073,894.7 -> 184.1,PC,1094.8600730899,1178.2400779722,1083.1200714111,1135.5800819399,1094.0200843811,1064.0000762941,1135.8400802611,1107.520072937,1146.6800880431001,1153.3200798033,1132.700084686,1239.8800735471,1096.4400749208,1072.1800727845,1088.0200805665,1065.9400749206,1074.0600814818
PCo(34:4),-0.019986140583921157,6.7510741037150055,0.07763172649109862,0.780532851020741,0.9519905849656073,740.6 -> 184.1,PC,1027.2000732423,1137.0400810246,1332.5200920101,1045.3800582889,1033.9600715639,1083.6000823975,1020.2600708006,1143.5000915528,1174.9800910949,1034.8200798034,1045.6000823973,1172.920078278,1189.1800765991,1297.3000907901,1101.3400726321,1167.8200912476,1298.9200935361
C18:0,0.017749248196805477,18.497013380140007,0.06725719982205192,0.795372972507416,0.9543739782182343,283.3 -> 283.3,FFA,4536019.09103502,3685855.42312721,3854277.8825687,3810730.44928046,3988481.33572411,4585602.97229007,4285257.40811236,4057518.11157289,4360715.85366815,4114119.81860503,4353586.89749186,4313415.92897077,4062844.33877512,4167694.4715888,3992494.55941873,3820629.41162127,238026.458847061
Lyso_PC(20:4),0.017987942084834754,6.898187643684594,0.06350104882885077,0.8010455898536627,0.9543739782182343,544.3325 -> 184.1,PC,1193.2800941464,1059.1200790404,1239.3000907894,1148.2600936887,1309.9200935367,1307.1000976561,1521.3801040664,1249.5800971981,1268.5600967406,1202.4400901785,1136.9600830081,1352.2200965883,1117.3000831603,1492.4201087948,1146.3800773622,1442.6801147465,1189.5200843815
Lyso_PC(22:0),-0.013893189234579773,7.242940784954983,0.0385110626576477,0.8444204765037749,0.9543739782182343,580.4264 -> 184.1,PC,1356.0000953671,1475.4001197822,1377.4000930791,1700.0001182546,1928.0201416006,1661.9001197826,1381.9400978081,1559.1801109306,1679.3401107799,1273.940090179,1786.2201271053,1432.0401000978,1853.2801208498,1525.3001022344,1768.1001167297,1562.9801177984,1851.7201271059
Lyso_PC(24:0),0.015606723279084123,6.803425784244056,0.0474356995905687,0.8275869844923412,0.9543739782182343,608.4577 -> 184.1,PC,1093.2400817869,1104.2800674439,1076.5800743103,1192.0200881959,1083.2600822447,1227.8800888056,1156.1000900267,1214.3600921631,1222.0000877386,1135.1400833128,1094.180076599,1142.6200752257,1188.1400909423,1208.0800895686,1197.9000816344,1091.160057068,1608.9201240539
Lyso_PC(9:0),-0.013538414766642646,6.9422350973746,0.036038866852362794,0.8494352507809929,0.9543739782182343,398.2229 -> 184.1,PC,1225.9000892635,1300.100086212,1105.8800849915,1312.5000991821,1257.4600906368,1218.8200950622,1410.6601066591,1324.7601051335,1229.1800842288,1331.7201042175,1325.3400878903,1266.2200927735,1321.940090179,1338.0800971989,1358.5800971981,1345.3600997927,1367.9001121521
PC (34:6),-0.015156190975662464,6.74200338010609,0.044607942623486,0.832726587801211,0.9543739782182343,750.5 -> 184.1,PC,1140.9400825499,1086.840084076,1180.3400840757,1118.3800697327,1028.0000762938,1043.4400672913,1103.2400856012,1060.6000823975,1075.3400764465,1015.1000823974,1228.9200935361,1106.9600868225,1219.5600852966,1177.6000823977,1070.340080261,1189.8800811764,1342.5800895687
PC (38:5),-0.013124884804291784,7.573526806044434,0.03482271234449108,0.8519676436522104,0.9543739782182343,808.6 -> 184.1,PC,1995.8401641847,1763.0601081839,1963.3001403815,2003.54014206,2091.0401496902,2042.8601379396,1841.3201446536,1831.0001106263,1855.6601333618,1993.3801460274,1915.4401512143,1747.2801246645,2390.7201461777,2236.7401809698,2233.0201301563,1700.3401184075,2593.5601882937
PC (38:8),-0.01720876814318108,7.0041091137270435,0.05833528187008241,0.8091467086276439,0.9543739782182343,802.5 -> 184.1,PC,1348.320095062,1328.8801078791,1382.3000946036,1262.9000854493,1199.160076141,1293.4600830079,1242.9600830082,1326.9000968941,1229.7800865174,1455.9600906366,1172.7400894163,1392.2001075745,1320.7200889591,1407.9801025394,1550.4601135252,1250.0400848384,1868.3601455672
PC (40:1),-0.01895732089197673,6.778909102299915,0.06989655008242934,0.7914874625484045,0.9543739782182343,844.7 -> 184.1,PC,1238.3000831602,1175.4000892639,1119.5600662234,1154.8400802613,1043.8400726319,1032.960071564,1049.560070038,1089.4400749207,1169.9000816346,1024.9800758361,1131.6400833132,1100.2200737,1336.4401092524,1062.3800735475,1232.1400985726,1194.6000862124,1537.4201049805
PC (42:0),0.015214294004981711,6.721674195989316,0.04490802265007954,0.8321732460248545,0.9543739782182343,874.7 -> 184.1,PC,1075.8000793456,1071.9000816347,1126.5400848388,1088.0800743104,1070.1600799559,1096.620082855,1115.4400787352,1118.2600822448,1106.7000846863,1069.3400764467,1141.0200920104,1095.8600807192,1139.4200935362,1123.3200798035,1104.3600807187,1113.1200828551,1257.8400917051
PC (42:9),0.013504948783049222,6.687309756482526,0.035315125200643394,0.850936863894285,0.9543739782182343,856.6 -> 184.1,PC,1075.6800765988,1093.5200767517,1100.1200866695,1025.6800727841,1023.8000679017,1085.94008255,1032.2400779721,1139.9000778195,1078.6800727842,1127.1200828547,1132.7600746155,1094.0800819397,1161.1800880434,1013.3800735472,1027.3800773621,1075.0800819397,1175.1800880432
PC (44:2),0.013003475030554115,6.716927979073453,0.032810279357122774,0.8562607655042103,0.9543739782182343,898.7 -> 184.1,PC,1081.9000778195,1202.1600914,1091.2800865174,1079.8000793455,1061.6400756837,1080.8800811766,1107.2400741577,1067.5000724793,1117.640083313,1088.3200683594,1157.7600822444,1104.5600814817,1085.0600776671,1062.9400749206,1055.780078888,1242.9400863647,1157.5800895688
PC (44:6),-0.01318270361442779,6.717779855478367,0.03373618001177636,0.8542691177310461,0.9543739782182343,890.7 -> 184.1,PC,1142.2600784302,1054.7200737,1078.5200653076,1067.9200782776,1136.7600822448,1082.6400794982,1102.4200782775,1072.320072174,1142.0800704956,1111.7800788878,1087.3600845338,1211.2600822445,1095.7000808716,1208.8600807194,1077.4200859066,1107.2400741576,1079.8000717161
PC (44:8),0.015712764271667064,6.693319821057828,0.04783278422565829,0.8268782381198063,0.9543739782182343,886.6 -> 184.1,PC,1131.0400810242,1070.3400802612,1085.9800758363,1072.4200668335,1066.5800819396,1054.6000709535,1056.2000770567,1096.7200813291,1067.4200744628,1057.960079193,1114.3200798033,1109.0200653077,1069.1400756835,1098.4600753784,1099.3800888062,1142.8800811766,1149.6200828552
PCo(42:4),-0.015235159638514758,6.720746577659403,0.04504760988429979,0.831916508168303,0.9543739782182343,852.7 -> 184.1,PC,1051.920082092,1164.7000808715,1031.5000724793,1185.4200859067,1027.7800750731,1095.2600708007,1046.8200721741,1103.5600738525,1020.3000755309,1210.0400924686,1058.6000709532,1137.8600769042,1137.5800781248,1074.9600753784,1229.200084686,1155.2000808716,1166.5200843811
SM (d18:2/18:1),0.015495780282014067,6.804472792620591,0.0468350240932951,0.8286650459532222,0.9543739782182343,727.6 -> 184.1,PC,1165.6200828556,1179.3400840759,1154.0000915525,1189.8400917058,1117.2400779725,1182.2800827026,1182.7800865172,1136.5800819396,1174.5400772094,1161.3600845335,1100.740077972,1160.0000839233,1161.8000793459,1303.0800819392,1117.7000808717,1265.5200843811,1281.7000923161
PC (36:6),0.01218191072052666,6.746967864230572,0.02882293235954947,0.8651885206278711,0.9593282042195047,778.5 -> 184.1,PC,1013.7000732423,1191.6000862121,1157.9600677489,1114.8800811767,1095.6200828553,1050.3400726319,1144.8200836181,1092.2800788875,1023.9200744629,1098.5600814817,1097.7400779723,1308.6600913999,1193.420085907,1139.5200691224,1048.9400825499,1103.6800689698,1371.6601104736
SM (d18:2/20:1),0.011268820202694074,6.866201638401402,0.024869605990891053,0.8746924109952436,0.9648668863555782,755.6 -> 184.1,PC,1386.0800971987,1150.860080719,1115.2400779729,1147.6000823975,1294.3800849914,1211.3600845339,1185.2800903314,1264.5000839232,1255.4400978088,1213.9200782774,1201.0400810243,1214.3400878907,1205.1600914006,1263.320083618,1309.6200943001,1259.4200973511,1233.0800857543
Lyso_PC(24:1),0.00891237757859436,6.826926792407829,0.015508912742971503,0.9008918600783326,0.968454248833188,606.442 -> 184.1,PC,1143.0800895696,1105.5000801084,1079.6400833127,1186.2600860592,1053.4200782775,1148.8400764465,1293.360092163,1390.3201065062,1194.8800849911,1262.8400917051,1131.5200843804,1165.6200752259,1302.960079193,1129.5400810241,1152.58008194,1239.7200813296,1362.3801078793
PC (32:4),0.00972061899839688,6.740917044767896,0.01836289781707201,0.8922088400143109,0.968454248833188,726.5 -> 184.1,PC,1075.9400787352,1185.4000816341,1072.2200698852,1085.4200744628,1116.3200759886,1175.8600807186,1112.2600860598,1088.6200828551,1153.5800781251,1088.2800750733,1216.2000732426,1137.3400764467,1065.1400794981,1083.1600761413,1245.8400917047,1086.8000793455,1178.9600753785
PC (42:1),0.00926717988502027,6.739818513265876,0.016694318064615743,0.8971942578996879,0.968454248833188,872.7 -> 184.1,PC,1100.9800682067,1102.0000762939,1172.6400833124,1079.8600845334,1143.6800765991,1060.360069275,1132.5400848388,1143.0000724792,1146.3000793458,1091.9400749208,1171.4800872801,1098.6200752258,1104.5000801086,1198.2800788877,1160.7200851438,1137.6400833127,1100.8600807189
PC (42:10),-0.008149767043559122,6.720395056564484,0.012885470713110081,0.9096229159601438,0.968454248833188,854.6 -> 184.1,PC,1130.6000785824,1064.1800727843,1066.9200630188,1065.3400802613,1081.8400650024,1056.9400749207,1150.7400779728,1073.3000679017,1167.4600868224,1079.8000869751,1052.1000709534,1121.2800750732,1126.2200813294,1200.1200790403,1154.8200836185,1061.9400787354,1247.7000961304
PC (44:12),0.00986125650097438,6.76322973392653,0.01893113654281997,0.8905640902905525,0.968454248833188,878.6 -> 184.1,PC,1141.1000938416,1098.0400733948,1148.7800750732,1089.8200798032,1228.7201004025,1118.9000701905,1068.320072174,1196.8600845336,1123.3800849915,1315.8600959772,1105.4400901794,1067.160079956,1140.9600791931,1080.8000831602,1091.4600830077,1329.4201011662,1109.660079956
PCo(44:4),0.008915690558263667,6.743051529957564,0.015449656080627427,0.9010804032154601,0.968454248833188,880.7 -> 184.1,PC,1171.12008667,1089.0400733948,1065.9800720215,1196.9200859071,1063.0600814819,1126.5000915526,1074.2400779724,1134.8400726318,1083.7200736998,1145.6200790402,1165.0200843811,1117.0000724793,1120.3800811767,1214.480079651,1107.1400756835,1139.1600799565,1181.3400993342
SM (d18:0/26:0),-0.008430156298651318,6.839904690036313,0.01389839238913737,0.9061536732723859,0.968454248833188,845.7 -> 184.1,PC,1192.4800834656,1187.9000854495,1098.800075531,1221.9000930792,1146.4400863645,1185.7400856019,1283.2400894161,1208.2400856016,1119.2800788878,1193.3400802613,1240.9800949095,1273.5400924685,1329.2800941462,1220.8400878907,1056.0200805665,1388.9201087959,1175.8600730891
PCo(40:4),0.006986259739860798,6.912208151301464,0.009577344595619763,0.9220403591836733,0.9768150339866639,824.6 -> 184.1,PC,1342.1600952147,1318.7600784294,1331.5801048278,1280.8000984194,1266.3400955199,1232.0800781254,1130.4800758366,1073.0400772095,1420.3800964359,1164.2600746154,1473.1201019287,1178.6200828549,1367.2400894169,1208.540084839,1129.4600715636,1233.8400878906,1438.5000877385
Lyso_PC(20:2),0.006362832382746099,7.293497456650191,0.008107989484152256,0.9282519518112905,0.9785513186582078,548.3638 -> 184.1,PC,1659.3201179512,1848.920139313,1848.2201194751,1644.8401107793,1644.580131531,1508.7801094069,1573.340122222,1552.2201080322,1546.9800949095,1428.7400932312,1907.7201538087,1823.4401473991,1592.0201034545,1780.5001296993,1707.8601188667,1786.3001251207,1244.6000823971
