lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,Control1,Control2,Control3,Control4,RAC1,RAC2,RAC3,RAC4,blank,blank_solvent
PI (18:1),0.39565111886805054,8.407307984096814,15.88985264375831,6.713771753884203e-5,0.009161246729618353,616.3192 -> 339.3192,PI,1638.6201095579,2796.060192109,1715.2601242054,2485.1401863088,2687.9201660164,1998.1601600632,3542.3002433766,3110.0201988219,1182.3800926206,1036.8200721741
C22:0,0.38287171091431227,13.223788516883848,15.520849925545967,8.160023221070835e-5,0.010206829045689435,339.3 -> 339.3,FFA,62182.604393016,48707.043258663,51954.863647462,65311.404510492,59336.263977036,83360.166160571,87779.486206031,66291.364746099,72842.465148918,96949.946716315
SM (d18:1/24:1)15Z)),-0.3708815527173919,9.815943217897418,14.350034991125277,1.5177687424784318e-4,0.01752439140353943,813.7 -> 184.1,SM,4417.8003044119,7607.9405097875,7642.4004554783,10222.8406371972,7480.5805778578,4455.5403366143,4819.2202987678,6344.440574646,3263.4802131661,1561.8001136778
PC (32:1),-0.35918648063297604,12.254068869415319,13.647710417636077,2.205100447894193e-4,0.022181553106031007,732.6 -> 184.1,SM,25225.2819137646,46183.722831721,44617.263843509,53780.123733497,49311.783645652,24103.3417091365,28402.9621963534,30609.042755124,2577.6401748646,1960.8001441956
SM (d16:1/24:1),-0.3632488070836946,9.250583722007658,13.63787856806615,2.2166775255860435e-4,0.022181553106031007,785.6 -> 184.1,SM,2931.1601638787,5551.6004409787,5229.5803260795,5228.6602973926,5690.4804115282,2799.0001945511,2883.1002006532,3363.980228424,4371.9402961719,1069.060066223
PC (34:1),-0.35350837810898217,13.513309342444703,13.243193502764157,2.735714317418779e-4,0.02566441994028492,760.6 -> 184.1,SM,55128.363342233,110486.109527493,108411.44699104,127832.528381263,120511.889648476,59061.944351199,65173.483489991,70006.445098913,13177.0810470625,3323.7402076733
SM (d16:1/18:1),-0.356964616011433,8.066321965190584,12.765980580947765,3.5298050363566147e-4,0.03116610211512517,701.6 -> 184.1,SM,2060.2801551805,1919.4801216132,2120.7401466359,2373.4201927182,1844.3201484663,1747.8801307685,1406.6200942989,1609.6801185608,1651.7801170345,1199.1000823978
PC (36:4),-0.35138868244357574,8.590324202285043,12.503205206708202,4.062544361834093e-4,0.03209410045848934,782.6 -> 184.1,SM,1485.2601165771,3005.0601997368,3068.2601776122,2867.3801879874,2715.0602035517,1660.2801017763,1936.2201461799,1861.4801368722,5500.0003738387,1076.9200706484
PCo(38:3),-0.3559167157623461,7.8537354868134805,12.562293347048996,3.936084150939903e-4,0.03209410045848934,798.6 -> 184.1,SM,1652.2601280203,1855.9001350421,1902.360122681,1739.6201057438,1529.2800979622,1565.540107727,1246.0600929261,1242.400100708,1707.3601150509,994.9200744628
SM (d18:0/22:0),0.34635293669821765,8.553924487809162,12.212875433125134,4.7460827697420166e-4,0.03561935118691383,789.7 -> 184.1,SM,1885.7401161212,2395.6201515205,2173.6401596061,2807.9802055358,3878.98032379,2305.9401512143,2699.9802017204,2883.0201950071,2432.9802017193,1031.820072174
PCo(36:2),-0.34095128335244823,8.401896387825223,11.798268285866996,5.928584140749351e-4,0.042375260929832265,772.6 -> 184.1,SM,2146.8201599116,2767.2801933291,3147.0602073652,2838.7802047717,2801.6002006531,1904.140136718,1716.7401313787,2179.0201339738,1609.3200988783,1087.640083313
SM (d16:1/24:0),-0.33048858532171554,10.165195351857763,11.437296559268816,7.198444816304593e-4,0.04697767682292693,787.7 -> 184.1,SM,5976.480419159,10313.4807662986,9545.8807220542,10632.6608657926,10101.6805953935,6625.8805198656,5624.9403190577,6665.0604705823,6231.5004425046,1617.4801177965
SM (d18:1/20:0),-0.3310966607653382,10.393322783356151,11.499156040478915,6.962779735092947e-4,0.04697767682292693,759.6 -> 184.1,SM,6892.8405494591,11318.7808647078,10817.6407661411,12843.4410667363,12526.5209045457,5718.1004867509,7206.0804595947,7839.4605674825,8860.3605575611,1196.9800872808
PIp (20:0),0.3293464435971047,8.202626312113003,10.946698901999554,9.377052795854092e-4,0.058645651027404135,630.3713 -> 353.3713,PI,1530.1201171863,2346.1201667791,1979.8201599134,1767.1601142886,2480.4201774603,2194.4801673892,2502.9402122478,2391.2001724234,1177.0400810242,1132.3200798033
SM (d18:1/16:0),-0.3204859084171599,10.41007069539642,10.784664677842805,0.0010234444258112837,0.06144760332570947,703.6 -> 184.1,SM,6707.6804847714,14233.5408630425,9874.3607559138,14191.4408340379,12706.7409095725,7322.5805625807,7893.9605255092,8142.1803970334,3844.0403137195,2306.7001571667
PCo(34:1),-0.30266701580040267,9.521575180369009,9.536529954520923,0.0020142219783129112,0.11197582183139555,746.6 -> 184.1,SM,3864.7402992251,7017.4405212424,6748.1804695093,7019.7605590785,6253.6003418011,4087.7003173841,4636.3203201337,5000.6003341682,1215.4800834654,1068.2600898745
TAG(50:2)_FA 16:0,-0.3097354210422316,7.991186206640308,9.579607157642986,0.0019675050043115455,0.11197582183139555,850.8 -> 577.8,TAG1,2018.1201286319,1572.2801055906,2361.7201766963,1834.6001205439,1651.1401062009,1701.8801231385,1514.300098419,1405.1601028441,1829.4601325992,1273.6400947576
19:0 Campesteryl ester_simulated,-0.30074228066036574,9.947157244433644,9.454426028185502,0.002106401969483872,0.11291819129268899,698.6315 -> 369.1,CE,7358.8405380241,9354.3206138617,8545.7205734242,5882.2404212941,7128.6805000291,7080.3005180323,5582.2403945896,5488.3003959653,5231.9604034404,3712.2802505494
SM (d18:0/12:0),-0.308819751918239,7.625211339128614,9.365368256131617,0.00221123568375906,0.11445050901111549,649.5 -> 184.1,SM,1383.5400810241,1355.0601005561,1630.5801162718,1696.7801322948,1179.120082855,1215.8200759885,1319.1001090996,1173.8200721746,1364.9200897214,985.520072937
PEo (38:4),0.3066181803130721,7.623859573141963,9.248587733046463,0.002356771080224927,0.11791711304725384,754.5746 -> 613.5746,PE,1536.0000839235,1076.3400878905,1200.0200920105,1206.8200836189,1350.1600837708,1441.7601089486,1078.7000846863,2316.0601806634,1092.2000694274,1205.1600913997
PG (40:6),-0.30579163689291705,7.581072722130552,9.175796544519754,0.0024523661066847527,0.118741984713994,840.5485 -> 651.5485,PG,1347.7801017756,1706.6801223753,1354.5001068115,1586.7401046752,1120.7200736998,1286.9200859068,1167.1200714113,1269.0200958252,1101.5200805664,1168.7400894172
PC (34:0),-0.28769767403280677,10.149134552883252,8.677114595470869,0.0032223074957593383,0.13607038637942245,762.6 -> 184.1,SM,6097.4404296886,10568.0408096348,9151.1406440696,11827.3608741771,10697.0008926299,5964.6403694154,6914.0805053706,7263.320590978,2376.8601608274,1225.2400856027
PC (38:3),-0.2889516455797795,9.220700957536716,8.640327513588261,0.0032880231633928042,0.13607038637942245,812.6 -> 184.1,SM,3091.5202064518,5780.3803482059,4283.92034149,5515.6003684956,4965.3602943422,3174.5402259823,3461.9802398682,3681.300289155,3288.8802299489,1169.8200798036
PC (38:5),-0.29367279324800344,8.068346854830647,8.616611390895017,0.003331109718555324,0.13607038637942245,808.6 -> 184.1,SM,1240.1400871284,2028.3201255798,2064.8601379404,2452.140136718,2272.1201629639,1178.9400863651,1441.4601020816,1458.3000984189,2629.22019577,984.8000717163
PCo(32:1),-0.29398312885349037,8.650813792235278,8.848627893906325,0.002933093053234801,0.13607038637942245,718.6 -> 184.1,SM,2131.3601531987,3661.5402679454,3913.3002738939,3465.1202354444,3740.240287781,2208.5601387024,2050.0801353455,2745.3201522824,1160.2600708015,1080.5000724795
PE (30:4),0.29603477128885447,7.5815127989820414,8.604047860875088,0.003354166752857183,0.13607038637942245,656.4287 -> 515.4287,PE,1402.4401016242,1162.8000831602,1060.4600753784,1269.7200813299,1450.6401100162,1201.6000900264,1549.9200973527,1791.120128632,1053.1800765991,1050.340068817
SM (d18:1/18:0),-0.2880017900832467,9.932918322819598,8.677923115101095,0.00322087826097455,0.13607038637942245,731.6 -> 184.1,SM,4211.6003570555,9673.7007064837,8693.8204498275,9936.4806861894,9392.6005439743,4811.5003509521,5783.3004417408,6651.1005172758,1822.9401397696,1550.7201118461
20:3 Campesteryl ester,0.27867928764882766,10.563216478566906,8.159842908868079,0.004282808079519257,0.16917091914101068,706.6158 -> 369.1,CE,7563.4005432113,12113.2808570844,8416.680644989,9008.9806251524,15386.6212043756,9429.040618897,8874.0405883778,11330.2407608007,12421.6008796679,11353.4207458492
PC (40:5),-0.28471937789734186,7.634520856621325,7.963742198545933,0.004772364276777035,0.18367484049852126,836.6 -> 184.1,SM,1125.860084534,1655.8201103204,1505.9601097103,1731.7601509095,1333.7000999437,1294.6400947571,1251.320087433,1059.0200767517,1440.6801071175,1027.7800750731
PG (28:2),-0.2775984630601576,7.502995787256622,7.5314955596033215,0.006062955591786062,0.22751240858177196,680.4233 -> 491.4233,PG,1219.0600814822,1332.5200996396,1791.1401367185,1271.8800888066,1220.6800956728,1100.5400772094,1220.8200836179,1083.2200775144,1074.3200759887,1185.3000946045
C18:0,0.2636787749066115,16.726767908022477,7.383970629426067,0.006580772306820278,0.22832594081711816,283.3 -> 283.3,FFA,585714.160766537,564729.599914544,570246.076171925,685675.047180032,812002.038512926,769901.272094832,631735.346618631,672431.731872623,1496370.60510264,449896.974609196
Cer(d18:0/20:0(2OH)),-0.26538119105861824,9.928907188208107,7.36738454415606,0.006641746576890685,0.22832594081711816,612.6 -> 266.4,cer,5948.6604728706,6243.3604240411,6795.5204353322,12514.7608032214,7501.0605888364,6240.2404174794,5658.2603912356,6772.54047775,3183.9202461253,3144.64024353
SM (d18:0/18:0),-0.26405914243751605,10.962263418809446,7.353535981376901,0.0066930988647256485,0.22832594081711816,733.6 -> 184.1,SM,9637.7806243866,19570.3815117014,18125.3614349284,19855.0612411374,20576.8417549341,11301.4408073541,11840.6608505274,12274.900695793,1306.3200874332,1791.1001167299
SM (d18:2/22:1),-0.27135840867050776,8.19201249084599,7.390279444441486,0.00655772996830701,0.22832594081711816,783.6 -> 184.1,SM,1463.480106354,2269.6201705933,2094.1201515198,2501.1601676937,1986.4401397712,1686.340114593,1502.9600982671,1720.9601478585,3041.8202438343,992.140068054
22:3 Stigmasteryl ester,0.26240179345610365,9.727120634696119,7.184478282380969,0.007353693176115518,0.24234208091813692,746.6471 -> 369.1,CE,4655.8403358472,6790.6405029284,5980.0604438782,4967.7403678894,7670.0205650324,5637.3603973391,5775.7004165666,7751.9205245968,3655.0002555848,3520.1802558893
PS (36:7),-0.2651621246941021,8.56085085771536,7.166713225003856,0.0074268725664452355,0.24234208091813692,778.4655 -> 593.4655,PS,3005.120216369,2419.2801857002,3385.5202713012,2708.1401748668,2372.0601730349,2229.2601661682,2375.0001754759,2585.300182342,2498.9001922608,2252.9801712031
Lyso_PI(20:1),0.26528888135659734,7.5058479765625314,6.873532725660109,0.008748155009059028,0.27938256741697026,644.3431 -> 367.3431,PI,1060.5800857541,1098.3000755309,1333.6600990293,1112.5200805664,1319.4200859072,1152.4800796508,1304.7000961304,1744.3601341253,1205.8200912471,1154.3600807188
Cer(d18:1/24:0),-0.25354921421703486,9.302328427061193,6.66624832439972,0.009825580677969476,0.3072540957840038,650.6 -> 264.3,cer,5765.7603759755,4620.560321807,4572.1403236404,4773.2003326434,4441.4202919002,3769.6402435306,3799.5802879346,4505.6803627014,3176.0402297971,2556.6601600643
PC (38:4),-0.24808126329616342,8.802502178075494,6.304070934789024,0.012046102695201627,0.3690040846019927,810.6 -> 184.1,SM,1845.5801620483,3449.6202774055,2933.2202453605,4717.7203445377,4505.1003570563,2124.9201812745,1683.1001205448,2598.4201965337,4047.3402862553,1265.1800880432
PS (28:0),0.24347318111958752,10.032264654735924,6.194112451941286,0.012817598805261851,0.3847843161339608,680.4498 -> 495.4498,PS,5761.300361634,6347.1604080204,6150.6003990199,5957.9204406736,7766.4604835475,7187.5205040002,7664.2805480957,6023.1203765855,12629.6608467067,2186.7401466375
PIo (20:5),0.24295364040095718,9.341392418587166,6.131090252030603,0.013282493858657774,0.3909220251342219,632.3869 -> 355.3869,PI,3052.7602272036,4726.8403739934,4999.6402969353,5008.0003929147,4611.6603698729,5069.3403091441,4316.4403114327,7011.3205337575,1646.2801132208,1508.7001075741
Lyso_PI(22:4),0.24671984428312949,7.630513189754357,5.991170705062967,0.014377657199777715,0.4012639312088355,666.3275 -> 389.3275,PI,1235.1800842286,1110.460083008,1457.8801155095,1308.1601028445,1489.1601104745,1502.3001136783,1248.98008728,1811.8001594547,1195.8600807188,1096.320083618
PG (42:2),-0.2474700081970877,7.499893989237466,5.984042442163942,0.014435877605114668,0.4012639312088355,876.6424 -> 687.6424,PG,1180.2200775146,1458.9401054379,1411.4401016244,1467.9201126096,1218.2200813293,1098.8800697327,1219.6200904842,1106.0200805666,1127.8800773622,1015.9200706481
PI (40:10),-0.247072443624122,7.657428713622899,6.020322726331518,0.014142060421538745,0.4012639312088355,920.5019 -> 643.5019,PI,1944.6001358024,1187.5600852966,1693.3801307673,1409.1600799563,1265.7201042171,1723.4001045241,1091.3600769044,1164.3800773619,1124.0800743105,1211.0400886532
PI (22:0),0.24179627173139395,7.94761448510631,5.8488336938468155,0.01558737839074766,0.4253937266274952,674.3975 -> 397.3975,PI,1705.6001205444,1867.4601364137,1548.7801170348,1428.820102692,2209.560180664,1933.3201522832,1778.7201271056001,1818.0801391599,1110.90007782,1118.2800636292
PSo (28:0),-0.2429576934020945,7.628992061538351,5.8122954797275685,0.015914507889425725,0.42656564896478594,666.4706 -> 481.4706,PS,1294.5600891107,1360.1200942989,1618.4601173401,1815.2201080306,1266.8000907898,1348.0800971985,1204.7600822448,1316.8001060483,1123.460079193,1116.8600921628
C22:6,0.2292865151720246,12.326055559926138,5.568689034531653,0.018284445342723755,0.4746343755014623,327.3 -> 327.3,FFA,32355.3022537253,30735.2620925919,29890.202163692,36859.222442621,36918.6626052865,45466.223037715,35938.082504276,33703.282379151,39076.24291992,47420.1036376969
CerP(d18:1/22:0),-0.23078863307324665,9.750647368191636,5.5633484952910806,0.018340302317844646,0.4746343755014623,702.6 -> 264.3,cer,6243.2804794324,6258.2604866027,7630.5005340587,7567.500453947,5933.400463105,6137.6204032874,4988.9203529372,6505.5604553189,2502.1201705935,2420.1601676942
Lyso_PI(18:4),-0.23324588947199454,7.953341685374078,5.44231139977817,0.019654643449239784,0.48805757808762656,610.2649 -> 333.2649,PI,1896.1201210031,1735.3801116943,2115.8001670834,1967.4201393123,1689.980113982,1411.9001159671,1459.2600822442,1986.6401252735,1198.1400833128,1100.5200729369
PC (36:8),-0.23235041383270438,8.135870235953139,5.4264065887397575,0.019834451874313937,0.48805757808762656,774.5 -> 184.1,SM,1570.2201156622,2333.7201576226,1971.8401336661,2510.2601737957,1860.2001495347,1872.7801322945,1679.2001037593,1721.2201232906,2037.0401344298,1083.2600746155
PCo(34:3),-0.23325940776849402,8.083037106097501,5.462905658229353,0.019424320091490917,0.48805757808762656,742.6 -> 184.1,SM,1656.1601181039,2240.2201576237,2031.2201576235,2293.2001838687,1935.5001296991,1822.4401473992,1703.2601127612,1528.5401306147,1713.9001083378,1004.9600715637
PCo(32:2),-0.2327060071309299,7.780177169687058,5.376633923114959,0.020408217135592602,0.49407635355684676,716.6 -> 184.1,SM,1260.6400909418,1516.4801063538,1818.2601394655,2231.3801574712,1753.6401214593,1381.9401016229,1492.9400939944,1177.1000823971,1083.3400764466,1108.1400756838
PE (42:7),-0.2322296486922036,7.572761246970575,5.297328372842937,0.021358159364368523,0.5088666223161453,818.5696 -> 677.5696,PE,1298.0400810238,1759.0401229852,1267.4000892638,1537.2201080326,1105.1000862122,1173.0400848387,1278.6000862121,1424.3601112365,1024.6800613404,1073.1600799559
PC (30:1),-0.2218557278160277,9.670476151516771,5.137511983585153,0.023414180822209963,0.5491357095958931,704.5 -> 184.1,SM,4538.2803688053,8250.4805831843,6311.9005432209,7311.8204040515,6379.5005111662,5131.5003280643,4880.5803451548,6244.2604293798,1776.400135041,1207.340087891
PI (22:1),0.22003290007267748,8.435789960840534,4.930378002687491,0.02638854464012297,0.6093723923819165,672.3818 -> 395.3818,PI,2366.9601440423,2504.2201538088,2169.9001655572,2378.1201591506,2271.1801376337,2912.9602279657,3052.3801918016,2712.8002166753,1226.8200950626,1216.3400878904
Lyso_PI(20:2),0.22142333099586203,7.584866025404799,4.8138373022944805,0.028232111724462907,0.6420666620972549,642.3275 -> 365.3275,PI,1402.8400993353,1235.84009552,1126.4000778198,1211.9000740053,1185.2600860598,1416.9201011661,1570.2801055908,1614.5001029964,1207.7000770566,1188.8400917053
PCo(40:4),-0.21644418223235753,7.606840103480457,4.608036124783904,0.031822456977501135,0.7129180287049135,824.6 -> 184.1,SM,1242.5000915524,1610.7401237485,1308.6000862113,1762.3601303101,1544.5801239017,1154.3800811766,1068.4800720213,1327.3401031495,1140.9200820922,999.0600700378
C15:1,-0.20522223224929553,13.736446264216175,4.47023583322828,0.0344902308271139,0.7579379673426123,239.3 -> 239.3,FFA,69002.824707026,62902.12413025,133708.00939178,96938.026504506,73669.685440062,83579.985733012,66398.9846954566,90168.445831291,177585.792037977,57815.444252006
PI (30:3),0.21416198043984355,7.3914916126600145,4.4529055116255405,0.034841918552058794,0.7579379673426123,794.455 -> 517.455,PI,1097.4200706483,1115.2200813292,1047.9000816345,1076.7200698854,1434.5400924684,1160.6000823975,1092.300071716,1337.1000862112,1110.9800796509,1106.2200813295
Lyso_PI(20:0),-0.20940908751993847,7.6221725441454895,4.312377792958207,0.03783604126765428,0.8113128277535583,646.3588 -> 369.3588,PI,1364.0800971981,1112.4400825499,1746.6801261904,1668.2201232917,1306.7800903317,1169.660079956,1371.0600967406,1236.9000854498,1317.8600959777,1147.6800842285
PE (36:2),-0.20824125580274216,7.797412561813266,4.278658232423755,0.03859380303524512,0.8130812076685845,744.5539 -> 603.5539,PE,2044.5401573171,1550.1600990296,1361.220085144,1207.6200904837,1278.8600883483,1294.620082855,1477.5200958258,1271.7800941471,2408.9201660152,5640.280288689
PSo (20:0),0.20851718555076634,7.577942770481355,4.260784902727253,0.039001896703622974,0.8130812076685845,540.3661 -> 355.3661,PS,1237.3200836183,1154.6000900268,1187.9600868222,1285.3400917055,1571.8201217648,1393.3801002507,1354.2201042176,1295.1400947574,1444.8401031492,1184.4000816346
PEo (34:3),0.207034626302424,7.4303722501760765,4.176645502595118,0.0409847455759337,0.8313257176956281,700.5277 -> 559.5277,PE,1042.9200706481,1081.3400840764,1336.4400901795,1074.0600852964,1717.0401077279,1120.5400810246,1093.3200874323,1299.2400932307,995.240070343,1043.4000816343
PS (38:2),-0.2070024435137502,7.581209445433366,4.187680353268808,0.04071877608615161,0.8313257176956281,816.575 -> 631.575,PS,1581.2200813292,1373.2200889583,1312.140094757,1163.5400733948,1147.1400833134,1193.6800842289,1195.2800941469,1159.2800788874,1829.6601219174,1818.5801277156
Lyso_PC(6:0),0.20574525374462205,7.490190618547049,4.1088691284702366,0.04265887787719726,0.8537463425823077,356.176 -> 184.1,SM,1049.0200653079,1181.7200965883,1140.1800842283,963.1800613403,1411.9801063534,1259.8600883481,1243.1400947575,1079.680076599,1896.68012619,1245.7800865166
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",-0.1939586099422843,9.886001658930374,3.9352849494221154,0.047283129416782074,0.8983794589188594,752.6941 -> 369.1,CE,5481.9003677372,8222.4005661009,8439.7205352779,7250.2204895009,7371.540531157,4517.4603271472,6335.3604660033,7434.5805358908,3984.5802764891,3430.5802268978
Cer(d14:1(4E)/24:0(2OH)),-0.19450547786269243,9.640932239577461,3.946724054552476,0.046962708097491576,0.8983794589188594,610.6 -> 208.3,cer,6001.1803855907,5367.4603233338,6045.1203956582,7674.9005699164,5375.1403503407,5247.5603256208,5276.8603630063,5975.9803771974,2869.3401985174,2627.5001831058
PE (30:0),-0.2019871501995774,7.422187780037391,3.9677089199799545,0.046380837934637875,0.8983794589188594,664.4913 -> 523.4913,PE,1118.2800750729,1202.6400909414,1383.3400993339,1400.1800880432,1255.2800865167,1017.8400650024,1035.860080719,1122.5200729369,1163.5200881957,1091.660079956
PE (36:7),0.20048248046921482,7.730143349361308,3.9749587445460257,0.04618158460672666,0.8983794589188594,734.4757 -> 593.4757,PE,1494.5200958264,1215.1800804144,1244.7800903319,1566.6200942996,1742.6601181029,1362.4401054375,1962.7001304634,1264.4400901799,1396.7401008608,1086.6600723265
C16:0,0.1896540298376574,16.606263168982903,3.8225210112503687,0.05056809948089187,0.9487839665102338,255.3 -> 255.3,FFA,570025.083068707,553692.216003264,552101.557861326,635712.388305913,733339.236450079,674038.986266965,582343.337585449,643424.727721971,1298475.04937742,465004.072326446
TAG(54:7)_FA 16:0,-0.1976660502233185,7.353096174991735,3.784721635141807,0.0517225129563678,0.9584628635494824,894.8 -> 621.8,TAG1,1190.9800720216,1070.4000740049,1030.6400756835,1576.8201141359,979.280075073,1100.2000808713,1185.2200775147,972.1400604249,1092.560081482,992.140068054
PI (18:4),-0.1928112901834465,8.014119173718674,3.730409800424951,0.053430283434226455,0.9662512702984808,610.2723 -> 333.2723,PI,1582.5001144403,2019.4401321419,2795.900196074,1576.2601203924,1544.1601295475,2136.4201545722,1486.8201103203,1801.8401107788,1182.4000854494,1148.9800834653
PSp (40:2),-0.1959657530940076,7.406537552641606,3.731804690650417,0.053385683768676154,0.9662512702984808,828.6114 -> 643.6114,PS,1258.6200942998,1541.5200996399,1190.5400810236,1054.3200798034,1141.8000831604,1033.8600730896,1099.1200828551,1123.9600830074,1136.5200881955,1120.8400802612
Cer(d18:1/26:1(17Z)),-0.18483217844648328,10.022026070365019,3.580570902807386,0.05845905737463535,0.9971255127196327,676.7 -> 264.3,cer,7618.0605888369,8764.1406822218,7537.6205902115,9281.9406013494,7632.9805488564,7212.0004768359,6914.8205299356,7411.6605415359,2510.3801689144,2544.0201797484
PCo(36:3),-0.18935807611933622,8.145070907808218,3.6126741068592807,0.057340849106873336,0.9971255127196327,770.6 -> 184.1,SM,1650.3801040655,2443.5601921074,2134.3401756283,2351.3202018724,2632.8201789863,1536.1601066589,1694.7801055898,1660.9401168824,1563.420124054,996.9600715636
PI (36:8),0.19239952019563608,7.656892580547605,3.6539993286756847,0.05593474613601426,0.9971255127196327,868.4706 -> 591.4706,PI,1535.2801094049,1317.9000930781,1266.9800758356,1263.7000808717,1740.0001411437,1557.6201171876,1417.1401062012,1429.260097504,1064.0800781251,1106.4000778196
PSo (38:5),0.19225355624792698,7.397920894709409,3.5916127767386863,0.05807185930329273,0.9971255127196327,796.5488 -> 611.5488,PS,1041.0400695803,1092.7200737,1071.9800682069,1200.3000793459,1428.0200958249,1128.8200759888,1335.9400978086,1134.8200683597,1085.8600807192,1066.1600685119
TAG(52:6)_FA 18:1,-0.19303677919820808,7.26830222581614,3.588174858017517,0.05819212158162223,0.9971255127196327,868.7 -> 569.7,TAG1,1021.1400756836,1184.000083924,1144.1400794975,1202.5200996404,951.6200675964,1074.0600738527,974.2000694276,976.4800567628,1086.1000709534,988.9600753782
(11Z)-eicoseneoylcarnitine,0.06836615906177855,9.791254979851724,0.48816114640164887,0.484748723525518,0.9999898852101796,454.4 -> 85.1,AC,6353.9804382344,5507.4803771986,5871.2404136652,5811.5204277037,5342.3403968801,6823.7804985005,6246.1604309069,6222.2004280087,7179.4204826355,5716.9404220573
"(11Z,14Z)-eicosadienoylcarnitine",0.07042690705258035,10.061807197744294,0.519742840710571,0.4709513994320921,0.9999898852101796,452.4 -> 85.1,AC,7378.5405273441,7195.3004493692,6933.4605216953,7281.9405059786,7363.120563508,7403.9205055265,7711.5605163565,7694.2605438246,7801.3805313093,5919.0404014621
"(13Z,16Z)-docosadienoylcarnitine",0.08776030768284596,9.53069552184035,0.8018197960631532,0.37054983678870745,0.9999898852101796,480.4 -> 85.1,AC,5127.6603660603,5099.8803634637,4639.9403381346,5015.5603408834,4954.6003685008,5495.3203887914,6007.1003990177,4638.2603301999,5218.160331726,5326.3004035963
"(5Z,8Z)-3-hydroxytetradecadienoylcarnitine",0.085078450695480215,10.24956815029667,0.7595266438085764,0.3834766988524984,0.9999898852101796,384.3 -> 85.1,AC,7933.7205619799,8560.2805938727,7413.26050949,7743.4405288726,8900.7406501782,8682.7406196605,8886.1406478905,7071.02048111,10897.2807426477,5485.2003746006
"(5Z,8Z)-tetradecadienoylcarnitine",0.051540675059505714,9.600197225312066,0.2768419846526129,0.5987786021462133,0.9999898852101796,368.3 -> 85.1,AC,5558.7003707874,5223.1203536999,5119.7403526297,5166.4803886408,6118.740440369,5119.5003471355,5221.300373078,5343.2003631577,5617.8204269421,4534.9603233324
"(7Z,10Z)-hexadecadienoylcarnitine",0.0691315370784215,10.365144496689327,0.5019882854005706,0.4786277872376065,0.9999898852101796,396.3 -> 85.1,AC,9522.2406845059,8285.9206314086,7490.5205306988,8987.8406677242,9381.7807388292,9683.9006614685,8597.6206207303,8255.0605735734,12252.7008552546,6587.3004798897
"(7Z,10Z,13Z,16Z)-docosatetraenoylcarnitine",0.019760950234062644,9.68514380890463,0.04074784195169601,0.8400254332632638,0.9999898852101796,476.4 -> 85.1,AC,6039.4404258749,5210.7803649904,5630.6203880312,5809.3604049691,6160.7404212951,6107.1803894045,5558.3804130549,5145.7003822306,5776.5004386882,4921.7803535453
(9Z)-3-hydroxyoctadecenoylcarnitine,0.11881937923307603,10.076925746297725,1.4798797875144245,0.22379333160695825,0.9999898852101796,442.3 -> 85.1,AC,6864.3604812622,7586.160522463,7531.0405578605,7328.1205444325,8220.1205139166,7848.4205932619,7426.8804473851,8285.280578614,6355.7004623414005,4985.3403587331
"(9Z,12Z)-3-hydroxyhexadecadienoylcarnitine",-0.17101097259978384,10.179488822423247,3.065601859333436,0.07996554514287978,0.9999898852101796,412.3 -> 85.1,AC,7882.4405784629,8603.0606155406,8658.3606796269,8051.1805534393,7583.1405220037,7361.3605155949,8032.2405776964,6470.840454102,9824.8206405678,5024.8403625474
"(9Z,12Z,15Z)-3-hydroxyoctadecatrienoylcarnitine",0.048019687340042146,9.792657203972052,0.24083316656885945,0.6236050045831344,0.9999898852101796,438.3 -> 85.1,AC,6083.2404289248,5768.3203887939,5864.3204116801,5916.4204177851,6455.9604606617,6154.1403961185,5455.8003959659,6328.8204879757,7394.5005455006,6540.6604347207
1-O-behenoyl-Cer(d18:1/16:0),0.008330323169490807,8.474374249795463,0.0070651883172772045,0.9330129615076973,0.9999898852101796,860.8 -> 264.3,cer,2359.9601669309,2451.9201736445,2444.0001792908,2594.800178528,2405.2601661681,2405.7001800537,2611.1201744079,2467.8801727293,2461.3601722721,2501.020187378
1-O-carboceroyl-Cer(d18:1/16:0),-0.05507236453080613,8.550569318252426,0.3095401604104816,0.577962498426817,0.9999898852101796,902.9 -> 264.3,cer,2579.9601821897,2681.3801841739,2704.560195922,2720.0601882939,2516.1001739499,2583.1801910413,2548.4401512144,2620.7801856995,2452.1001701352,2456.5601806637
1-O-carboceroyl-Cer(d18:1/18:0),-0.051209175272206635,8.557792026510375,0.26768774395903305,0.6048870875077089,0.9999898852101796,973 -> 264.3,cer,2811.740211487,2634.0601844785,2489.1601791379,2784.2802124019,2902.520206451,2413.1401634217,2506.440170288,2508.0801773068,2480.8601875305,2482.1601905819
1-O-cerotoyl-Cer(d18:1/16:0),-0.10977418638414801,8.724675308197282,1.2359582808632572,0.2662514158291329,0.9999898852101796,916.9 -> 264.3,cer,3364.1602249145,3334.8202171332,3129.0402221673,2639.8201904285,2998.8202400206,3001.9202346799,2896.9802207953,2642.1601867675,2404.1401901242,2354.4801673889
