lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,EKO-R1-Cells_r1,EKO-R1-Cells_r2,EKO-R1-Cells_r3,EKO-R2-Cells_r1,EKO-R2-Cells_r2,EKO-R2-Cells_r3,EKO-R3-Cells_r1,EKO-R3-Cells_r2,EKO-R3-Cells_r3,WT-R1-Cells_r1,WT-R1-Cells_r2,WT-R1-Cells_r3,WT-R2-Cells_r1,WT-R2-Cells_r2,WT-R2-Cells_r3,WT-R3-Cells_r1,WT-R3-Cells_r2,WT-R3-Cells_r3,blank
PC (36:1),0.157664825660992,12.746885113140536,3.173746190323585,0.07483062438596101,0.12745642248120065,788.6 -> 184.1,PC,67266.204910281,62795.464538573,62444.823913593,61594.50471496,59486.184112548,58246.584548929,71607.785705569,70581.043945306,69861.764709474,41514.163040179,39217.3822555587,39668.6427993793,54475.3244056678,55249.6041946366,58509.7040176473,58312.244682293,59311.324386596,52360.203201297,14336.3008880579
Lyso_PC(19:0),-0.16005403148359565,7.529607407582728,3.1469012433326427,0.07607129803528506,0.12818313212244883,538.3794 -> 184.1,PC,1321.560100555,1538.1201210024,1456.8601036073,1472.340110778,1722.6801185617,1444.1201019276,1289.4400901797,1484.2001113894,1559.7401123042,1187.6000747677,1576.9000968925,1350.7600975037,1451.8200950615,1561.4401206973,1343.6200942993,1749.2201461787,1434.3201065071,1345.5000953675,1244.8400917054
Lyso_PC(18:2),-0.1573529298986971,8.03979680249384,3.078099125875905,0.07935321929411135,0.1326686635073424,520.3325 -> 184.1,PC,2326.6401672363,2309.6801681509,1808.2601127627,2222.2201461788,2151.1001510626,2088.3201408391,2196.3801460254,2176.0601501457,1917.6001319883,2286.0802001955,2127.2801704399,1819.8801231396,1961.1401367188,1796.5401382433,2205.4601364139,2240.56016922,2041.8801269527,2171.0801506041,1539.0000991827
PC (36:0); PCp(38:6),0.15387995604573154,9.489997033888491,2.996073738498893,0.08346656510641778,0.13846391420754578,790.6 -> 184.1,PC,6008.5204124461,6704.2403869625,6111.7404251107,6451.1805076593,6569.9004898073,6672.2604713422,7292.7605247477,6604.8005218518,7158.6605224609,4547.180320741,4293.6802787782,4611.6402969379,5078.6803398123,5887.0004310586,5450.4803428649,5443.7604103085,5610.1204147337,5945.4603996291,2908.0001907348
SM (d16:1/24:1),0.15084533314074297,11.959693315376528,2.90312676836038,0.08840791066503748,0.14553302217167707,785.6 -> 184.1,PC,43579.702957175,36861.042617791,32452.5822258032,34860.182678223,36396.8427353033,32466.0223693893,40964.583282458,41051.342536911,42133.463165264,24552.5818672244,23279.7620849696,23205.4615096897,31894.802284237,30644.4624710061,30698.981933602,35292.6625594952,33902.3018646309,34982.1420135508,5384.400352477
PC (44:4),-0.15248864349430613,7.235537418932028,2.8312001948612013,0.0924492455615934,0.15102395839832816,894.7 -> 184.1,PC,1197.3800773619,1184.8400764465,1186.6200866703,1154.960094452,1239.6400871277,1155.8200912475,1163.4600753785,1319.6400909422,1249.0600929259,1092.6200714113,1201.580089569,1119.0400886533,1207.0200958251,1176.880088806,1260.3401031493,1127.4200744629,1191.6800842283,1135.5800857544,1074.0600814818
PC (44:6),-0.15120083483034627,7.286672945356665,2.788489967457071,0.09494365600819282,0.15392380595267624,890.7 -> 184.1,PC,1220.0600891113,1163.2200775143,1342.6201095573,1306.6400947574,1229.5600776675,1193.1400947571,1129.7800750732,1421.0801048277,1258.080085755,1227.26007843,1150.5600738524,1135.7600822447,1245.9800910949,1217.8800849915,1167.2800750732,1237.540081024,1306.5400886543,1231.9200859065,1079.8000717161
Lyso_PC(9:0),-0.14791676141404578,7.3882460421060685,2.675414661823601,0.10190877939327725,0.16397352473805513,398.2229 -> 184.1,PC,1327.1400947569,1386.1800956726,1321.9600944521,1458.3801040645,1255.4000854493,1194.2000846863,1241.200088501,1399.3601036076,1367.7000999451,1300.5000991823,1282.1200942994,1416.2000923159,1224.1800880425,1126.8800773621,1178.5800857548,1418.8200950618,1354.5600929266,1221.8400840759,1367.9001121521
PC (42:8),-0.1469227397055296,7.513954741808228,2.6515105322413826,0.10345155144933604,0.16521367171759635,858.6 -> 184.1,PC,1522.6801185611,1604.0001258847,1459.920120239,1413.5601043707,1492.3400993348,1400.6800918576,1670.2401428219,1402.4200935366,1355.0800857539,1241.1000938416,1473.6601104741,1416.1800956725,1352.8200874329,1317.2000999449,1660.9201240539,1544.700107574,1580.3601112363,1285.9600868224,1135.1600799561
PC (42:3),-0.146229565218958,7.6373188616905665,2.6353561769122056,0.10450862166312488,0.16566551878450908,868.7 -> 184.1,PC,1982.2801322932,1524.5001144402,1395.6400794981,1719.7201080322,1620.0201263432,1262.2400741577,1789.5201339713,1651.1201171872,1685.220134736,1616.4401130674,1378.8200836179,1673.340106964,1491.3001060483,1645.3801116946,1686.9601211553,1337.4600830076,1514.7201156616,1676.4001083367,1175.7200889584
PC (46:2),-0.14699280146093788,7.1589405063107945,2.6229447021739807,0.10532881172068484,0.16573798314872468,926.8 -> 184.1,PC,1078.0800743102,1173.6000862121,1128.000087738,1115.9800796507,1176.9400901797,1133.4800872804,1120.6000862122,1123.7600860597,1165.7800865172,1068.7000732422,1062.3800735473,1125.5400772096,1121.480079651,1093.4800720213,1067.9000740052,1092.600074768,1105.2400779722,1129.3600845337,1123.5400848387
Lyso_PC(6:0),-0.14367660844418437,7.5421679183957675,2.5354361888149928,0.11131612122173326,0.173880656506941,356.176 -> 184.1,PC,1518.5401039121,1580.2200965881,1253.0000801087,1718.2401237491,1509.2401046752,1274.8800888062,1420.5201072689,1745.060127258,1316.9000778197,1602.0401000983,1555.6001129143,1394.5001068118,1295.6000862124,1331.6400947567,1349.960090637,1477.7201118478,1432.780101776,1355.9000854495,1510.2200965888
C18:4,-0.1398163496102877,11.089926177947582,2.4902929786246095,0.11455039878631135,0.17763612565413497,275.3 -> 275.3,FFA,19757.3214302017,17958.9613647478,18468.6613426184,17155.4011955307,16548.9812393207,15974.4011878945,18733.9214286841,16718.6611900304,19548.0613861112,17274.4012374904,17238.7012290948,16245.2811470019,16560.5211334202,17456.9812507613,15980.58107758,17411.0012054385,17964.7011871334,18013.0212173455,12110.1808624252
Lyso_PC(4:0),-0.1412319852560562,7.42559483326776,2.441190047960152,0.11818653275990917,0.18195624468072347,328.1447 -> 184.1,PC,1601.4201126092,1547.1601028441,1412.7601013189,1328.7000846866,1362.3200950629,1404.1401062011,1106.9000816347,1202.3600807191,1246.1400947572,1559.0801048272,1401.6401100147,1234.4400863652,1323.0200881962,1112.080078125,1330.0200843809,1290.920093537,1259.6001014712,1218.3200759885,1472.6401100161
SM (d18:0/14:0),-0.13847644384923405,9.586752338334751,2.428675381665726,0.11913352972041205,0.182104109715487,677.6 -> 184.1,PC,8021.4804725657,6112.3404006967,6024.1604461681,6580.9604415912,6002.2804985044,6435.3804512037,6913.060485839,6493.9804992675,6225.0203704816,5467.2003707886,5708.4604339582,5467.8804054249,6632.7004966736,6315.3003883378,6480.7803955071,7192.6005744934,6578.3204612715,6689.3205299367,1732.1401100164
PC (44:3),-0.13912393667903475,7.2145784801954465,2.354988997408854,0.12488276634762278,0.189538382967314,896.7 -> 184.1,PC,1326.320095063,1250.4800910949,1255.6800918582,1098.6400833129,1071.860080719,1194.4400787354,1139.7400741581,1194.6400794984,1198.080078125,1063.4800758362,1179.8400955199,1139.1000823975,1235.3000869748,1130.2800788879,1158.5800857542,1140.8200836182,1104.7400856017,1139.0800781248,1084.0200767516
SM (d18:1/20:0),0.13543493060272763,13.827608037462424,2.343473438477986,0.1258087526569634,0.18959910611683217,759.6 -> 184.1,PC,155783.470703065,131692.707977342,125635.928131229,132844.509063686,125066.429077051,125167.729614206,148652.308380301,152194.690216123,146818.810058523,87589.887069684,91067.425155627,86445.445495557,122288.269165048,119939.227478106,114405.589187609,128955.00823976,123921.447997979,116105.487548872,11250.0007553173
PCo(34:4),-0.13710309360451722,7.702147605080704,2.320069066816508,0.1277143553450317,0.19112497932752995,740.6 -> 184.1,PC,1984.7401466372,1500.7801132211,1739.5601158137,1458.1600837709,1555.3601112361,1777.8801345834,1866.4601325983,1536.6401023868,1836.0801353448,1857.8601341246,1503.5001144402,1568.3201026927,1328.6200904845,1720.6001205455,1465.9200897221,1756.680130005,1773.3801116949,1612.2601203918,1298.9200935361
PCo(40:6),0.13524560063092497,8.459780157827133,2.2905813797379047,0.1301611596115342,0.1934339455338078,820.6 -> 184.1,PC,3452.3002433771,2951.6201934819,3006.3201980599,3326.0202026348,2621.4601669307,3030.0002174405,3728.4802970875,3262.1402130125,3650.9002494813,2461.2801551845,2401.5201759344,2690.4801979062,2497.0601654055,2397.4401702884,3080.2602424604,2757.3801994311,2127.3001670839,2524.8801727299,1488.8201065067
Lyso_PC(15:0),-0.13499202855368797,7.442213044291449,2.232668009535713,0.13512034751785507,0.19704335264423184,482.3168 -> 184.1,PC,1315.2400932306,1483.2401123042,1404.0200881957,1367.6401062021,1416.6601142875,1391.7601051333,1388.3800964357,1379.860084534,1386.2000923157,1399.6600913994,1280.1800956726,1239.6800727848,1296.6800918575,1315.7000923157,1281.8400917052,1397.8200988762,1386.520111084,1419.7600898737,1307.4200859066
Lyso_PC(16:0),0.13295978678367057,10.486640209136828,2.2481084592433245,0.13377783936576676,0.19704335264423184,496.3325 -> 184.1,PC,16322.9810752893,11529.1408424349,12816.3409995916,12137.1208991848,11621.9208564687,11953.6810035709,13164.5611762843,13198.5608406025,13144.1010131729,8735.9606704701,8382.8006591781,7935.5805549608,10185.1008682257,11081.3207359201,11741.8807678115,11763.1008148129,11377.1808204621,11258.5008087006,8730.3005790731
PC (38:6),-0.13268961727088027,9.58344103864284,2.230018699991784,0.13535220952664523,0.19704335264423184,806.6 -> 184.1,PC,6333.3804550155,6761.7604408258,6118.5004959118,7152.9205703742,6569.1604232786,5580.8003959653,7075.2204170223,6933.2004928583,6374.6804122951,4966.9603996271,5483.7804946884,5176.4004173279,7861.4605255128,6935.4004707337,6438.5404777531,6528.9804191569,6624.2604904168,6517.200496677,1498.7001228325
Lyso_PC(3:1),-0.13443092157487743,7.321637826057163,2.2064738790728606,0.1374324848240242,0.19871994427257555,312.1134 -> 184.1,PC,1286.620094299,1413.5801048278,1261.8400955204,1273.9600830081,1197.9600906368,1316.2400970459,1275.9600944516,1268.1600875854,1286.260093689,1355.8600845334,1178.1600875852,1181.8000869749,1182.7400817876,1316.3200874324,1130.5400772095,1243.1600990295,1138.4200668335,1344.3800926205,1149.7800750733
SM (d18:1/26:1)17Z)),0.1323122630468791,8.569588298927695,2.195632541306807,0.13840238353593134,0.19877926225965978,841.7 -> 184.1,PC,3845.3002357481,3330.8602600085,3015.7002334605,3746.5802497846,3233.5202445987,3252.4602317828,3244.7802009569,3241.8202438343,4323.8802986148,2272.8201446533,2635.1601600646,2670.6602172843,2304.4601478567,2831.8401985158,3323.8801841734,3022.0002136223,2958.7402114883,2825.1401863101,1631.9601097123
PC (34:2),0.12772099552221972,15.038159010351608,2.0847783273707137,0.1487738174555842,0.21225064623663348,758.6 -> 184.1,PC,353315.18688965,309335.260986454,285708.183593587,305072.761108482,285598.820983874,291810.94201652,354753.144226079,347872.283874666,345295.48333737,206906.074920695,200757.513763444,198916.332275348,284609.718932986,270719.496337889,274608.019470178,291158.280517694,288266.041748001,289759.742614728,18247.5612678524
Lyso_PC(24:1),0.12571986942733934,8.375518250594567,1.9770349211385092,0.15970312044915796,0.22521405343768555,606.442 -> 184.1,PC,3421.0402183523,3276.5401916487,2665.9201850888,3100.1202278131,2797.4801940916,3179.8202056876,2544.3201866143,3053.4802360522,3193.3402061451,2351.0601539608,2547.4801826503,2141.3201370244,2557.2401733408,1699.680141449,2430.9401664741,3019.1201934809,2515.1201744072,2541.9401588441,1362.3801078793
PC (40:2),-0.12558309230843792,8.453562415483798,1.9745557682060078,0.1599651220678888,0.22521405343768555,842.7 -> 184.1,PC,2604.3401718135,2687.4201889046,2484.8001899713,2912.9402160649,2944.2801971447,2812.9401969909,2853.8401794429,3603.3802528401,3047.9002304083,2560.3801994317,2598.2001800531,2482.8801498412,3176.8402366639,2843.9002075201,2730.380199433,2233.220161438,3075.9801902775,2977.9402046189,1965.1601486205
PCo(44:4),-0.12697443339976416,7.259912586983085,1.9642803178844108,0.16105628501816407,0.22526826793390267,880.7 -> 184.1,PC,1193.6800727845,1150.0400886536,1145.2600822446,1347.460098267,1225.8400917049,1150.4600830077,1148.100078583,1260.6400756842,1456.1401023867,1088.4000816346,1070.2600746154,1307.5400924687,1213.9800796514,1193.2800865174,1173.1800804138,1166.2000846862,1142.5400810243,1172.6400794983,1181.3400993342
Lyso_PC(16:1),0.12321622028106738,9.695074388606765,1.924068421654125,0.16540885295534813,0.22985386060028895,494.3168 -> 184.1,PC,9871.9808158808,7588.340583799,7301.7005081224,7762.1805076568,6888.8604240416,7446.9204978985,8098.7205314604,7298.420589444,6573.9404792794,5150.5803985594,6028.0204505907,5223.9403915434,6360.9604072538,6505.1405410732,6311.4803924555,6726.2005195618,6548.1804580681,6321.5403556846,2524.0202026366
PCp(36:5),0.12336977348942015,8.506837710932459,1.9072588772815724,0.16726806515436823,0.2309378447937729,764.6 -> 184.1,PC,3485.2602729817,3047.8801956187,3554.1002578742,3055.8602485662,3467.0402297977,2972.2602043139,3548.6002655023,3553.3202590938,2972.1202201829,2413.8201980569,1934.180156708,2607.760196685,2690.4802017195,2722.8401794444,2637.9602012631,2981.4602088946,2959.4602470401,2884.1602210994,1663.080127716
PC (42:1),-0.12194170931488423,7.371058555326326,1.8187903176756492,0.17745733603972497,0.243435063541674,872.7 -> 184.1,PC,1548.8000946044,1362.5401000974,1255.1000938417,1341.740093231,1231.7800865174,1442.0000991826,1260.1600799559,1365.800094604,1311.4600906368,1402.960098266,1247.460083008,1402.4001007088,1163.0400733945,1244.4000778201,1309.280094147,1259.9000816347,1150.1800804137,1273.6200752258,1100.8600807189
Lyso_PC(8:0),-0.12012204981052098,7.486251025586826,1.7700635874511335,0.18337420978645927,0.24994955983632025,384.2073 -> 184.1,PC,1812.2601203932,1438.4000968934,1430.2600860594,1358.1800956723,1232.0800857545,1411.5800895696,1337.1401062012999,1422.0801086429,1565.8001289374,1417.1001091005,1198.1200866697,1619.3001060494,1246.8000793455,1210.5600891111,1302.5800971983,1125.9800720212,1758.7401351923,1387.1601028436,1392.8801002503
Lyso_PC(22:4),-0.11165748728069647,7.631979861644929,1.5364324348453877,0.21514961220269668,0.2914051709580828,572.3638 -> 184.1,PC,1786.7401275636,1795.3001327511,1642.5601081849,1779.3601036071,1714.6601409911,1346.6801071161,1479.8601112365,1500.5601158145,1613.2001075734,1401.9400749208,1391.6201019276,1570.1801109311,1482.360107422,1669.0201148992,1433.7001037597,1531.7201042185,1552.7400970458,1785.7201461786,1206.4200859068
SM (d18:2/20:1),0.10949758625490795,8.906988373038162,1.5102522230423503,0.21910060340984805,0.2948901203126257,755.6 -> 184.1,PC,5103.3403434767,4474.1002693157,3897.6802825943,4635.6403083801,3912.5802764889,4127.5802917471,4664.9603118897,4672.0402755734,4416.8003158559,3290.4202461231,3068.5002021794,3639.8002243048,3293.8202095035,3414.0602378844,3448.4402427669,4605.5003395075,3403.4802894596,4075.6602745054,1233.0800857543
Lyso_PC(10:0),-0.10967133276684936,7.547464078698327,1.4781259075980202,0.22406797179001597,0.2978294780314498,412.2386 -> 184.1,PC,1802.5001335144,1743.7001228334,1462.4400939948,1432.1400909421,1451.3800888068,1313.24010086,1355.9800987233,1387.4800872804,1676.8201179493,1572.8801002503,1453.560108184,1248.160083771,1328.6600952145,1336.2601051331,1322.5600967403,1730.8201217645,1506.6001052858,1300.5600967409,1438.1001014708
SM (d18:1/26:0),-0.10947048253334042,7.846855167768508,1.4843650237528347,0.2230928207045351,0.2978294780314498,843.7 -> 184.1,PC,1772.0001297003,1921.1601181021,1643.1801147468,1598.4201126102,2191.9801635729,1850.0401382455,2059.3801231385,2224.2201652516,1784.5401153564,1538.3601112373,1567.5801086422,1626.5601043696,2053.2001190185,1737.0401306146,1903.7001228331,2027.3601493841,1923.2601356509,1718.300106049,1387.6000938415
PC (36:7),-0.10842308974678806,8.16698238609483,1.465473242963709,0.22606127433178225,0.29862415251235436,776.5 -> 184.1,PC,2383.9601783754,2721.4601898191,2060.9601249688,2424.8601646409,2192.9001655572,2162.600154878,2398.7601509102,2615.7002029418,2522.3801574714,2044.2201347346,2044.1001510622,1677.4601173393,2162.360164643,2313.1601829526,2966.380191802,2129.6201629642,2301.0201721197,2597.7201843256,1541.4600982657
PCp(42:4),-0.10885312977798593,7.425453456244738,1.4517877326407342,0.22824131219624222,0.29965423809813396,850.7 -> 184.1,PC,1328.2400856025,1318.3000984197,1253.3400917053,1401.8200950617,1384.1000862122,1525.1601028441,1349.6200942997,1490.5601043696,1565.3401069638,1244.2800941466,1196.9000930783,1179.3200798034,1496.8001022344,1221.4000816342,1417.2601051331,1398.3201103207,1383.7800903318,1357.9200973515,1170.1000900268
Lyso_PC(3:0),-0.10673356467741539,7.42359077557671,1.3950119183004261,0.23756052672641853,0.30998751658203394,314.129 -> 184.1,PC,1514.8801116947,1392.7801094063,1419.2200965885,1380.6201095579,1487.6400985716,1276.9600868228,1407.0601043699,1209.8200950622,1396.0200958254,1401.9000968939,1185.340084076,1421.7401084897,1171.7800750734,1250.4400787351,1365.8800849912,1192.5200843803,1477.7401046748,1233.7000770568,1325.3201065063
PC (40:9),-0.10369343016119628,7.7835897859109116,1.3293542214681686,0.24892013493875262,0.32284187198117004,828.6 -> 184.1,PC,1625.2601242072,1765.0201377867,1352.380096436,1978.7201271062,1812.9201240542,1945.6001319869,2152.8801612853,1666.3801307677,1838.880138398,1822.1601486207,1537.7000923159,1521.6401062022,1654.2601165774,1593.42011261,1691.6801071166,1507.7001113886,1869.5201339731,1917.4001350391,1595.4801292429
PC (38:8),-0.10263027476959863,8.128544221880178,1.3116574802602763,0.25209477870180674,0.3230436086358482,802.5 -> 184.1,PC,2377.4401741017,2330.0001716615,1912.3601531991,2465.5601997381,2049.4001312266,2347.7401618959,2110.4201583866,2809.7602157592,2251.0601158141,1904.8801345843,2340.2001724239,1937.7601203924,2101.0601501463,2331.3401985158,2257.7001686097,2253.1401519784,2309.1801643371,1887.4201354985,1868.3601455672
PC (44:12),-0.10390786183751963,7.264225455330181,1.3160367962651192,0.2513045623377166,0.3230436086358482,878.6 -> 184.1,PC,1177.1800842286,1263.8400955201,1191.4400863649,1427.0600891113,1148.8400878906,1270.3800811767,1327.9000778202,1218.0200958247,1222.1000823974,1222.1400833129,1168.6000747686,1099.3000831605,1137.1800765993,1169.7200851439,1230.5600852965,1179.4000854494,1246.6000976559,1085.5400695803,1109.660079956
PC (32:5),-0.10226227038282847,7.970039155249706,1.2988294028440919,0.25442715737762217,0.32409173618339965,724.5 -> 184.1,PC,2138.7201652538,1966.3601341247,1792.4201164247,2019.040161133,2099.9601860054,2381.3801574715,1978.0801315312,2064.88012314,2313.3601837172,2075.2601203912,2013.0601577756,1930.7801322946,1903.240123748,1894.3801231364,2257.9201507572,1986.7801170343,1859.7001190185,1599.9801025378,1323.16009903
Lyso_PC(18:1),-0.09862717002175952,10.66597305576199,1.2381875458951157,0.26582064404040867,0.33660128890323937,522.3481 -> 184.1,PC,15902.2611885246,14306.700885765,14259.4809493892,13898.7809257463,13883.2211265492,11229.3608894285,15539.0610313412,13802.0009422286,13190.0810241603,12912.8607444658,10421.8807601928,10127.720664978,13436.3609046826,13818.9010238615,13836.4212303084,14969.6811218199,14407.1208000133,14086.9007492023,3729.0402374264
PC (36:5),0.09842270759975831,9.738221273624802,1.2282287338802567,0.26775178388848375,0.33705224560079716,780.6 -> 184.1,PC,8485.2606925991,7590.720554353,6928.5404663094,7568.1605377252,8596.7606353766,7598.9004707325,8380.7606124841,8358.9205741887,7630.1805648819,6539.2204170234,4514.8403358441,5989.7004966749,6663.9605674791,6940.1804466258,7169.8405456514,6639.340499877,6806.3004379257,6805.480510712,1590.3801193226
Lyso_PC(22:5),-0.09877528094297033,7.53704531134121,1.1977114227321657,0.2737795713826213,0.3426247267595378,570.3481 -> 184.1,PC,1657.660106659,1398.860092163,1544.3601112367,1331.8800849915,1374.3800964355,1442.260116577,1563.6401176448,1333.9600791928,1658.4001197815,1469.3001098625,1250.400093079,1475.9001274106,1420.2600822444,1335.3600845338,1192.220096588,1454.4201011657,1348.5000915533,1437.9001083369,1769.9401206975
PC (38:7),-0.09517950180414501,8.607137382989482,1.1370961396160748,0.28626676504606885,0.35616911465034146,804.6 -> 184.1,PC,3522.1802711495,3124.7602310188,2914.8201904288,3269.5802268994,3069.6401824954,3167.3002319339,3154.9202308647,3857.4802665704,3681.1602401737,3103.960182188,3335.3002281196,2854.040245057,2944.5401802059,2954.1401939415,2429.2201461794,3593.3402557373,3550.9402427667,2882.180198669,1529.9600982671
PC (38:1),-0.09384462960564573,9.670102394474428,1.115937697564263,0.2907948572426252,0.3597115575139988,816.6 -> 184.1,PC,6995.220489503,6758.8604888911,5639.2604598995,6530.9605064389,6780.4004554743,6721.2803916926,7317.4405517572,7424.2405776978,7352.1605453526,5394.0203933706,5418.7003707891,5791.9804153458,7224.040554048,6003.400455475,7169.6605186434,7474.6004676841,6406.300487519,6500.3005104064,4048.800292968
PC (42:7),-0.09106411239604216,7.656917452935741,1.0228208823870197,0.3118508211819551,0.38354066513182983,860.6 -> 184.1,PC,1567.5201187134,1651.8801078799,1793.6401290903,1525.5601158147,1441.120098114,1627.9601135258,1676.5001258852,1989.6801338202,1809.7201385489,1521.4201278672,1313.1600952148,1372.8400878906,1827.6001091008,1712.0001144408,1667.2601203918,1554.8001022345,1722.3801307671,1338.0400924679,1176.7801017763
PC (36:6),-0.08462323896269437,8.242502742666044,0.8940713044492448,0.34437640254851293,0.42112314368789583,778.5 -> 184.1,PC,2368.7601394649,2922.4802093517,2287.5801544191,3276.0002212523,2456.2401504512,2356.6001625055,2335.1801795951,2133.8401641824,2825.900196075,2032.8401603677,2334.9401550296,1887.6801338199,3153.160190582,2438.4601516735,2549.1001701363,2412.20016861,2456.2801589953,2060.9801330572,1371.6601104736
PC (40:1),-0.08396381682759389,7.66106486596551,0.8690024204808466,0.35123162890602805,0.4270657306016477,844.7 -> 184.1,PC,1413.3801040654,1631.6401252757,1484.7401046758,1854.4201316835,1610.3200950619,1794.1001243594,1464.5800933838,1865.9401550288,1718.5201377859,1498.8401184084,1427.9401016232,1441.9001235962,1439.5201072695,1413.7201156613,1516.9600982666,1752.9001235962,1575.7001075748,1693.3601188655,1537.4201049805
Lyso_PC(22:0),0.08024667952644778,8.60302624055641,0.8081090304462606,0.3686799076208694,0.4457485888749494,580.4264 -> 184.1,PC,4051.1203079209,3024.5202217115,3122.4002265932,3553.2402801509,3555.0402755742,3005.7802314762,3674.740253447,3695.340236664,3599.6602706903,2883.4001731885,2352.6401405339,2730.4002227774,3502.4202499385,2681.6602172844,3251.5002250668,2893.0601959224,2629.8001861569,2823.4802207949,1851.7201271059
PCo(36:4),0.07945780648581467,8.853653173740524,0.7948480980410615,0.3726381812106528,0.44800320662404325,768.6 -> 184.1,PC,3932.9802398692,4922.4403915412,3930.5402488708,3944.1202888498,3869.6002922053,3882.2602615375,4034.540252686,4897.3604240419,4342.9603271492,3732.1002807622,2868.1402206421,2968.3202247625,3820.600284577,3274.9802513116,3222.7802047745,3844.2402381892002,3871.3002815253,3617.5202255252,1459.1601066597
SM (d18:1/14:0),0.07803011137836267,9.336635326449494,0.7698548245735366,0.3802619672490762,0.4546148658731972,675.5 -> 184.1,PC,5548.0604248033,6499.2005043023,5120.8404083258,6045.0204429628,5232.6603546138,5557.9803504938,6024.0404548645,6155.260478972,6268.800453186,4100.6202850343,4309.0003242495,4281.9803199764,5333.3403320314,4831.3803138737,4877.3603935243,5282.0603256215,5412.9603958132,5016.3603935231,2427.7601699828
Lyso_PC(14:1),-0.07784214236922679,7.434265086814607,0.7423072723499367,0.38892277751360893,0.4598313502094603,466.2855 -> 184.1,PC,1385.5400886538,1381.4201087958,1422.8001060487,1218.1000862125,1237.9200935359,1533.6000976561,1606.3801231387,1389.060108185,1552.8201179499,1494.3000984193,1337.9401092527,1308.8600845331,1305.1800956724,1232.9400863648,1153.2600784307,1323.8000869748,1265.5600891113,1241.9600982673,1330.6001091004
PC (40:5),0.07689192822481591,9.338627282789206,0.7476934355111311,0.38720748673409783,0.4598313502094603,836.6 -> 184.1,PC,6457.9004020706,5465.1004066483,5798.7803649919,6373.0404472356,5387.2003326422,5806.200374604,6275.5604591364,5626.1803169243,6025.780426025,4466.440319063,3733.0602493283,4240.92028427,5546.3004074095,4315.7402610782,5035.9403915408,5366.6804504395,5888.6404495255,5610.3203544601,1580.840114593
C18:3,-0.0709597629603445,11.163666164802034,0.6417520463797359,0.4230770670438111,0.4974642436668988,277.3 -> 277.3,FFA,22575.6617698675,19812.3613243129,18396.6213378894,17571.3212623543,17476.261268617,16783.0411453247,21608.5614624021,20783.60146713,20113.8813705427,17476.9411506591,18137.501296997,17386.6012306199,17551.4212341317,17254.2412796039,18558.6612358049,18099.5213050865,17501.7212333689,17601.5212593072,11279.7807998686
PC (34:6),-0.07070709017846077,7.901411561645414,0.6201044036172956,0.4310084915765848,0.5040208590021265,750.5 -> 184.1,PC,1901.2001228324,1789.1801223751,1875.380130768,1714.6001358032,2087.8401489268,2216.5801544185,1956.5401344299,2170.640171051,2310.1601943973,1761.6601181032,1799.6001205436,1696.3401222226,1742.1001014697,1808.7201347345,1611.0201148986,2027.7801361089,2013.4401550272,2069.0601463338,1342.5800895687
PC (34:4),0.06941076323308441,9.42449743376893,0.6097181835941043,0.43489393872667725,0.5058005591712442,754.5 -> 184.1,PC,8035.9404449451,5838.5604286203,5675.7204628003,5400.260406493,5367.4003982552,5344.880340576,7974.0006065363,6509.4604034422,6735.1605110167,4340.8203086845,4450.0802803049,4372.0203247066,4943.6003265387,5592.8804016105,5197.2203636158,6712.9205093388,5892.960449217,5738.2204589838,1440.2400932316
SM (d18:0/24:0),-0.06840592433844375,8.472516194979551,0.5860706841288241,0.4439425959039104,0.5135335974239829,817.7 -> 184.1,PC,2899.3001708991,2591.740180969,2301.9601402273,3065.5002021789,3055.4402389531,2819.4002037058,3321.2002220132,3124.0802574165,3458.3002548238,2655.0801963805,2522.5601768477,1693.0401229858,2682.200160981,2988.2601966848,2576.5601615901,2728.7001838671,3952.3803062432,2630.0401802056,2306.9801673888
PC (40:6),-0.06753275937137386,9.01557383305843,0.5751673104623105,0.448212840033477,0.5156857406836779,834.6 -> 184.1,PC,4396.1202354413,4484.2203369149,3879.1402969363,4873.8003044122,3942.2202415457,4339.4603233343,5064.7403144838,4479.0403480547,4764.5603523253,3770.4402694691,3414.9802589411,3277.6802406299,4441.0202560448,4951.5603103611,4441.8803405737,4261.0603332522,4229.2603073102,4036.6403121958,1606.3401222238
C28:0,-0.06089233300301909,12.42591633918244,0.47346425760542843,0.4913977502675847,0.5593570136024635,423.4 -> 423.4,FFA,57751.0038032344,51315.3835220452,50564.9235000475,45384.1632308899,42950.7230987542,38604.4228744472,44647.7632179266,45542.1032028218,46490.6433257994,42950.9830932603,41986.8429031419,41610.0430412275,40385.9828567547,40076.042583466,41935.462936397,46608.1031875657,43431.1231537007,45141.1433639507,23953.0817413311
Lyso_PC(17:0),-0.06241898623034514,7.56915506405544,0.4786961688279021,0.4890134928393586,0.5593570136024635,510.3481 -> 184.1,PC,1239.8400764462,1465.4001007091,1505.4601097103,1519.9001045234,1665.7001152033,1583.8801078799,1663.5601310719,1731.1201477042,1342.0000877377,1525.0201072696,1329.460083007,1424.6401062015,1414.1801071166,1385.6800880433,1460.9400901793,1391.460094452,1213.860088349,1342.7200965883,1821.1601409909
