Lipid name,PValue,sig_groups_pvalue,FDR,sig_groups_fdr,averageC,averageR,Fold Change,logFC,lipid_class
TAG(56:5)_FA 18:0,0.794670321,2.00E+00,0.998556814,2.00E+00,1022.176072,1008.336072,0.983444654,-0.024084232,
TAG(56:5)_FA 18:1,0.023118624,1.00E+00,0.199431347,2.00E+00,1348.388093,1169.852084,0.865518921,-0.208362736,
TAG(56:5)_FA 18:2,0.079691798,2.00E+00,0.540643046,2.00E+00,1159.372077,1039.304076,0.89401056,-0.161636223,
TAG(56:5)_FA 20:0,0.819270703,2.00E+00,0.998556814,2.00E+00,1015.816073,1003.896072,0.985447054,-0.021149734,
TAG(56:5)_FA 20:4,0.341507218,2.00E+00,0.998556814,2.00E+00,1087.276079,1026.056074,0.940911944,-0.087868381,
TAG(56:6)_FA 16:0,0.475972252,2.00E+00,0.998556814,2.00E+00,1308.728095,1373.364097,1.046228016,0.065197309,
TAG(56:6)_FA 16:1,0.500071362,2.00E+00,0.998556814,2.00E+00,1101.316077,1058.268073,0.957780762,-0.062232638,
TAG(56:6)_FA 18:0,0.559042115,2.00E+00,0.998556814,2.00E+00,1052.208075,1016.948073,0.963246833,-0.054022557,
TAG(56:6)_FA 18:1,0.762919965,2.00E+00,0.998556814,2.00E+00,1085.616076,1068.10008,0.980888462,-0.027838999,
TAG(56:6)_FA 18:2,0.834824298,2.00E+00,0.998556814,2.00E+00,1078.568078,1067.804079,0.986747632,-0.019246942,
TAG(56:6)_FA 20:0,0.844778338,2.00E+00,0.998556814,2.00E+00,1056.828074,1047.352074,0.987540576,-0.018088068,
TAG(56:6)_FA 20:4,0.080656775,2.00E+00,0.540643046,2.00E+00,1230.336085,1104.364079,0.894589748,-0.160701869,
TAG(56:7)_FA 16:0,0.899562312,2.00E+00,0.998556814,2.00E+00,1045.896076,1057.76407,1.008115345,0.011660717,
TAG(56:7)_FA 16:1,0.370224171,2.00E+00,0.998556814,2.00E+00,1056.740073,1000.916072,0.944172853,-0.082877091,
TAG(56:7)_FA 18:0,0.958916843,2.00E+00,0.998556814,2.00E+00,1007.792072,1007.664069,0.996699978,-0.004768798,
TAG(56:7)_FA 18:1,0.818100743,2.00E+00,0.998556814,2.00E+00,1039.912074,1027.928074,0.985368119,-0.0212653,
TAG(56:7)_FA 18:2,0.920548214,2.00E+00,0.998556814,2.00E+00,1051.61207,1048.116073,0.993632396,-0.009215883,
TAG(56:7)_FA 20:0,0.361330732,2.00E+00,0.998556814,2.00E+00,1078.840075,1020.868078,0.943209784,-0.084349412,
TAG(56:7)_FA 20:4,0.959224879,2.00E+00,0.998556814,2.00E+00,1055.984072,1055.800075,0.996731881,-0.00472262,
TAG(56:8)_FA 16:0,0.885469642,2.00E+00,0.998556814,2.00E+00,1024.252071,1017.624072,0.990805574,-0.01332611,
TAG(56:8)_FA 16:1,0.296928033,2.00E+00,0.998556814,2.00E+00,1055.008076,989.9720711,0.935296995,-0.096503542,
TAG(56:8)_FA 18:0,0.911252682,2.00E+00,0.998556814,2.00E+00,997.748069,993.8720673,0.992869349,-0.010324207,
TAG(56:8)_FA 18:1,0.697584777,2.00E+00,0.998556814,2.00E+00,1035.860075,1065.240075,1.025198366,0.035903085,
TAG(56:8)_FA 18:2,0.653683483,2.00E+00,0.998556814,2.00E+00,1014.620071,1047.692073,1.029175768,0.041489395,
TAG(56:8)_FA 20:0,0.73140045,2.00E+00,0.998556814,2.00E+00,1013.412073,1039.208078,1.022251599,0.03175032,
TAG(56:8)_FA 20:4,0.619401006,2.00E+00,0.998556814,2.00E+00,1053.26007,1023.396067,0.968673373,-0.04591781,
TAG(58:0)_FA 16:0,0.502778327,2.00E+00,0.998556814,2.00E+00,1054.168077,1013.192072,0.957958728,-0.061964593,
TAG(58:0)_FA 16:1,0.758029365,2.00E+00,0.998556814,2.00E+00,1003.036076,986.480072,0.98041359,-0.028537613,
TAG(58:0)_FA 18:0,0.967684186,2.00E+00,0.998556814,2.00E+00,1050.668078,1051.056078,0.997408864,-0.003743071,
TAG(58:0)_FA 18:1,0.508795224,2.00E+00,0.998556814,2.00E+00,1061.388074,1020.664072,0.958550167,-0.061074155,
TAG(58:0)_FA 18:2,0.904920682,2.00E+00,0.998556814,2.00E+00,1047.920076,1043.248072,0.992377822,-0.011038601,
TAG(58:0)_FA 20:0,0.896944221,2.00E+00,0.998556814,2.00E+00,1042.104075,1036.804074,0.991735335,-0.011972936,
TAG(58:0)_FA 20:4,0.859517986,2.00E+00,0.998556814,2.00E+00,1053.404079,1044.688075,0.988728548,-0.016353607,
TAG(58:1)_FA 16:0,0.857689073,2.00E+00,0.998556814,2.00E+00,1027.668076,1042.804072,1.011558013,0.016579061,
TAG(58:1)_FA 16:1,0.576858756,2.00E+00,0.998556814,2.00E+00,1054.016075,1020.616073,0.964875336,-0.05158554,
TAG(58:1)_FA 18:0,0.845661091,2.00E+00,0.998556814,2.00E+00,1033.292077,1023.500072,0.987598792,-0.018003024,
TAG(58:1)_FA 18:1,0.572723144,2.00E+00,0.998556814,2.00E+00,1072.616074,1037.792072,0.964527963,-0.052105031,
TAG(58:1)_FA 18:2,0.973228161,2.00E+00,0.998556814,2.00E+00,1010.76407,1011.720071,0.99784921,-0.003106276,
TAG(58:1)_FA 20:0,0.963532727,2.00E+00,0.998556814,2.00E+00,1008.700071,1014.792073,1.002937563,0.004231795,
TAG(58:1)_FA 20:4,0.911709189,2.00E+00,0.998556814,2.00E+00,1030.384072,1026.420076,0.992916942,-0.010255054,
TAG(58:10)_FA 16:0,0.907841068,2.00E+00,0.998556814,2.00E+00,1012.124072,1007.884074,0.99260009,-0.01071551,
TAG(58:10)_FA 16:1,0.996432632,2.00E+00,0.998556814,2.00E+00,1018.016071,1020.876071,0.999713301,-4.14E-04,
TAG(58:10)_FA 18:0,0.415297358,2.00E+00,0.998556814,2.00E+00,1042.916076,992.9160713,0.949091453,-0.075380985,
TAG(58:10)_FA 18:1,0.951965854,2.00E+00,0.998556814,2.00E+00,1052.224078,1051.236075,0.996149844,-0.005565321,
TAG(58:10)_FA 18:2,0.597625465,2.00E+00,0.998556814,2.00E+00,1043.060069,1011.284069,0.96672699,-0.048819574,
TAG(58:10)_FA 20:0,0.771522711,2.00E+00,0.998556814,2.00E+00,1009.184071,1031.212073,1.018797061,0.026866704,
TAG(58:10)_FA 20:4,0.954917822,2.00E+00,0.998556814,2.00E+00,1004.52807,1011.240076,1.003634121,0.005233425,
TAG(58:2)_FA 16:0,0.985712593,2.00E+00,0.998556814,2.00E+00,1018.420066,1022.600076,1.001149061,0.001656793,
TAG(58:2)_FA 16:1,0.813597005,2.00E+00,0.998556814,2.00E+00,1030.944077,1049.536073,1.015222109,0.021795393,
TAG(58:2)_FA 18:0,0.769451788,2.00E+00,0.998556814,2.00E+00,1038.51607,1061.116071,1.018948331,0.027080896,
TAG(58:2)_FA 18:1,0.687715525,2.00E+00,0.998556814,2.00E+00,1043.452069,1020.020073,0.974564747,-0.037170058,
TAG(58:2)_FA 18:2,0.662730143,2.00E+00,0.998556814,2.00E+00,1081.524072,1054.684074,0.972474873,-0.040267121,
TAG(58:2)_FA 20:0,0.891637296,2.00E+00,0.998556814,2.00E+00,1019.784073,1014.064069,0.991300074,-0.012606256,
TAG(58:2)_FA 20:4,0.67436804,2.00E+00,0.998556814,2.00E+00,1052.236076,1027.364068,0.973437819,-0.038839268,
TAG(58:3)_FA 16:0,0.953670525,2.00E+00,0.998556814,2.00E+00,1031.160072,1038.284075,1.003730298,0.00537167,
TAG(58:3)_FA 16:1,0.988695954,2.00E+00,0.998556814,2.00E+00,1038.872073,1043.152074,1.000908144,0.00130958,
TAG(58:3)_FA 18:0,0.610995113,2.00E+00,0.998556814,2.00E+00,1063.680078,1033.140074,0.967945816,-0.047001805,
TAG(58:3)_FA 18:1,0.617510806,2.00E+00,0.998556814,2.00E+00,1072.520078,1041.792077,0.968532749,-0.046127264,
TAG(58:3)_FA 18:2,0.862585982,2.00E+00,0.998556814,2.00E+00,1036.716074,1051.588078,1.011149506,0.015996326,
TAG(58:3)_FA 20:0,0.884365105,2.00E+00,0.998556814,2.00E+00,1022.396072,1016.00407,0.990715942,-0.013456628,
TAG(58:3)_FA 20:4,0.764288486,2.00E+00,0.998556814,2.00E+00,1008.808073,1031.572073,1.019416028,0.027742941,
TAG(58:4)_FA 16:0,0.799176598,2.00E+00,0.998556814,2.00E+00,1023.764069,1010.432071,0.983814391,-0.023541936,
TAG(58:4)_FA 16:1,0.900812507,2.00E+00,0.998556814,2.00E+00,1038.580073,1050.072078,1.008016069,0.011518638,
TAG(58:4)_FA 18:0,0.633735069,2.00E+00,0.998556814,2.00E+00,1019.960072,1054.77608,1.031004244,0.044050271,
TAG(58:4)_FA 18:1,0.637292495,2.00E+00,0.998556814,2.00E+00,1077.384077,1113.532082,1.03059726,0.043480662,
TAG(58:4)_FA 18:2,0.923105228,2.00E+00,0.998556814,2.00E+00,1033.656074,1030.636074,0.993832455,-0.008925439,
TAG(58:4)_FA 20:0,0.974919399,2.00E+00,0.998556814,2.00E+00,1023.03607,1028.224072,1.00201772,0.002908022,
TAG(58:4)_FA 20:4,0.717911545,2.00E+00,0.998556814,2.00E+00,1031.148075,1010.716071,0.977099641,-0.033422405,
TAG(58:5)_FA 16:0,0.423310173,2.00E+00,0.998556814,2.00E+00,1048.888074,999.1520706,0.949952895,-0.074072118,
TAG(58:5)_FA 16:1,0.637810067,2.00E+00,0.998556814,2.00E+00,1056.228075,1028.268075,0.970289853,-0.043512309,
TAG(58:5)_FA 18:0,0.432430573,2.00E+00,0.998556814,2.00E+00,1059.472076,1010.372075,0.950930859,-0.072587646,
TAG(58:5)_FA 18:1,0.237205018,2.00E+00,0.998556814,2.00E+00,1250.556091,1163.128088,0.927508406,-0.108567738,
TAG(58:5)_FA 18:2,0.695341245,2.00E+00,0.998556814,2.00E+00,1001.824072,1030.412072,1.025437918,0.036240151,
TAG(58:5)_FA 20:0,0.665026251,2.00E+00,0.998556814,2.00E+00,1013.720069,1045.480074,1.028144742,0.040043381,
TAG(58:5)_FA 20:4,0.995805157,2.00E+00,0.998556814,2.00E+00,1024.488071,1028.152073,1.000337123,4.86E-04,
TAG(58:6)_FA 16:0,0.803022011,2.00E+00,0.998556814,2.00E+00,1055.512069,1041.984072,0.984151038,-0.023048352,
TAG(58:6)_FA 16:1,0.690217409,2.00E+00,0.998556814,2.00E+00,1023.024075,1052.704073,1.025868487,0.036845794,
TAG(58:6)_FA 18:0,0.855217675,2.00E+00,0.998556814,2.00E+00,1061.664076,1077.500077,1.01174431,0.016844735,
TAG(58:6)_FA 18:1,0.221283165,2.00E+00,0.998556814,2.00E+00,1125.300076,1043.696074,0.924751694,-0.112862057,
TAG(58:6)_FA 18:2,0.377233642,2.00E+00,0.998556814,2.00E+00,1090.328076,1033.676069,0.945042085,-0.081549517,
TAG(58:6)_FA 20:0,0.952031249,2.00E+00,0.998556814,2.00E+00,1018.448072,1025.756078,1.003864939,0.005565181,
TAG(58:6)_FA 20:4,0.794963585,2.00E+00,0.998556814,2.00E+00,1037.180073,1057.848077,1.016784341,0.024013717,
TAG(58:7)_FA 16:0,0.614274724,2.00E+00,0.998556814,2.00E+00,1081.436077,1050.100072,0.968259166,-0.046534841,
TAG(58:7)_FA 16:1,0.512499136,2.00E+00,0.998556814,2.00E+00,1060.624075,1020.164072,0.958903098,-0.060543064,
TAG(58:7)_FA 18:0,0.947314704,2.00E+00,0.998556814,2.00E+00,1023.06007,1021.88007,0.995771729,-0.006113038,
TAG(58:7)_FA 18:1,0.435270382,2.00E+00,0.998556814,2.00E+00,1096.964074,1046.688071,0.951302529,-0.072023882,
TAG(58:7)_FA 18:2,0.965267442,2.00E+00,0.998556814,2.00E+00,1027.932072,1027.992069,0.997212373,-0.004027311,
TAG(58:7)_FA 20:0,0.966015877,2.00E+00,0.998556814,2.00E+00,1021.132068,1021.524072,0.997271559,-0.003941688,
TAG(58:7)_FA 20:4,0.373616619,2.00E+00,0.998556814,2.00E+00,1077.856078,1021.428069,0.94460686,-0.082214083,
TAG(58:8)_FA 16:0,0.834908151,2.00E+00,0.998556814,2.00E+00,1037.432076,1026.928072,0.986730703,-0.019271694,
TAG(58:8)_FA 16:1,0.859644323,2.00E+00,0.998556814,2.00E+00,1038.236069,1029.788075,0.988731189,-0.016349753,
TAG(58:8)_FA 18:0,0.960963418,2.00E+00,0.998556814,2.00E+00,1029.208073,1029.280074,0.996867394,-0.004526488,
TAG(58:8)_FA 18:1,0.953718545,2.00E+00,0.998556814,2.00E+00,1053.944077,1053.004076,0.996290515,-0.005361607,
TAG(58:8)_FA 18:2,0.857320386,2.00E+00,0.998556814,2.00E+00,1045.976072,1037.024074,0.98854753,-0.016617761,
TAG(58:8)_FA 20:0,0.656602893,2.00E+00,0.998556814,2.00E+00,1029.968072,1063.008075,1.028888858,0.041087149,
TAG(58:8)_FA 20:4,0.161445695,2.00E+00,0.891825876,2.00E+00,1111.536084,1019.660076,0.914266483,-0.129313363,
TAG(58:9)_FA 16:0,0.973516047,2.00E+00,0.998556814,2.00E+00,1014.640072,1019.99607,1.002131603,0.00307198,
TAG(58:9)_FA 16:1,0.523790566,2.00E+00,0.998556814,2.00E+00,1040.188072,1001.608068,0.959940228,-0.058983517,
TAG(58:9)_FA 18:0,0.905804184,2.00E+00,0.998556814,2.00E+00,1020.980075,1031.944073,1.00761536,0.01094502,
TAG(58:9)_FA 18:1,0.630303991,2.00E+00,0.998556814,2.00E+00,1062.288074,1033.412072,0.969642532,-0.044475113,
TAG(58:9)_FA 18:2,0.531740103,2.00E+00,0.998556814,2.00E+00,1004.036069,1048.412077,1.040909256,0.057844303,
TAG(58:9)_FA 20:0,0.635679326,2.00E+00,0.998556814,2.00E+00,1012.08007,1046.680072,1.030835393,0.043813978,
TAG(58:9)_FA 20:4,0.800749468,2.00E+00,0.998556814,2.00E+00,1058.336076,1044.788073,0.983967754,-0.023317057,
TAG(60:0)_FA 16:0,0.955745528,2.00E+00,0.998556814,2.00E+00,985.1240715,991.800074,1.003570582,0.005142086,
TAG(60:0)_FA 16:1,0.651118306,2.00E+00,0.998556814,2.00E+00,982.7080673,957.5440681,0.971346571,-0.041941962,
TAG(60:0)_FA 18:0,0.830886709,2.00E+00,0.998556814,2.00E+00,991.6760719,981.1680702,0.986375392,-0.019791286,
TAG(60:0)_FA 18:1,0.748187119,2.00E+00,0.998556814,2.00E+00,1035.072075,1017.036073,0.979627973,-0.029694125,
TAG(60:0)_FA 18:2,0.833919492,2.00E+00,0.998556814,2.00E+00,1016.560072,1006.064069,0.986637746,-0.019407612,
TAG(60:0)_FA 20:0,0.608836426,2.00E+00,0.998556814,2.00E+00,1063.828077,1102.764075,1.033269153,0.047216106,
TAG(60:0)_FA 20:4,0.591318914,2.00E+00,0.998556814,2.00E+00,1044.416071,1012.356067,0.966164518,-0.049659223,
TAG(60:1)_FA 16:0,0.980598206,2.00E+00,0.998556814,2.00E+00,1027.192071,1031.792072,1.001560128,0.002249035,
TAG(60:1)_FA 16:1,0.633290973,2.00E+00,0.998556814,2.00E+00,1021.316072,993.4800728,0.969848199,-0.04416914,
TAG(60:1)_FA 18:0,0.747710815,2.00E+00,0.998556814,2.00E+00,1040.432072,1022.476073,0.979593495,-0.029744902,
TAG(60:1)_FA 18:1,0.787819231,2.00E+00,0.998556814,2.00E+00,1076.880081,1098.960075,1.017358182,0.024827699,
TAG(60:1)_FA 18:2,0.960886788,2.00E+00,0.998556814,2.00E+00,1072.608079,1072.432075,0.996867221,-0.004526739,
TAG(60:1)_FA 20:0,0.874415867,2.00E+00,0.998556814,2.00E+00,1083.328078,1097.872073,1.010156021,0.014578137,
TAG(60:1)_FA 20:4,0.929191122,2.00E+00,0.998556814,2.00E+00,1068.216075,1065.312076,0.994329195,-0.008204528,
TAG(60:10)_FA 16:0,0.786698081,2.00E+00,0.998556814,2.00E+00,1004.420073,1025.060072,1.017509828,0.02504273,
TAG(60:10)_FA 16:1,0.910497855,2.00E+00,0.998556814,2.00E+00,1014.100071,1010.05207,0.992814263,-0.010404253,
TAG(60:10)_FA 18:0,0.448162696,2.00E+00,0.998556814,2.00E+00,1007.84407,1061.356078,1.049813621,0.070133222,
TAG(60:10)_FA 18:1,0.984534203,2.00E+00,0.998556814,2.00E+00,1061.964073,1066.636075,1.001241465,0.001789944,
TAG(60:10)_FA 18:2,0.468749164,2.00E+00,0.998556814,2.00E+00,1096.960075,1050.608076,0.954702497,-0.066876861,
TAG(60:10)_FA 20:0,0.943603608,2.00E+00,0.998556814,2.00E+00,1058.476076,1066.696077,1.00453832,0.0065326,
TAG(60:10)_FA 20:4,0.924433812,2.00E+00,0.998556814,2.00E+00,1075.356073,1072.052077,0.99395003,-0.008754771,
TAG(60:11)_FA 16:0,0.695891704,2.00E+00,0.998556814,2.00E+00,1000.82807,1029.548076,1.025390054,0.03617281,
TAG(60:11)_FA 16:1,0.932040636,2.00E+00,0.998556814,2.00E+00,1029.736076,1027.448074,0.994548153,-0.007886871,
TAG(60:11)_FA 18:0,0.972418513,2.00E+00,0.998556814,2.00E+00,1011.460066,1012.328072,0.997784279,-0.003200156,
TAG(60:11)_FA 18:1,0.971666115,2.00E+00,0.998556814,2.00E+00,1078.548079,1079.688078,0.99773067,-0.003277671,
TAG(60:11)_FA 18:2,0.775461992,2.00E+00,0.998556814,2.00E+00,1107.164078,1090.648077,0.981935039,-0.02630051,
TAG(60:11)_FA 20:0,0.771919119,2.00E+00,0.998556814,2.00E+00,1076.244074,1059.652078,0.981621242,-0.026761627,
TAG(60:11)_FA 20:4,0.634065557,2.00E+00,0.998556814,2.00E+00,1102.648073,1072.876076,0.970021336,-0.043911615,
TAG(60:12)_FA 16:0,0.96274959,2.00E+00,0.998556814,2.00E+00,1027.136072,1027.184075,0.997010339,-0.004319629,
TAG(60:12)_FA 16:1,0.962479,2.00E+00,0.998556814,2.00E+00,1025.156075,1025.288074,0.996988369,-0.00435142,
TAG(60:12)_FA 18:0,0.62327967,2.00E+00,0.998556814,2.00E+00,1030.456073,1001.676071,0.96898309,-0.045456606,
TAG(60:12)_FA 18:1,0.848766585,2.00E+00,0.998556814,2.00E+00,1107.236076,1124.188075,1.012253815,0.01757108,
TAG(60:12)_FA 18:2,0.573756567,2.00E+00,0.998556814,2.00E+00,1104.692076,1069.120074,0.964668482,-0.051894864,
TAG(60:12)_FA 20:0,0.850091411,2.00E+00,0.998556814,2.00E+00,1060.728078,1076.896081,1.012167992,0.017448757,
TAG(60:12)_FA 20:4,0.90301791,2.00E+00,0.998556814,2.00E+00,1071.404078,1083.100076,1.00782504,0.011245207,
TAG(60:2)_FA 16:0,0.85052333,2.00E+00,0.998556814,2.00E+00,1039.260072,1029.884072,0.987995192,-0.017424073,
TAG(60:2)_FA 16:1,0.748620998,2.00E+00,0.998556814,2.00E+00,1042.404068,1024.484072,0.979670738,-0.029631146,
TAG(60:2)_FA 18:0,0.751415198,2.00E+00,0.998556814,2.00E+00,1048.028072,1029.996071,0.979907117,-0.029283089,
TAG(60:2)_FA 18:1,0.823002161,2.00E+00,0.998556814,2.00E+00,1069.748077,1057.820076,0.985784906,-0.020655204,
TAG(60:2)_FA 18:2,0.788208014,2.00E+00,0.998556814,2.00E+00,1063.448074,1048.576071,0.982946913,-0.024814594,
TAG(60:2)_FA 20:0,0.995529777,2.00E+00,0.998556814,2.00E+00,1079.576073,1082.408075,0.999641729,-5.17E-04,
TAG(60:2)_FA 20:4,0.844334228,2.00E+00,0.998556814,2.00E+00,1069.252074,1059.116076,0.987511222,-0.018130952,
TAG(60:3)_FA 16:0,0.958699325,2.00E+00,0.998556814,2.00E+00,1011.744073,1011.468076,0.996683132,-0.004793183,
TAG(60:3)_FA 16:1,0.923262743,2.00E+00,0.998556814,2.00E+00,1018.204076,1015.180073,0.993840704,-0.008913464,
TAG(60:3)_FA 18:0,0.884560575,2.00E+00,0.998556814,2.00E+00,1044.052076,1057.044073,1.009341691,0.013414651,
TAG(60:3)_FA 18:1,0.990324743,2.00E+00,0.998556814,2.00E+00,1056.648074,1060.700072,1.000776628,0.001120003,
TAG(60:3)_FA 18:2,0.539550603,2.00E+00,0.998556814,2.00E+00,1064.244073,1110.224081,1.040009303,0.056596434,
TAG(60:3)_FA 20:0,0.793746945,2.00E+00,0.998556814,2.00E+00,1074.312076,1095.832075,1.016859707,0.024120648,
TAG(60:3)_FA 20:4,0.595881813,2.00E+00,0.998556814,2.00E+00,1083.732076,1050.884075,0.966629652,-0.048964844,
TAG(60:4)_FA 16:0,0.858336878,2.00E+00,0.998556814,2.00E+00,1072.752077,1088.468081,1.011481719,0.016470245,
TAG(60:4)_FA 16:1,0.634812439,2.00E+00,0.998556814,2.00E+00,1041.412075,1013.332072,0.970008781,-0.043930287,
TAG(60:4)_FA 18:0,0.787311605,2.00E+00,0.998556814,2.00E+00,1079.160076,1101.616082,1.017399318,0.024886032,
TAG(60:4)_FA 18:1,0.850298236,2.00E+00,0.998556814,2.00E+00,1089.088076,1079.136079,0.988002669,-0.017413155,
TAG(60:4)_FA 18:2,0.783490389,2.00E+00,0.998556814,2.00E+00,1050.58807,1072.696076,1.017744313,0.02537516,
TAG(60:4)_FA 20:0,0.910062444,2.00E+00,0.998556814,2.00E+00,1080.288077,1075.60808,0.992800369,-0.010424443,
TAG(60:4)_FA 20:4,0.733522497,2.00E+00,0.998556814,2.00E+00,1129.456076,1108.716078,0.97849356,-0.031365739,
TAG(60:5)_FA 16:0,0.898488427,2.00E+00,0.998556814,2.00E+00,1031.728075,1043.544072,1.008208149,0.011793521,
TAG(60:5)_FA 16:1,0.792171277,2.00E+00,0.998556814,2.00E+00,1005.556072,1025.912073,1.017045137,0.024383708,
TAG(60:5)_FA 18:0,0.657414157,2.00E+00,0.998556814,2.00E+00,1043.676077,1017.548067,0.971972497,-0.041012603,
TAG(60:5)_FA 18:1,0.725599068,2.00E+00,0.998556814,2.00E+00,1111.276083,1089.816077,0.977818882,-0.03236083,
TAG(60:5)_FA 18:2,0.705943527,2.00E+00,0.998556814,2.00E+00,1052.784071,1081.892078,1.02444041,0.034836068,
TAG(60:5)_FA 20:0,0.618142032,2.00E+00,0.998556814,2.00E+00,1182.168084,1149.112077,0.968721051,-0.045846802,
TAG(60:5)_FA 20:4,0.935465757,2.00E+00,0.998556814,2.00E+00,1044.140072,1052.876065,1.005199438,0.00748177,
TAG(60:6)_FA 16:0,0.885144464,2.00E+00,0.998556814,2.00E+00,1049.104073,1062.244076,1.00929179,0.013343323,
TAG(60:6)_FA 16:1,0.857523085,2.00E+00,0.998556814,2.00E+00,1001.19607,1015.844073,1.011586173,0.016619223,
TAG(60:6)_FA 18:0,0.92006047,2.00E+00,0.998556814,2.00E+00,1020.260065,1016.840073,0.993584214,-0.009285842,
TAG(60:6)_FA 18:1,0.94828988,2.00E+00,0.998556814,2.00E+00,1096.488081,1095.600079,0.995863147,-0.005980596,
TAG(60:6)_FA 18:2,0.826645379,2.00E+00,0.998556814,2.00E+00,1060.692075,1049.256072,0.986074916,-0.020230837,
TAG(60:6)_FA 20:0,0.484214195,2.00E+00,0.998556814,2.00E+00,1254.536089,1203.92808,0.956475848,-0.064199555,
TAG(60:6)_FA 20:4,0.835779956,2.00E+00,0.998556814,2.00E+00,1059.044073,1076.596078,1.013354084,0.019138366,
TAG(60:7)_FA 16:0,0.647384655,2.00E+00,0.998556814,2.00E+00,1072.148075,1044.596072,0.97114125,-0.042246948,
TAG(60:7)_FA 16:1,0.942713199,2.00E+00,0.998556814,2.00E+00,1009.740072,1017.588069,1.004620467,0.006650573,
TAG(60:7)_FA 18:0,0.710372222,2.00E+00,0.998556814,2.00E+00,1061.212076,1039.356074,0.976497548,-0.034311673,
TAG(60:7)_FA 18:1,0.878186191,2.00E+00,0.998556814,2.00E+00,1072.396075,1065.216077,0.990240016,-0.014149844,
TAG(60:7)_FA 18:2,0.983797598,2.00E+00,0.998556814,2.00E+00,1052.684074,1057.404072,1.001301162,0.001875959,
TAG(60:7)_FA 20:0,0.76487599,2.00E+00,0.998556814,2.00E+00,1086.500078,1069.168075,0.981050173,-0.027601174,
TAG(60:7)_FA 20:4,0.801841604,2.00E+00,0.998556814,2.00E+00,1079.268078,1065.464073,0.984070984,-0.02316571,
TAG(60:8)_FA 16:0,0.710773087,2.00E+00,0.998556814,2.00E+00,1060.536075,1038.988074,0.976530676,-0.034262731,
TAG(60:8)_FA 16:1,0.791848008,2.00E+00,0.998556814,2.00E+00,1038.680071,1024.656074,0.983226384,-0.024404465,
TAG(60:8)_FA 18:0,0.677708569,2.00E+00,0.998556814,2.00E+00,1026.468073,1002.512072,0.973692624,-0.038461682,
TAG(60:8)_FA 18:1,0.510898369,2.00E+00,0.998556814,2.00E+00,1061.104073,1110.060081,1.042939279,0.060655165,
TAG(60:8)_FA 18:2,0.757727742,2.00E+00,0.998556814,2.00E+00,1088.816074,1070.748077,0.98046314,-0.0284647,
TAG(60:8)_FA 20:0,0.764872792,2.00E+00,0.998556814,2.00E+00,1092.044076,1074.720076,0.981054257,-0.027595169,
TAG(60:8)_FA 20:4,0.978233979,2.00E+00,0.998556814,2.00E+00,1054.444075,1055.900072,0.998254614,-0.00252026,
TAG(60:9)_FA 16:0,0.827184675,2.00E+00,0.998556814,2.00E+00,1031.644073,1020.556072,0.98610075,-0.02019304,
TAG(60:9)_FA 16:1,0.674677776,2.00E+00,0.998556814,2.00E+00,1004.408068,1034.940072,1.027284646,0.038835987,
TAG(60:9)_FA 18:0,0.859896199,2.00E+00,0.998556814,2.00E+00,999.4880737,1014.024074,1.011391014,0.016340865,
TAG(60:9)_FA 18:1,0.773955725,2.00E+00,0.998556814,2.00E+00,1100.376076,1083.808076,0.98180662,-0.0264892,
TAG(60:9)_FA 18:2,0.853839486,2.00E+00,0.998556814,2.00E+00,1063.932074,1054.728072,0.98827581,-0.017014367,
TAG(60:9)_FA 20:0,0.53897743,2.00E+00,0.998556814,2.00E+00,1042.392077,1087.548078,1.040105311,0.056729608,
TAG(60:9)_FA 20:4,0.857912066,2.00E+00,0.998556814,2.00E+00,1081.420076,1072.292079,0.988612643,-0.016522739,
TetradecanoylcarnitineO-tetradecanoylcarnitine,0.179899825,2.00E+00,0.944159569,2.00E+00,5144.872374,4751.800321,0.920622133,-0.119318968,
