Lipid name,PValue,sig_groups_pvalue,FDR,sig_groups_fdr,averageC,averageR,Fold Change,logFC,lipid_class
PC (38:8),0.011970654,1.00E+00,0.122230967,2.00E+00,1557.272107,1828.784121,1.171381189,0.228210632,PC_SM
PC (38:9),1.01E-09,1.00E+00,4.20E-08,1.00E+00,2723.824189,3987.424265,1.461971325,0.547915014,PC_SM
PC (40:0),0.109744471,2.00E+00,0.678687523,2.00E+00,1348.004092,1495.476097,1.106504921,0.146009867,PC_SM
PC (40:1),0.570873372,2.00E+00,0.998556814,2.00E+00,1534.348104,1485.168097,0.964849411,-0.051624303,PC_SM
PC (40:10),0.033779035,1.00E+00,0.274066659,2.00E+00,1677.792115,1922.884135,1.14265416,0.192388818,PC_SM
PC (40:2),1.91E-05,1.00E+00,3.49E-04,1.00E+00,1881.540149,2466.336183,1.30688164,0.386128487,PC_SM
PC (40:3),1.52E-04,1.00E+00,0.00248741,1.00E+00,3131.012222,3970.964271,1.264634507,0.338720491,PC_SM
PC (40:4),0.026358884,1.00E+00,0.218589416,2.00E+00,5971.372408,6861.832552,1.146447679,0.197170515,PC_SM
PC (40:5),0.155074637,2.00E+00,0.865304946,2.00E+00,4928.580301,5390.948379,1.091606548,0.126452953,PC_SM
PC (40:6),0.104485036,2.00E+00,0.662642455,2.00E+00,3160.432224,2863.980203,0.904103424,-0.145440276,PC_SM
PC (40:7),0.558809887,2.00E+00,0.998556814,2.00E+00,2622.436182,2536.128191,0.964255521,-0.052512594,PC_SM
PC (40:8),0.83410784,2.00E+00,0.998556814,2.00E+00,1338.320097,1359.976095,1.013363172,0.019151305,PC_SM
PC (40:9),0.004591631,1.00E+00,0.052212406,1.00E+00,1215.788091,1458.972105,1.197045704,0.259478236,PC_SM
PC (42:0),0.159064898,2.00E+00,0.884283006,2.00E+00,1134.864079,1039.812074,0.913873607,-0.129933448,PC_SM
PC (42:1),0.07339016,2.00E+00,0.509993655,2.00E+00,988.2680687,1111.864079,1.1215415,0.165483005,PC_SM
PC (42:10),0.460674555,2.00E+00,0.998556814,2.00E+00,1129.588077,1080.936078,0.95395342,-0.068009271,PC_SM
PC (42:11),0.47908478,2.00E+00,0.998556814,2.00E+00,1190.264086,1248.176096,1.046068327,0.064977089,PC_SM
PC (42:2),0.378047702,2.00E+00,0.998556814,2.00E+00,1307.548093,1239.84809,0.945541314,-0.0807876,PC_SM
PC (42:3),0.287174632,2.00E+00,0.998556814,2.00E+00,1332.472095,1249.080086,0.934652531,-0.09749797,PC_SM
PC (42:4),0.641035163,2.00E+00,0.998556814,2.00E+00,1501.924107,1551.696112,1.029863338,0.042452906,PC_SM
PC (42:5),0.736378102,2.00E+00,0.998556814,2.00E+00,1528.2761,1499.532106,0.978971685,-0.030660962,PC_SM
PC (42:6),0.493498478,2.00E+00,0.998556814,2.00E+00,1365.076093,1310.620093,0.957511998,-0.06263753,PC_SM
PC (42:7),0.085441818,2.00E+00,0.56003567,2.00E+00,1133.848082,1268.756091,1.115766985,0.158035768,PC_SM
PC (42:8),0.775225919,2.00E+00,0.998556814,2.00E+00,1104.588084,1087.924079,0.981913775,-0.026331752,PC_SM
PC (42:9),0.687900308,2.00E+00,0.998556814,2.00E+00,1095.196075,1127.124081,1.025993655,0.03702181,PC_SM
PC (44:0),0.954661488,2.00E+00,0.998556814,2.00E+00,993.3720711,992.9480698,0.996355876,-0.005266963,PC_SM
PC (44:1),0.604895743,2.00E+00,0.998556814,2.00E+00,1014.436066,984.3800705,0.967332534,-0.047916174,PC_SM
PC (44:10),0.905578401,2.00E+00,0.998556814,2.00E+00,1018.640073,1014.240073,0.992420552,-0.010976483,PC_SM
PC (44:12),0.97052853,2.00E+00,0.998556814,2.00E+00,1009.360072,1015.196073,1.002373008,0.003419471,PC_SM
PC (44:2),0.636665859,2.00E+00,0.998556814,2.00E+00,985.5520683,1018.988074,1.030783802,0.043741771,PC_SM
PC (44:3),0.722388974,2.00E+00,0.998556814,2.00E+00,994.0120659,1020.292072,1.02305965,0.032890265,PC_SM
PC (44:4),0.812344848,2.00E+00,0.998556814,2.00E+00,1048.356073,1035.788074,0.984905541,-0.021942728,PC_SM
PC (44:5),0.611703,2.00E+00,0.998556814,2.00E+00,1017.204072,987.8280701,0.96794165,-0.047008014,PC_SM
PC (44:6),0.614270618,2.00E+00,0.998556814,2.00E+00,1072.408079,1041.268077,0.968246748,-0.046553345,PC_SM
PC (44:7),0.736981231,2.00E+00,0.998556814,2.00E+00,1046.548074,1027.028074,0.978707724,-0.031050009,PC_SM
PC (44:8),0.440365008,2.00E+00,0.998556814,2.00E+00,1051.152076,1003.51207,0.951735479,-0.071367441,PC_SM
PC (46:0),0.932606706,2.00E+00,0.998556814,2.00E+00,1004.576067,1002.34407,0.994587183,-0.007830256,PC_SM
PC (46:1),0.60007391,2.00E+00,0.998556814,2.00E+00,998.0320686,967.9360703,0.966876488,-0.048596488,PC_SM
PC (46:2),0.482384447,2.00E+00,0.998556814,2.00E+00,1040.616074,997.6240746,0.955945559,-0.064999635,PC_SM
PC (48:0),0.984272218,2.00E+00,0.998556814,2.00E+00,985.5640694,987.3480659,0.998734539,-0.00182683,PC_SM
PC (48:2),0.800999779,2.00E+00,0.998556814,2.00E+00,983.9040688,971.0760712,0.983932598,-0.023368604,PC_SM
PC (50:0),0.897375064,2.00E+00,0.998556814,2.00E+00,976.0280663,987.1480705,1.008321295,0.011955417,PC_SM
PC (52:0),0.822874365,2.00E+00,0.998556814,2.00E+00,949.2360657,965.7000633,1.014504449,0.020775192,PC_SM
PC (52:4),0.961145748,2.00E+00,0.998556814,2.00E+00,969.1800659,975.2960686,1.003136385,0.004517767,PC_SM
PCo(32:0),1.10E-18,1.00E+00,2.07E-16,1.00E+00,27831.11018,47957.087,1.72010365,0.782495501,PC_SM
PCo(32:1),1.47E-08,1.00E+00,4.24E-07,1.00E+00,21755.01752,30843.70993,1.415070602,0.500874035,PC_SM
PCo(32:2),0.472244931,2.00E+00,0.998556814,2.00E+00,5803.300397,5566.652357,0.95669964,-0.06386204,PC_SM
PCo(32:3),0.358091078,2.00E+00,0.998556814,2.00E+00,1512.332104,1606.424114,1.059677247,0.083624921,PC_SM
PCo(34:0),1.32E-19,1.00E+00,2.84E-17,1.00E+00,7075.724559,12403.29694,1.749537833,0.806973862,PC_SM
PCo(34:1),1.86E-18,1.00E+00,2.53E-16,1.00E+00,39957.6947,68614.49308,1.713433228,0.776889971,PC_SM
PCo(34:2),6.39E-05,1.00E+00,0.001103282,1.00E+00,14989.43297,19198.94939,1.277566941,0.353398886,PC_SM
PCo(34:3),0.047135613,1.00E+00,0.355530428,2.00E+00,5770.512434,5119.924389,0.884859524,-0.176479657,PC_SM
PCo(34:4),0.349739897,2.00E+00,0.998556814,2.00E+00,41116.85073,43630.20304,1.058784366,0.082408798,PC_SM
PCo(36:0),0.003918964,1.00E+00,0.045248966,1.00E+00,2110.536139,2532.888184,1.19737487,0.259874897,PC_SM
PCo(36:1),1.73E-18,1.00E+00,2.53E-16,1.00E+00,7928.728582,13654.12885,1.718124856,0.780834881,PC_SM
PCo(36:2),2.71E-10,1.00E+00,1.23E-08,1.00E+00,14280.30499,21091.62945,1.473457033,0.559204991,PC_SM
PCo(36:3),0.312716411,2.00E+00,0.998556814,2.00E+00,10392.40461,11085.83275,1.063854563,0.089300937,PC_SM
PCo(36:4),0.025342882,1.00E+00,0.212512103,2.00E+00,6222.2364,5434.812396,0.871341243,-0.198690263,PC_SM
PCo(36:5),0.131771123,2.00E+00,0.760724828,2.00E+00,2779.856209,2537.104173,0.91046603,-0.135322904,PC_SM
PCo(38:0),0.592351641,2.00E+00,0.998556814,2.00E+00,1998.364133,1937.292153,0.967013415,-0.048392191,PC_SM
PCo(38:1),5.14E-08,1.00E+00,1.35E-06,1.00E+00,1664.596122,2351.004156,1.407712631,0.493352853,PC_SM
PCo(38:2),5.87E-13,1.00E+00,4.19E-11,1.00E+00,2903.872212,4553.152303,1.564759111,0.645940577,PC_SM
PCo(38:3),0.009250249,1.00E+00,0.097779036,1.00E+00,5182.908353,6097.080417,1.173943412,0.231362867,PC_SM
PCo(38:4),0.104719974,2.00E+00,0.662642455,2.00E+00,7207.016549,6538.156479,0.905050545,-0.14392973,PC_SM
PCo(38:5),1.48E-07,1.00E+00,3.59E-06,1.00E+00,6140.560403,4450.408297,0.722862082,-0.468207679,PC_SM
PCo(38:6),0.005855823,1.00E+00,0.065593956,1.00E+00,3515.856247,2970.404189,0.842834967,-0.246677926,PC_SM
PCo(40:0),0.780191831,2.00E+00,0.998556814,2.00E+00,2771.81618,2826.836205,1.017499061,0.025027462,PC_SM
PCo(40:1),0.283977424,2.00E+00,0.998556814,2.00E+00,1359.58809,1459.008101,1.070163189,0.097830809,PC_SM
PCo(40:2),0.036760409,1.00E+00,0.293496669,2.00E+00,1349.840096,1545.212102,1.141218193,0.190574651,PC_SM
PCo(40:3),0.793601683,2.00E+00,0.998556814,2.00E+00,1751.420123,1727.824106,0.983688753,-0.023726187,PC_SM
PCo(40:4),0.095796122,2.00E+00,0.620475887,2.00E+00,3103.892219,2805.124212,0.901710686,-0.149263477,PC_SM
PCo(40:5),1.66E-04,1.00E+00,0.002650927,1.00E+00,2662.220176,2110.70416,0.790460476,-0.339234766,PC_SM
PCo(40:6),9.23E-04,1.00E+00,0.012369376,1.00E+00,2354.284177,1918.392138,0.812751244,-0.299114237,PC_SM
PCo(42:0),0.046366745,1.00E+00,0.353281647,2.00E+00,1157.108083,1317.248087,1.135114606,0.182837965,PC_SM
PCo(42:1),0.708767454,2.00E+00,0.998556814,2.00E+00,1189.708081,1165.480086,0.976479954,-0.034337668,PC_SM
PCo(42:2),0.498148468,2.00E+00,0.998556814,2.00E+00,1137.07608,1091.960079,0.957653642,-0.062424129,PC_SM
PCo(42:3),0.335460252,2.00E+00,0.998556814,2.00E+00,1095.304076,1168.388086,1.063414107,0.08870351,PC_SM
PCo(42:4),0.659056505,2.00E+00,0.998556814,2.00E+00,1138.200079,1110.152084,0.972221947,-0.040642393,PC_SM
PCo(42:6),0.437935737,2.00E+00,0.998556814,2.00E+00,1165.22808,1112.532079,0.951704428,-0.071414511,PC_SM
PCo(44:3),0.970149511,2.00E+00,0.998556814,2.00E+00,1016.50407,1017.324068,0.997602704,-0.003462719,PC_SM
PCo(44:4),0.472878076,2.00E+00,0.998556814,2.00E+00,1070.504078,1025.252071,0.955063389,-0.066331605,PC_SM
PCo(44:5),0.458823138,2.00E+00,0.998556814,2.00E+00,977.9840652,1028.780076,1.048696189,0.068596785,PC_SM
PCp(32:4),0.303104088,2.00E+00,0.998556814,2.00E+00,511250.5397,545406.4412,1.064850524,0.09065093,PC_SM
PCp(36:5),0.001028373,1.00E+00,0.013522695,1.00E+00,2677.528196,3293.268206,1.22632035,0.294335901,PC_SM
PCp(40:6),0.165894104,2.00E+00,0.898942421,2.00E+00,2854.376211,2625.336192,0.917432598,-0.124325925,PC_SM
PCp(42:4),0.940550476,2.00E+00,0.998556814,2.00E+00,1152.412084,1150.076082,0.995254539,-0.006862548,PC_SM
PCp(42:6),0.557761679,2.00E+00,0.998556814,2.00E+00,1390.436099,1343.296094,0.96354466,-0.053576559,PC_SM
PE (12:0),0.753056361,2.00E+00,0.998556814,2.00E+00,1089.792076,1115.224079,1.020308112,0.029004883,
PE (14:0),0.466921064,2.00E+00,0.998556814,2.00E+00,1073.164077,1027.448072,0.954475281,-0.067220259,
PE (14:1),0.826031146,2.00E+00,0.998556814,2.00E+00,1061.924077,1080.524078,1.014162975,0.020289511,
PE (16:0),0.245486475,2.00E+00,0.998556814,2.00E+00,1433.376091,1334.488094,0.929086775,-0.106114747,
PE (16:1),0.288373973,2.00E+00,0.998556814,2.00E+00,1283.704081,1203.232087,0.934717615,-0.097397513,
PE (18:0),0.7780336,2.00E+00,0.998556814,2.00E+00,2098.568144,2141.000152,1.017782167,0.025428819,
PE (18:1),0.843567357,2.00E+00,0.998556814,2.00E+00,4539.064288,4599.076316,1.012253207,0.017570213,
PE (18:2),0.954201725,2.00E+00,0.998556814,2.00E+00,1433.376095,1442.192106,1.003638478,0.005239688,
PE (18:3),0.435300032,2.00E+00,0.998556814,2.00E+00,1164.500082,1111.488081,0.951431328,-0.071828565,
PE (18:4),0.972806442,2.00E+00,0.998556814,2.00E+00,1082.920074,1088.504075,1.002182215,0.003144841,
PE (20:0),0.119096123,2.00E+00,0.717924822,2.00E+00,1269.504093,1151.820083,0.905537538,-0.143153647,
PE (20:1),6.24E-11,1.00E+00,3.35E-09,1.00E+00,5404.948371,3592.372281,0.666951415,-0.584346425,
PE (20:2),0.013236772,1.00E+00,0.131578774,2.00E+00,1924.716142,1648.208112,0.855824232,-0.224613566,
PE (20:3),0.122129273,2.00E+00,0.730342785,2.00E+00,2410.708171,2191.888142,0.90800949,-0.13922072,
PE (20:4),2.56E-04,1.00E+00,0.003875592,1.00E+00,2228.236149,1774.708131,0.795127813,-0.33074131,
PE (20:5),0.673105106,2.00E+00,0.998556814,2.00E+00,1115.052081,1088.996077,0.973399461,-0.038896119,
PE (21:0),0.981432311,2.00E+00,0.998556814,2.00E+00,1088.404076,1090.236085,0.998513095,-0.002146748,
PE (22:0),0.804888924,2.00E+00,0.998556814,2.00E+00,1076.724075,1097.48008,1.015920889,0.022788062,
PE (22:1),0.555956223,2.00E+00,0.998556814,2.00E+00,1330.464094,1284.112096,0.963320981,-0.053911508,
PE (22:2),0.040773931,1.00E+00,0.320427592,2.00E+00,1893.560122,1666.616115,0.879360455,-0.185473438,
PE (22:4),6.84E-07,1.00E+00,1.53E-05,1.00E+00,2557.888196,1873.396132,0.732797604,-0.448513308,
PE (22:6),0.021832646,1.00E+00,0.19052792,2.00E+00,1521.324111,1317.872089,0.864880723,-0.209426913,
PE (24:0),0.322325594,2.00E+00,0.998556814,2.00E+00,1323.188086,1245.764091,0.93908301,-0.090675404,
PE (26:0),0.290896722,2.00E+00,0.998556814,2.00E+00,1129.132078,1058.680074,0.934707081,-0.097413772,
PE (26:1),0.830150641,2.00E+00,0.998556814,2.00E+00,1108.364075,1126.84008,1.013793716,0.019764126,
PE (28:0),0.575691942,2.00E+00,0.998556814,2.00E+00,1055.612076,1097.492072,1.036453553,0.051655466,
PE (28:1),0.895516113,2.00E+00,0.998556814,2.00E+00,1117.172078,1129.456081,1.008420526,0.012097389,
PE (28:2),0.670167463,2.00E+00,0.998556814,2.00E+00,1070.080078,1044.888073,0.97309953,-0.039340722,
PE (30:0),0.011454691,1.00E+00,0.117763635,2.00E+00,1213.156089,1428.672106,1.174093175,0.231546904,
PE (30:1),0.243086253,2.00E+00,0.998556814,2.00E+00,1189.496086,1285.092086,1.077069101,0.107110812,
PE (30:2),0.927825795,2.00E+00,0.998556814,2.00E+00,1058.280074,1055.248078,0.994217383,-0.008366767,
PE (30:3),0.641870665,2.00E+00,0.998556814,2.00E+00,1073.040076,1044.544074,0.970663976,-0.042956145,
PE (30:4),0.909557498,2.00E+00,0.998556814,2.00E+00,1055.496075,1051.180074,0.992752301,-0.010494296,
PE (32:0),3.79E-05,1.00E+00,6.70E-04,1.00E+00,2008.048147,2605.13218,1.293700587,0.37150376,
PE (32:1),5.26E-15,1.00E+00,5.26E-13,1.00E+00,3971.692261,6463.020408,1.6232926,0.69892307,
PE (32:2),1.59E-04,1.00E+00,0.002558673,1.00E+00,2220.640136,2818.032195,1.265659292,0.339889092,
PE (32:3),0.980653095,2.00E+00,0.998556814,2.00E+00,1139.152085,1144.164078,1.001548482,0.002232259,
PE (32:4),0.498462673,2.00E+00,0.998556814,2.00E+00,1062.620078,1020.716072,0.957557094,-0.062569586,
PE (32:5),0.636806797,2.00E+00,0.998556814,2.00E+00,1055.204076,1026.764071,0.970200836,-0.043644672,
PE (34:0),1.24E-05,1.00E+00,2.39E-04,1.00E+00,3256.284228,4282.380312,1.311039742,0.390711419,
PE (34:1),1.26E-18,1.00E+00,2.10E-16,1.00E+00,22038.36553,37975.09061,1.718851597,0.78144499,
PE (34:2),5.71E-09,1.00E+00,1.90E-07,1.00E+00,17575.03327,25180.80196,1.429327042,0.515336055,
PE (34:3),0.0769469,2.00E+00,0.5292868,2.00E+00,4730.316369,5291.324402,1.115246741,0.157362932,
PE (34:4),0.789143814,2.00E+00,0.998556814,2.00E+00,65886.06078,64972.65611,0.983805012,-0.02355569,
PE (34:5),0.893612446,2.00E+00,0.998556814,2.00E+00,11175.70479,11110.22483,0.991835862,-0.011826705,
PE (34:6),0.802370125,2.00E+00,0.998556814,2.00E+00,1062.480077,1048.928074,0.984102726,-0.023119176,
PE (36:0),0.023725257,1.00E+00,0.202338694,2.00E+00,2662.436173,3073.272221,1.150947787,0.202822387,
PE (36:1),4.26E-11,1.00E+00,2.37E-09,1.00E+00,17719.26926,26624.3739,1.498802225,0.583810024,
PE (36:2),1.16E-11,1.00E+00,6.94E-10,1.00E+00,86168.37411,130868.4415,1.515344199,0.599645529,
PE (36:3),3.46E-08,1.00E+00,9.26E-07,1.00E+00,14386.06899,20238.74139,1.4027008,0.488207311,
PE (36:4),0.336206427,2.00E+00,0.998556814,2.00E+00,6349.908456,6753.42846,1.060934839,0.085336051,
PE (36:5),0.336224081,2.00E+00,0.998556814,2.00E+00,2370.312177,2240.620163,0.941746411,-0.086589464,
PE (36:6),0.463472755,2.00E+00,0.998556814,2.00E+00,1129.340085,1186.904082,1.047862478,0.06744939,
PE (36:7),0.326627242,2.00E+00,0.998556814,2.00E+00,1485.076109,1584.208118,1.063858893,0.089306809,
PE (36:8),1.81E-07,1.00E+00,4.25E-06,1.00E+00,2280.564156,3165.856222,1.38445379,0.469316901,
PE (38:0),0.31190963,2.00E+00,0.998556814,2.00E+00,4694.476341,5010.848356,1.064359197,0.089985109,
PE (38:1),0.065768443,2.00E+00,0.46346682,2.00E+00,3682.66824,4138.87627,1.120540187,0.164194391,
PE (38:2),1.25E-11,1.00E+00,7.20E-10,1.00E+00,7729.756497,11762.95285,1.517558275,0.601751918,
PE (38:3),2.13E-04,1.00E+00,0.003297827,1.00E+00,23546.95365,29611.92609,1.254324977,0.326911178,
PE (38:4),0.035703502,1.00E+00,0.288123425,2.00E+00,26887.8141,30656.86586,1.137020399,0.185258138,
PE (38:5),0.441262204,2.00E+00,0.998556814,2.00E+00,14440.25702,15177.23307,1.048278947,0.068022669,
PE (38:6),0.53995822,2.00E+00,0.998556814,2.00E+00,3255.492221,3392.028251,1.038718842,0.054805202,
PE (38:7),0.293549115,2.00E+00,0.998556814,2.00E+00,1926.312138,1808.98413,0.936226327,-0.095070761,
PE (38:8),0.002788583,1.00E+00,0.033485299,1.00E+00,1178.148083,1428.984099,1.209179762,0.274028738,
PE (38:9),9.75E-09,1.00E+00,3.01E-07,1.00E+00,1867.272137,2682.672186,1.432048304,0.518080156,
PE (40:0),0.42679121,2.00E+00,0.998556814,2.00E+00,1228.556087,1171.600083,0.950656266,-0.073004303,
PE (40:1),0.376272776,2.00E+00,0.998556814,2.00E+00,1256.03609,1333.068089,1.057779225,0.081038547,
PE (40:10),0.00255496,1.00E+00,0.030927379,1.00E+00,1785.536131,2163.968144,1.208198854,0.272857924,
PE (40:2),4.19E-04,1.00E+00,0.005989474,1.00E+00,1987.584147,2484.716176,1.246785967,0.318213822,
PE (40:3),2.26E-08,1.00E+00,6.39E-07,1.00E+00,5278.616386,7471.216528,1.411717109,0.497451019,
PE (40:4),0.017938449,1.00E+00,0.1651878,2.00E+00,13496.21693,15645.33714,1.156024631,0.209172137,
PE (40:5),0.026139582,1.00E+00,0.217975074,2.00E+00,8025.824538,9224.992663,1.146345443,0.197041856,
PE (40:6),0.247204959,2.00E+00,0.998556814,2.00E+00,5860.992384,6309.080436,1.073817494,0.102748814,
PE (40:7),0.008125323,1.00E+00,0.087115073,1.00E+00,6186.908404,7297.032539,1.176851053,0.234931739,
PE (40:8),0.679216462,2.00E+00,0.998556814,2.00E+00,1472.760101,1439.028102,0.97419834,-0.03771257,
PE (40:9),0.834015735,2.00E+00,0.998556814,2.00E+00,1363.300101,1386.412097,1.013361483,0.019148899,
PE (42:0),0.811896016,2.00E+00,0.998556814,2.00E+00,1092.984078,1080.128072,0.984897723,-0.021954179,
PE (42:1),0.979758449,2.00E+00,0.998556814,2.00E+00,1127.020075,1132.23608,1.0016209,0.002336571,
PE (42:10),0.838331493,2.00E+00,0.998556814,2.00E+00,1239.068093,1227.296088,0.987107273,-0.018721218,
PE (42:11),0.093770049,2.00E+00,0.611951493,2.00E+00,1330.260091,1199.98009,0.89896749,-0.153659152,
PE (42:2),0.211083777,2.00E+00,0.998556814,2.00E+00,2314.164165,2510.080179,1.081101911,0.112502526,
PE (42:3),0.699349835,2.00E+00,0.998556814,2.00E+00,1330.036094,1367.412093,1.024781008,0.035315644,
PE (42:4),0.021274745,1.00E+00,0.186744984,2.00E+00,1417.568101,1645.204121,1.156515386,0.20978446,
PE (42:5),0.026652955,1.00E+00,0.219813654,2.00E+00,1590.536118,1832.892128,1.149651607,0.20119673,
PE (42:6),0.305751483,2.00E+00,0.998556814,2.00E+00,1458.056106,1560.30411,1.066804939,0.093296409,
PE (42:7),0.10579125,2.00E+00,0.662642455,2.00E+00,1329.872095,1203.748081,0.902318894,-0.148290699,
PE (42:8),0.740594162,2.00E+00,0.998556814,2.00E+00,1266.732087,1244.272086,0.979178234,-0.030356606,
PE (42:9),0.912089339,2.00E+00,0.998556814,2.00E+00,1202.24808,1214.120085,1.007052412,0.01013877,
PE (44:0),0.600466538,2.00E+00,0.998556814,2.00E+00,1082.072084,1049.540073,0.967036099,-0.048358349,
PE (44:1),0.417901601,2.00E+00,0.998556814,2.00E+00,1112.824082,1060.02808,0.949516351,-0.07473525,
PE (44:10),0.872457298,2.00E+00,0.998556814,2.00E+00,1092.028076,1106.408081,1.010312955,0.014802252,
PE (44:12),0.984112627,2.00E+00,0.998556814,2.00E+00,1124.412075,1126.476076,0.998729459,-0.001834169,
PE (44:2),0.728012685,2.00E+00,0.998556814,2.00E+00,1112.984079,1091.680078,0.978021403,-0.032062057,
PE (44:3),0.927502135,2.00E+00,0.998556814,2.00E+00,1085.63608,1082.572074,0.994198183,-0.008394628,
PE (44:4),0.695512753,2.00E+00,0.998556814,2.00E+00,1100.340079,1131.568076,1.025312535,0.036063739,
PE (44:5),0.851853806,2.00E+00,0.998556814,2.00E+00,1107.076082,1124.204081,1.011999227,0.017208188,
PE (44:6),0.975783139,2.00E+00,0.998556814,2.00E+00,1084.24408,1085.364077,0.998060665,-0.002800586,
PE (44:7),0.603344808,2.00E+00,0.998556814,2.00E+00,1074.568077,1114.324082,1.033773053,0.047919502,
PE (44:8),0.9026674,2.00E+00,0.998556814,2.00E+00,1113.064079,1107.78407,0.992218131,-0.011270775,
PE (46:1),0.712247508,2.00E+00,0.998556814,2.00E+00,1084.936078,1062.940073,0.976678511,-0.03404434,
PE (52:4),0.949095028,2.00E+00,0.998556814,2.00E+00,1031.600074,1030.500075,0.995916125,-0.00590385,
PEo (18:0),0.695045466,2.00E+00,0.998556814,2.00E+00,1052.948078,1083.184077,1.025404341,0.03619291,
PEo (18:1),0.704108782,2.00E+00,0.998556814,2.00E+00,1072.032077,1049.328075,0.975981643,-0.035074082,
PEo (20:0),0.901483884,2.00E+00,0.998556814,2.00E+00,1136.17608,1148.796082,1.007929289,0.011394431,
PEo (28:0),0.312224507,2.00E+00,0.998556814,2.00E+00,1081.54808,1017.280074,0.937321586,-0.093383987,
PEo (30:0),0.864687282,2.00E+00,0.998556814,2.00E+00,1099.720074,1091.484077,0.989166421,-0.01571483,
PEo (32:1),0.172999009,2.00E+00,0.91870831,2.00E+00,1286.552097,1405.504103,1.090232577,0.124635936,
PEo (32:5),0.222417775,2.00E+00,0.998556814,2.00E+00,1131.888079,1227.492087,1.08085778,0.112176705,
PEo (34:0),0.57706041,2.00E+00,0.998556814,2.00E+00,1223.448083,1271.568091,1.036090493,0.051150014,
PEo (34:1),2.71E-10,1.00E+00,1.23E-08,1.00E+00,2520.780174,3746.412271,1.481613039,0.5671687,
PEo (34:2),1.04E-04,1.00E+00,0.001708762,1.00E+00,3072.316216,3918.812269,1.272194554,0.347319315,
PEo (34:3),0.351360748,2.00E+00,0.998556814,2.00E+00,2071.112137,2202.860151,1.059998452,0.084062158,
PEo (34:4),0.829622954,2.00E+00,0.998556814,2.00E+00,1314.248093,1337.020097,1.013741527,0.019689857,
PEo (36:0),0.923226143,2.00E+00,0.998556814,2.00E+00,1527.076106,1540.536111,1.006099639,0.00877319,
PEo (36:1),1.02E-11,1.00E+00,6.37E-10,1.00E+00,2444.640187,3745.692298,1.527962017,0.61160868,
PEo (36:2),6.65E-09,1.00E+00,2.17E-07,1.00E+00,4421.196295,6345.216412,1.430924419,0.516947472,
PEo (36:3),0.003415074,1.00E+00,0.040362412,1.00E+00,6820.764498,8193.400504,1.197217974,0.259685844,
PEo (36:4),0.015816468,1.00E+00,0.151690983,2.00E+00,2869.696187,3345.368211,1.161611545,0.216127697,
PEo (36:5),0.029250989,1.00E+00,0.239922042,2.00E+00,1932.520143,2222.04815,1.146193647,0.196850805,
PEo (38:0),0.48193055,2.00E+00,0.998556814,2.00E+00,1731.752115,1661.540118,0.956728622,-0.063818335,
PEo (38:1),0.010784772,1.00E+00,0.111640981,2.00E+00,1246.248089,1469.7121,1.175471866,0.233240009,
PEo (38:2),6.81E-09,1.00E+00,2.18E-07,1.00E+00,2199.70015,3167.576215,1.435685063,0.521739309,
PEo (38:3),1.34E-08,1.00E+00,4.02E-07,1.00E+00,3156.288242,4499.932333,1.422446919,0.508374817,
PEo (38:4),0.016401651,1.00E+00,0.154578045,2.00E+00,4940.568306,5743.924382,1.159439357,0.213427364,
PEo (38:5),0.063173445,2.00E+00,0.447279909,2.00E+00,6436.156496,7238.288539,1.121047296,0.164847145,
PEo (38:6),0.013691095,1.00E+00,0.133730453,2.00E+00,4513.972323,5269.928388,1.16428965,0.219450014,
PEo (40:0),0.504948911,2.00E+00,0.998556814,2.00E+00,6087.276435,6361.660448,1.041876914,0.059184849,
PEo (40:1),0.052323463,2.00E+00,0.384987833,2.00E+00,1611.364116,1430.300105,0.884684302,-0.176765372,
PEo (40:2),0.012713772,1.00E+00,0.128941699,2.00E+00,1258.944088,1478.860103,1.1711036,0.227868708,
PEo (40:3),0.022533928,1.00E+00,0.195511135,2.00E+00,2199.568162,2543.604184,1.152976493,0.2053631,
PEo (40:4),0.009543081,1.00E+00,0.100168981,2.00E+00,3967.728288,4671.040338,1.173704766,0.231069558,
PEo (40:5),0.491679611,2.00E+00,0.998556814,2.00E+00,4271.336336,4105.724277,0.958405135,-0.061292458,
PEo (40:6),0.228580375,2.00E+00,0.998556814,2.00E+00,2325.648167,2514.40417,1.077960767,0.108304671,
PEo (42:0),0.360616142,2.00E+00,0.998556814,2.00E+00,1236.816087,1314.428091,1.059791098,0.083779914,
PEo (42:2),0.239859716,2.00E+00,0.998556814,2.00E+00,1134.560076,1226.632086,1.077773737,0.108054337,
PEo (42:4),0.742511035,2.00E+00,0.998556814,2.00E+00,1357.024097,1332.472098,0.979389566,-0.030045269,
PEo (42:6),0.172872704,2.00E+00,0.91870831,2.00E+00,1294.752092,1190.856086,0.916970168,-0.125053297,
PEp (16:0),0.89041436,2.00E+00,0.998556814,2.00E+00,1036.392071,1030.284072,0.991208343,-0.012739764,
PEp (20:0),0.629240946,2.00E+00,0.998556814,2.00E+00,1146.588084,1114.868079,0.969651739,-0.044461414,
PEp (28:0),0.918649812,2.00E+00,0.998556814,2.00E+00,1077.124072,1087.524078,1.006553415,0.009423734,
PEp (30:0),0.94119712,2.00E+00,0.998556814,2.00E+00,1043.252074,1041.852073,0.995285378,-0.006817846,
