lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,EKO_average,WT_average,EKO_R1_Cells_r1,EKO_R1_Cells_r2,EKO_R1_Cells_r3,EKO_R2_Cells_r1,EKO_R2_Cells_r2,EKO_R2_Cells_r3,EKO_R3_Cells_r1,EKO_R3_Cells_r2,EKO_R3_Cells_r3,WT_R1_Cells_r1,WT_R1_Cells_r2,WT_R1_Cells_r3,WT_R2_Cells_r1,WT_R2_Cells_r2,WT_R2_Cells_r3,WT_R3_Cells_r1,WT_R3_Cells_r2,WT_R3_Cells_r3,blank
Lyso_PC(24:1),0.125719869,8.375518251,1.977034921,0.15970312,0.225214053,606.442 -> 184.1,PC,3025.78465,2422.65572,3421.040218,3276.540192,2665.920185,3100.120228,2797.480194,3179.820206,2544.320187,3053.480236,3193.340206,2351.060154,2547.480183,2141.320137,2557.240173,1699.680141,2430.940166,3019.120193,2515.120174,2541.940159,1362.380108
PC (40:2),-0.125583092,8.453562415,1.974555768,0.159965122,0.225214053,842.7 -> 184.1,PC,2883.53798,2742.191303,2604.340172,2687.420189,2484.80019,2912.940216,2944.280197,2812.940197,2853.840179,3603.380253,3047.90023,2560.380199,2598.20018,2482.88015,3176.840237,2843.900208,2730.380199,2233.220161,3075.98019,2977.940205,1965.160149
PCo(44:4),-0.126974433,7.259912587,1.964280318,0.161056285,0.225268268,880.7 -> 184.1,PC,1230.846753,1169.780082,1193.680073,1150.040089,1145.260082,1347.460098,1225.840092,1150.460083,1148.100079,1260.640076,1456.140102,1088.400082,1070.260075,1307.540092,1213.98008,1193.280087,1173.18008,1166.200085,1142.540081,1172.640079,1181.340099
Lyso_PC(16:1),0.12321622,9.695074389,1.924068422,0.165408853,0.229853861,494.3168 -> 184.1,PC,7647.896104,6130.671546,9871.980816,7588.340584,7301.700508,7762.180508,6888.860424,7446.920498,8098.720531,7298.420589,6573.940479,5150.580399,6028.020451,5223.940392,6360.960407,6505.140541,6311.480392,6726.20052,6548.180458,6321.540356,2524.020203
PCp(36:5),0.123369773,8.506837711,1.907258877,0.167268065,0.230937845,764.6 -> 184.1,PC,3295.160239,2648.013535,3485.260273,3047.880196,3554.100258,3055.860249,3467.04023,2972.260204,3548.600266,3553.320259,2972.12022,2413.820198,1934.180157,2607.760197,2690.480202,2722.840179,2637.960201,2981.460209,2959.460247,2884.160221,1663.080128
PC (42:1),-0.121941709,7.371058555,1.818790318,0.177457336,0.243435064,872.7 -> 184.1,PC,1346.59787,1272.582307,1548.800095,1362.5401,1255.100094,1341.740093,1231.780087,1442.000099,1260.16008,1365.800095,1311.460091,1402.960098,1247.460083,1402.400101,1163.040073,1244.400078,1309.280094,1259.900082,1150.18008,1273.620075,1100.860081
Lyso_PC(8:0),-0.12012205,7.486251026,1.770063587,0.18337421,0.24994956,384.2073 -> 184.1,PC,1445.308991,1362.926764,1812.26012,1438.400097,1430.260086,1358.180096,1232.080086,1411.58009,1337.140106,1422.080109,1565.800129,1417.100109,1198.120087,1619.300106,1246.800079,1210.560089,1302.580097,1125.980072,1758.740135,1387.160103,1392.8801
Lyso_PC(22:4),-0.111657487,7.631979862,1.536432435,0.215149612,0.291405171,572.3638 -> 184.1,PC,1628.769006,1535.444551,1786.740128,1795.300133,1642.560108,1779.360104,1714.660141,1346.680107,1479.860111,1500.560116,1613.200108,1401.940075,1391.620102,1570.180111,1482.360107,1669.020115,1433.700104,1531.720104,1552.740097,1785.720146,1206.420086
SM (d18:2/20:1),0.109497586,8.906988373,1.510252223,0.219100603,0.29489012,755.6 -> 184.1,PC,4433.858075,3582.186918,5103.340343,4474.100269,3897.680283,4635.640308,3912.580276,4127.580292,4664.960312,4672.040276,4416.800316,3290.420246,3068.500202,3639.800224,3293.82021,3414.060238,3448.440243,4605.50034,3403.480289,4075.660275,1233.080086
Lyso_PC(10:0),-0.109671333,7.547464079,1.478125908,0.224067972,0.297829478,412.2386 -> 184.1,PC,1513.964548,1422.22899,1802.500134,1743.700123,1462.440094,1432.140091,1451.380089,1313.240101,1355.980099,1387.480087,1676.820118,1572.8801,1453.560108,1248.160084,1328.660095,1336.260105,1322.560097,1730.820122,1506.600105,1300.560097,1438.100101
SM (d18:1/26:0),-0.109470483,7.846855168,1.484365024,0.223092821,0.297829478,843.7 -> 184.1,PC,1893.880131,1788.373454,1772.00013,1921.160118,1643.180115,1598.420113,2191.980164,1850.040138,2059.380123,2224.220165,1784.540115,1538.360111,1567.580109,1626.560104,2053.200119,1737.040131,1903.700123,2027.360149,1923.260136,1718.300106,1387.600094
PC (36:7),-0.10842309,8.166982386,1.465473243,0.226061274,0.298624153,776.5 -> 184.1,PC,2387.06461,2248.449051,2383.960178,2721.46019,2060.960125,2424.860165,2192.900166,2162.600155,2398.760151,2615.700203,2522.380157,2044.220135,2044.100151,1677.460117,2162.360165,2313.160183,2966.380192,2129.620163,2301.020172,2597.720184,1541.460098
PCp(42:4),-0.10885313,7.425453456,1.451787733,0.228241312,0.299654238,850.7 -> 184.1,PC,1401.831207,1321.77565,1328.240086,1318.300098,1253.340092,1401.820095,1384.100086,1525.160103,1349.620094,1490.560104,1565.340107,1244.280094,1196.900093,1179.32008,1496.800102,1221.400082,1417.260105,1398.32011,1383.78009,1357.920097,1170.10009
Lyso_PC(3:0),-0.106733565,7.423590776,1.395011918,0.237560527,0.309987517,314.129 -> 184.1,PC,1387.222323,1300.115644,1514.880112,1392.780109,1419.220097,1380.62011,1487.640099,1276.960087,1407.060104,1209.820095,1396.020096,1401.900097,1185.340084,1421.740108,1171.780075,1250.440079,1365.880085,1192.520084,1477.740105,1233.700077,1325.320107
PC (40:9),-0.10369343,7.783589786,1.329354221,0.248920135,0.322841872,828.6 -> 184.1,PC,1793.115686,1679.497896,1625.260124,1765.020138,1352.380096,1978.720127,1812.920124,1945.600132,2152.880161,1666.380131,1838.880138,1822.160149,1537.700092,1521.640106,1654.260117,1593.420113,1691.680107,1507.700111,1869.520134,1917.400135,1595.480129
PC (38:8),-0.102630275,8.128544222,1.31165748,0.252094779,0.323043609,802.5 -> 184.1,PC,2294.860165,2146.9646,2377.440174,2330.000172,1912.360153,2465.5602,2049.400131,2347.740162,2110.420158,2809.760216,2251.060116,1904.880135,2340.200172,1937.76012,2101.06015,2331.340199,2257.700169,2253.140152,2309.180164,1887.420135,1868.360146
PC (44:12),-0.103907862,7.264225455,1.316036796,0.251304562,0.323043609,878.6 -> 184.1,PC,1249.640087,1171.004527,1177.180084,1263.840096,1191.440086,1427.060089,1148.840088,1270.380081,1327.900078,1218.020096,1222.100082,1222.140083,1168.600075,1099.300083,1137.180077,1169.720085,1230.560085,1179.400085,1246.600098,1085.54007,1109.66008
PC (32:5),-0.10226227,7.970039155,1.298829403,0.254427157,0.324091736,724.5 -> 184.1,PC,2083.800151,1946.789016,2138.720165,1966.360134,1792.420116,2019.040161,2099.960186,2381.380157,1978.080132,2064.880123,2313.360184,2075.26012,2013.060158,1930.780132,1903.240124,1894.380123,2257.920151,1986.780117,1859.700119,1599.980103,1323.160099
Lyso_PC(18:1),-0.09862717,10.66597306,1.238187546,0.265820644,0.336601289,522.3481 -> 184.1,PC,14001.21655,13113.09422,15902.26119,14306.70089,14259.48095,13898.78093,13883.22113,11229.36089,15539.06103,13802.00094,13190.08102,12912.86074,10421.88076,10127.72066,13436.3609,13818.90102,13836.42123,14969.68112,14407.1208,14086.90075,3729.040237
PC (36:5),0.098422708,9.738221274,1.228228734,0.267751784,0.337052246,780.6 -> 184.1,PC,7904.245012,6452.096029,8485.260693,7590.720554,6928.540466,7568.160538,8596.760635,7598.900471,8380.760612,8358.920574,7630.180565,6539.220417,4514.840336,5989.700497,6663.960567,6940.180447,7169.840546,6639.3405,6806.300438,6805.480511,1590.380119
Lyso_PC(22:5),-0.098775281,7.537045311,1.197711423,0.273779571,0.342624727,570.3481 -> 184.1,PC,1478.377881,1376.028988,1657.660107,1398.860092,1544.360111,1331.880085,1374.380096,1442.260117,1563.640118,1333.960079,1658.40012,1469.30011,1250.400093,1475.900127,1420.260082,1335.360085,1192.220097,1454.420101,1348.500092,1437.900108,1769.940121
PC (38:7),-0.095179502,8.607137383,1.13709614,0.286266765,0.356169115,804.6 -> 184.1,PC,3306.871341,3071.96243,3522.180271,3124.760231,2914.82019,3269.580227,3069.640182,3167.300232,3154.920231,3857.480267,3681.16024,3103.960182,3335.300228,2854.040245,2944.54018,2954.140194,2429.220146,3593.340256,3550.940243,2882.180199,1529.960098
PC (38:1),-0.09384463,9.670102394,1.115937698,0.290794857,0.359711558,816.6 -> 184.1,PC,6835.536052,6375.889353,6995.22049,6758.860489,5639.26046,6530.960506,6780.400455,6721.280392,7317.440552,7424.240578,7352.160545,5394.020393,5418.700371,5791.980415,7224.040554,6003.400455,7169.660519,7474.600468,6406.300488,6500.30051,4048.800293
PC (42:7),-0.091064112,7.656917453,1.022820882,0.311850821,0.383540665,860.6 -> 184.1,PC,1675.953453,1558.833442,1567.520119,1651.880108,1793.640129,1525.560116,1441.120098,1627.960114,1676.500126,1989.680134,1809.720139,1521.420128,1313.160095,1372.840088,1827.600109,1712.000114,1667.26012,1554.800102,1722.380131,1338.040092,1176.780102
PC (36:6),-0.084623239,8.242502743,0.894071304,0.344376403,0.421123144,778.5 -> 184.1,PC,2551.397953,2369.515714,2368.760139,2922.480209,2287.580154,3276.000221,2456.24015,2356.600163,2335.18018,2133.840164,2825.900196,2032.84016,2334.940155,1887.680134,3153.160191,2438.460152,2549.10017,2412.200169,2456.280159,2060.980133,1371.66011
PC (40:1),-0.083963817,7.661064866,0.86900242,0.351231629,0.427065731,844.7 -> 184.1,PC,1648.626786,1528.982335,1413.380104,1631.640125,1484.740105,1854.420132,1610.320095,1794.100124,1464.580093,1865.940155,1718.520138,1498.840118,1427.940102,1441.900124,1439.520107,1413.720116,1516.960098,1752.900124,1575.700108,1693.360119,1537.420105
Lyso_PC(22:0),0.08024668,8.603026241,0.80810903,0.368679908,0.445748589,580.4264 -> 184.1,PC,3475.760256,2860.929092,4051.120308,3024.520222,3122.400227,3553.24028,3555.040276,3005.780231,3674.740253,3695.340237,3599.660271,2883.400173,2352.640141,2730.400223,3502.42025,2681.660217,3251.500225,2893.060196,2629.800186,2823.480221,1851.720127
PCo(36:4),0.079457806,8.853653174,0.794848098,0.372638181,0.448003207,768.6 -> 184.1,PC,4195.200303,3468.886912,3932.98024,4922.440392,3930.540249,3944.120289,3869.600292,3882.260262,4034.540253,4897.360424,4342.960327,3732.100281,2868.140221,2968.320225,3820.600285,3274.980251,3222.780205,3844.240238,3871.300282,3617.520226,1459.160107
SM (d18:1/14:0),0.078030111,9.336635326,0.769854825,0.380261967,0.454614866,675.5 -> 184.1,PC,5827.984875,4827.229232,5548.060425,6499.200504,5120.840408,6045.020443,5232.660355,5557.98035,6024.040455,6155.260479,6268.800453,4100.620285,4309.000324,4281.98032,5333.340332,4831.380314,4877.360394,5282.060326,5412.960396,5016.360394,2427.76017
Lyso_PC(14:1),-0.077842142,7.434265087,0.742307272,0.388922778,0.45983135,466.2855 -> 184.1,PC,1414.182326,1295.97787,1385.540089,1381.420109,1422.800106,1218.100086,1237.920094,1533.600098,1606.380123,1389.060108,1552.820118,1494.300098,1337.940109,1308.860085,1305.180096,1232.940086,1153.260078,1323.800087,1265.560089,1241.960098,1330.600109
PC (40:5),0.076891928,9.338627283,0.747693436,0.387207487,0.45983135,836.6 -> 184.1,PC,5912.860392,4911.560352,6457.900402,5465.100407,5798.780365,6373.040447,5387.200333,5806.200375,6275.560459,5626.180317,6025.780426,4466.440319,3733.060249,4240.920284,5546.300407,4315.740261,5035.940392,5366.68045,5888.64045,5610.320354,1580.840115
C18:3,-0.070959763,11.16366616,0.641752046,0.423077067,0.497464244,277.3 -> 277.3,FFA,19457.9236,17729.79236,22575.66177,19812.36132,18396.62134,17571.32126,17476.26127,16783.04115,21608.56146,20783.60147,20113.88137,17476.94115,18137.5013,17386.60123,17551.42123,17254.24128,18558.66124,18099.52131,17501.72123,17601.52126,11279.7808
PC (34:6),-0.07070709,7.901411562,0.620104404,0.431008492,0.504020859,750.5 -> 184.1,PC,2002.457924,1836.635683,1901.200123,1789.180122,1875.380131,1714.600136,2087.840149,2216.580154,1956.540134,2170.640171,2310.160194,1761.660118,1799.600121,1696.340122,1742.100101,1808.720135,1611.020115,2027.780136,2013.440155,2069.060146,1342.58009
PC (34:4),0.069410763,9.424497434,0.609718184,0.434893939,0.505800559,754.5 -> 184.1,PC,6320.153778,5248.969269,8035.940445,5838.560429,5675.720463,5400.260406,5367.400398,5344.880341,7974.000607,6509.460403,6735.160511,4340.820309,4450.08028,4372.020325,4943.600327,5592.880402,5197.220364,6712.920509,5892.960449,5738.220459,1440.240093
SM (d18:0/24:0),-0.068405924,8.472516195,0.586070684,0.443942596,0.513533597,817.7 -> 184.1,PC,2959.657986,2714.313521,2899.300171,2591.740181,2301.96014,3065.500202,3055.440239,2819.400204,3321.200222,3124.080257,3458.300255,2655.080196,2522.560177,1693.040123,2682.200161,2988.260197,2576.560162,2728.700184,3952.380306,2630.04018,2306.980167
PC (40:6),-0.067532759,9.015573833,0.57516731,0.44821284,0.515685741,834.6 -> 184.1,PC,4469.255861,4091.613625,4396.120235,4484.220337,3879.140297,4873.800304,3942.220242,4339.460323,5064.740314,4479.040348,4764.560352,3770.440269,3414.980259,3277.680241,4441.020256,4951.56031,4441.880341,4261.060333,4229.260307,4036.640312,1606.340122
C28:0,-0.060892333,12.42591634,0.473464258,0.49139775,0.559357014,423.4 -> 423.4,FFA,47027.90331,42680.63635,57751.0038,51315.38352,50564.9235,45384.16323,42950.7231,38604.42287,44647.76322,45542.1032,46490.64333,42950.98309,41986.8429,41610.04304,40385.98286,40076.04258,41935.46294,46608.10319,43431.12315,45141.14336,23953.08174
Lyso_PC(17:0),-0.062418986,7.569155064,0.478696169,0.489013493,0.559357014,510.3481 -> 184.1,PC,1524.095665,1387.551207,1239.840076,1465.400101,1505.46011,1519.900105,1665.700115,1583.880108,1663.560131,1731.120148,1342.000088,1525.020107,1329.460083,1424.640106,1414.180107,1385.680088,1460.94009,1391.460094,1213.860088,1342.720097,1821.160141
PCo(40:5),0.060161363,8.38760396,0.452923611,0.500949838,0.567213044,822.6 -> 184.1,PC,2983.082439,2490.873497,3086.780258,3205.400219,2364.420151,3103.62022,2687.920181,2433.520172,3187.340267,3519.720234,3259.020245,2152.120155,2407.660149,2184.980118,2897.320221,2415.220131,2339.020153,2816.88018,2538.580166,2666.080204,1533.140102
Lyso_PC(20:0),-0.058451998,7.815896453,0.422846695,0.515520006,0.580638322,552.3951 -> 184.1,PC,1874.609022,1699.995669,2180.400139,1536.800106,1990.600136,2025.980152,1913.360149,1868.700127,1597.480118,1767.84013,1990.320145,1673.460106,1784.480122,1735.740108,1819.24012,1589.940105,1530.280106,1608.780102,1781.760124,1776.280132,1487.420116
Lyso_PC(20:1),-0.0502936,8.487271858,0.317061901,0.573378708,0.642424311,550.3794 -> 184.1,PC,3102.813554,2800.946859,3119.580238,2910.000217,2759.940163,3151.980221,3307.040245,2795.160225,3497.600212,3036.540211,3347.480251,2635.860172,3101.96022,2113.440159,3046.940231,3053.060215,2727.140194,2883.180187,3049.680187,2597.260162,1257.380096
PC (44:5),-0.050544484,7.302683143,0.311736553,0.576616517,0.642687159,892.7 -> 184.1,PC,1298.797866,1175.168971,1355.740101,1227.160072,1152.820076,1326.380089,1384.460094,1397.260098,1287.720089,1365.400089,1192.240086,1112.200081,1198.060085,1076.500072,1193.220081,1147.16008,1166.140083,1281.32008,1266.480099,1135.440075,1237.780083
SM (d18:1/24:1)15Z)),-0.048610586,12.32483579,0.301720409,0.582805884,0.646219995,813.7 -> 184.1,PC,44727.6033,40428.14498,46371.92384,43467.62276,39335.36254,41654.16335,41380.54325,39932.3828,50545.12362,49800.8834,50060.42411,35505.52267,31499.08184,33039.72203,42726.98354,41993.70288,43265.04323,46694.52289,44475.94312,44652.78265,15759.32128
PC (42:5),-0.048085753,7.994105786,0.287407999,0.591886353,0.649557331,864.6 -> 184.1,PC,2172.849045,1957.269027,2183.020138,2036.120144,2254.060169,1937.700142,2195.440155,1884.600151,2147.540169,2650.560165,2266.600174,1986.700119,1808.020138,1932.140141,1907.36013,1619.000126,1923.660141,2090.480133,2165.040154,2183.020164,1250.280087
SM (d18:1/12:0),0.048414388,7.567177574,0.28832707,0.591294583,0.649557331,647.5 -> 184.1,PC,1637.80012,1377.673434,1721.940128,1402.560097,1589.780117,1657.020123,1725.840118,1506.560112,1782.720135,1732.460121,1621.320126,1265.040092,1497.320114,1410.280102,1352.180107,1218.620094,1327.000088,1332.240101,1490.880112,1505.500092,1274.820095
PC (42:4),0.046755245,8.061595357,0.272062398,0.601951641,0.657232915,866.7 -> 184.1,PC,2350.460173,1990.209027,2303.540184,2022.020134,2294.360153,2068.50016,2544.160183,2087.480167,2412.280163,2686.640186,2735.160229,1661.300102,1852.060127,1582.340122,2084.080147,1935.70013,2234.120144,2155.780163,2212.640167,2193.860142,1346.820099
Lyso_PC(22:2),-0.046185137,7.589682724,0.262594033,0.608343595,0.657502673,576.3951 -> 184.1,PC,1611.106778,1453.624549,1775.200123,1618.780098,1656.160107,1287.500084,1563.180122,1814.020126,1563.620125,1523.260101,1698.240112,1347.900097,1286.320099,1457.980087,1306.540089,1587.120125,1380.440098,1533.580101,1718.740128,1464.000118,1251.640083
PC (38:2),-0.045515379,11.78174381,0.264357886,0.607141912,0.657502673,814.6 -> 184.1,PC,30915.98226,27932.56636,30832.04221,29454.72189,27237.44222,31522.80224,28129.02222,28222.76192,35029.34274,34621.5625,33194.1424,22220.78152,24563.66143,20452.84121,27616.80225,29517.10231,30556.18201,31544.82221,31943.52231,32977.38201,8506.700684
Lyso_PC(20:4),-0.039925421,7.588292074,0.196269081,0.657749341,0.707328438,544.3325 -> 184.1,PC,1624.704555,1454.166767,1881.760128,1448.260109,1593.200089,1460.540092,1637.300125,1411.260101,1846.000114,1736.66013,1607.360107,1371.620098,1341.340092,1335.460102,1287.740078,1504.560112,1639.760128,1463.280094,1560.220112,1583.520088,1189.520084
PC (42:10),-0.036213597,7.540831709,0.161225913,0.688030348,0.736192472,854.6 -> 184.1,PC,1565.013443,1392.860097,1833.740108,1733.56012,1173.460083,1352.900105,1559.260109,1564.7201,1645.34013,1678.240112,1543.900116,1435.220089,1483.2201,1268.160095,1390.940094,1495.480114,1339.600094,1221.360085,1526.700108,1375.060097,1247.700096
PC (30:0),0.034828716,14.33308048,0.155054665,0.693750994,0.738620461,706.5 -> 184.1,PC,189743.7001,162128.2089,202516.1761,177138.1529,173982.8532,183272.5329,173147.0518,172534.8719,211252.4546,209267.1743,204582.0334,130200.7269,132517.2904,127905.71,174131.7732,164999.4695,168707.7544,190588.8909,185448.2518,184654.0132,14715.50117
Lyso_PC(22:1),-0.033353576,7.827488151,0.137766665,0.710511422,0.752720021,578.4107 -> 184.1,PC,1923.942356,1720.055681,2060.000141,2118.960144,1882.200134,2154.520153,2100.240154,1672.040119,1679.940121,1967.900127,1679.680107,1497.940109,1855.120159,1588.620132,2034.260128,1767.380123,1494.040112,1699.580112,1929.320122,1614.240128,1289.440098
SM (d18:2/14:0),0.032406783,7.349272756,0.128403689,0.720092924,0.759112738,673.5 -> 184.1,PC,1401.226764,1193.88675,1230.68008,1278.280087,1426.680107,1629.140118,1416.760101,1329.500088,1451.300102,1360.720081,1487.980114,1111.680073,1117.060081,1358.800087,1349.100098,1163.08009,1114.960072,1114.960075,1204.820095,1210.520081,1051.04007
PC (38:9),-0.030675694,8.932157112,0.118565387,0.730595682,0.766409196,800.5 -> 184.1,PC,4222.180289,3774.044713,4591.260372,3250.14024,4114.880245,4217.240284,3817.460274,4341.480278,4685.100307,4576.640293,4405.420311,3522.920242,3354.100224,2793.000187,4288.240341,3411.360245,4256.020283,4565.180332,3973.200298,3802.380268,2079.120136
PCo(42:4),-0.02805229,7.506731783,0.09665837,0.755877182,0.789062034,852.7 -> 184.1,PC,1527.853446,1361.45121,1490.020107,1952.960167,1415.2201,1770.820137,1512.680111,1560.300114,1330.460091,1420.620102,1297.600086,1210.420094,1400.060089,1320.380104,1301.000088,1567.580124,1454.100105,1243.200096,1182.820087,1573.500107,1166.520084
Lyso_PC(18:0),0.026252792,8.775054026,0.086644357,0.76848731,0.798331477,524.3638 -> 184.1,PC,3737.682473,3204.378009,3892.9603,3266.480225,3696.860249,3471.360222,4036.040241,3345.240211,3617.460247,4486.100277,3826.640282,3202.120224,2755.300209,2659.720169,3684.70026,3376.820229,3397.480278,3121.000233,3345.120213,3297.140263,3154.540203
PC (42:6),-0.0219221,7.781930999,0.059459437,0.807352371,0.834654142,862.6 -> 184.1,PC,1877.893455,1662.817894,2406.900143,1497.820107,1549.060112,2125.940136,1794.080101,1893.000149,1779.280106,1969.00013,1885.960114,1653.180122,1560.600109,1378.360096,1811.880127,1626.100113,1471.360104,2007.500137,1713.920105,1742.460129,1265.780083
PC (36:2),-0.015665973,14.72423163,0.031373853,0.859408902,0.884199544,786.6 -> 184.1,PC,244195.6877,215972.4041,258012.4561,226962.0175,216477.2355,229150.8941,226234.0759,222686.4337,272273.9769,276438.4007,269525.6989,177870.212,172354.1708,163792.3527,241351.8978,237454.9376,236408.0757,244917.4177,239646.9952,229955.5775,23948.56193
Lyso_PC(21:4),-0.010840584,7.642605567,0.014483837,0.904206836,0.925838578,558.3481 -> 184.1,PC,1682.689009,1480.717882,2063.740158,1747.180119,1866.06012,1704.980114,1628.020115,1638.340126,1727.720123,1293.480087,1474.680119,1502.480106,1518.240116,1306.380096,1433.400105,1339.700096,1623.260109,1701.46011,1426.020107,1475.520092,1397.200115
PCo(36:5),0.008007379,7.971248051,0.007965498,0.928883515,0.946576534,766.6 -> 184.1,PC,2174.160155,1881.406794,1766.840141,2791.140186,1736.700108,2059.660156,1922.400154,2103.540157,2489.280163,2120.520172,2577.360157,1837.680111,1897.240131,1855.940132,2101.940147,1622.740105,1871.760124,2064.120136,1766.640121,1914.600136,1307.500095
PC (40:10),0.006573872,8.26253951,0.005398641,0.941427785,0.95313061,826.5 -> 184.1,PC,2698.617984,2336.313494,3238.720261,2623.780193,2388.68018,2689.500195,2809.18021,2181.680176,3269.560261,2621.500202,2464.960182,2623.920158,1923.060146,2173.320148,2491.680187,2146.800159,2265.380161,2537.820171,2460.960144,2403.880173,1235.700096
SM (d16:1/24:0),-0.006188874,13.57587781,0.004894867,0.944222847,0.95313061,787.7 -> 184.1,PC,110113.5721,96611.83119,119344.4079,102156.6495,98529.54556,105754.4866,101976.8873,96931.92636,123495.4685,123527.0289,119305.7486,82190.08543,79614.2453,75685.76512,102663.9684,109381.7683,104891.4271,110772.8076,101825.3061,102481.1074,15561.84098
PCo(38:6),-0.005459671,8.45148357,0.003733312,0.951278906,0.955745004,792.6 -> 184.1,PC,3025.020209,2640.397962,3220.580223,3226.520206,2831.120193,3346.580235,2395.900208,2645.28017,3389.620243,3178.5602,2991.020199,2604.500164,2592.900166,2466.220165,2431.180202,2792.220165,2896.120186,2745.000217,2945.800224,2289.640167,1812.260139
PCp(40:6),0.003252245,8.404420966,0.001323837,0.970975716,0.970975716,818.6 -> 184.1,PC,2928.291315,2556.342409,2799.260181,2668.420174,2844.040211,3270.380234,2823.180222,2240.940155,3357.640198,3366.940258,2983.820202,2013.200153,2229.040142,2164.980167,2277.420162,2580.540188,2640.7602,3081.420238,2954.280197,3065.440231,1836.980118
